,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response._error,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,636,HTTP/1.1,GET,,http://youarelistening.to/,,3856,,,text/html;charset=UTF-8,0,216,HTTP/1.1,,200,OK,69.163.153.84,2019-10-05T09:49:53.347+03:00,892,-1,,35,-1,7,0,-1,849
1,,,0,,402,HTTP/1.1,GET,value,http://audio13.broadcastify.com/wx2rhp8tv7sk6n4?nocache=6555770&xan=xtf9912b,No response received,-1,,,,0,-1,unknown,,0,,169.46.233.71,2019-10-05T09:49:53.502+03:00,31,0,,30,0,0,0,-1,0
2,,,0,,559,HTTP/1.1,GET,value,http://youarelistening.to/js/code.js?random=5d983d11ba54d,,2956,,,application/javascript,0,282,HTTP/1.1,,200,OK,69.163.153.84,2019-10-05T09:49:54.277+03:00,264,-1,,-1,-1,1,0,-1,262
3,,,0,,586,HTTP/1.1,GET,,http://youarelistening.to/images/icon_tumblr.png,,9560,,,image/png,0,251,HTTP/1.1,,200,OK,69.163.153.84,2019-10-05T09:49:54.280+03:00,458,-1,,28,-1,1,0,-1,427
4,,,0,,623,HTTP/1.1,GET,value,https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/53272972&auto_play=false,,5041,,,text/html,0,574,HTTP/1.1,,200,OK,13.225.249.11,2019-10-05T09:49:54.594+03:00,333,-1,,-1,-1,4,0,-1,328
5,,,0,,365,HTTP/1.1,GET,,http://relay.broadcastify.com/wx2rhp8tv7sk6n4,,126,,,text/html,0,251,HTTP/1.1,http://audio12.broadcastify.com/wx2rhp8tv7sk6n4?nocache=9983229&xan=xtf9912b,302,Moved Temporarily,3.218.123.170,2019-10-05T09:49:54.616+03:00,325,0,,26,0,2,0,-1,294
6,,,0,,841,HTTP/1.1,GET,value,https://www.google-analytics.com/__utm.gif?utmwv=5.7.2&utms=2&utmn=1235431487&utmhn=youarelistening.to&utmcs=UTF-8&utmsr=800x600&utmvp=800x583&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=You%20are%20listening%20to%20Los%20Angeles&utmhid=1185640368&utmr=-&utmp=%2F&utmht=1570258194688&utmac=UA-3124751-10&utmcc=__utma%3D80735135.1242027492.1570258169.1570258169.1570258169.1%3B%2B__utmz%3D80735135.1570258169.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,,35,,,image/gif,0,480,HTTP/1.1,,200,OK,216.58.206.14,2019-10-05T09:49:54.697+03:00,96,-1,,-1,-1,0,0,-1,95
7,,,0,,702,HTTP/1.1,GET,value,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22triggered_on%22%3A1570258194804%2C%22dnt%22%3Afalse%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22timeline%22%2C%22action%22%3A%22impression%22%7D%7D,,65,,,image/gif;charset=utf-8,0,635,HTTP/1.1,,200,OK,104.244.42.136,2019-10-05T09:49:54.813+03:00,209,-1,,-1,-1,0,0,-1,209
8,,,0,,398,HTTP/1.1,GET,value,http://audio12.broadcastify.com/wx2rhp8tv7sk6n4?nocache=9983229&xan=xtf9912b,,-1,,,audio/mpeg,0,282,HTTP/1.0,,200,OK,169.44.67.112,2019-10-05T09:49:54.951+03:00,508,0,,29,91,0,0,-1,386
9,,,0,,615,HTTP/1.1,GET,value,https://api-widget.soundcloud.com/playlists/53272972?representation=full&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,,3375,,,application/json;charset=utf-8,0,792,HTTP/1.1,,200,OK,13.225.251.63,2019-10-05T09:49:55.270+03:00,538,-1,,-1,-1,0,0,-1,537
10,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000006369645-cbi5fj-tiny.jpg,,722,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:55.331+03:00,110,-1,,-1,-1,2,0,-1,107
11,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000004563868-kzjp5o-tiny.jpg,,444,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:55.333+03:00,108,-1,,-1,-1,2,0,-1,105
12,,,0,,808,HTTP/1.1,OPTIONS,value,https://api-widget.soundcloud.com/tracks?ids=12436917%2C13509864%2C13563738%2C13564560%2C14807281%2C17129697%2C3447137%2C4700940%2C6291933%2C719455%2C719473%2C719485%2C8229160%2C9413294%2C9805244&playlistId=53272972&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,,0,,,,0,721,HTTP/1.1,,200,OK,13.225.251.63,2019-10-05T09:49:55.373+03:00,98,-1,,-1,-1,0,1,-1,96
13,,,0,,767,HTTP/1.1,GET,value,https://api-widget.soundcloud.com/tracks?ids=12436917%2C13509864%2C13563738%2C13564560%2C14807281%2C17129697%2C3447137%2C4700940%2C6291933%2C719455%2C719473%2C719485%2C8229160%2C9413294%2C9805244&playlistId=53272972&playlistSecretToken&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,,5480,,,application/json;charset=utf-8,0,792,HTTP/1.1,,200,OK,13.225.251.63,2019-10-05T09:49:55.479+03:00,435,-1,,-1,-1,0,0,-1,434
14,,,1904,,623,HTTP/1.1,POST,,https://syndication.twitter.com/i/jot,,0,,,text/html;charset=utf-8,0,693,HTTP/1.1,https://platform.twitter.com/jot.html,302,Found,104.244.42.136,2019-10-05T09:49:55.576+03:00,210,-1,,-1,-1,0,0,-1,210
15,,,0,,617,HTTP/1.1,GET,,https://platform.twitter.com/jot.html,,0,,,,0,416,HTTP/1.1,,304,Not Modified,93.184.220.66,2019-10-05T09:49:55.789+03:00,96,-1,,-1,-1,0,3,-1,92
16,,,0,,509,HTTP/1.1,GET,,https://wave.sndcdn.com/06y0W7A5Lblt_m.json,,1846,,,application/json,0,576,HTTP/1.1,,200,OK,13.32.142.83,2019-10-05T09:49:55.904+03:00,173,-1,,-1,-1,1,0,-1,171
17,,,0,,491,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000006369645-cbi5fj-t200x200.jpg,No response received,-1,,,,0,-1,unknown,,0,,13.225.249.31,2019-10-05T09:49:55.959+03:00,0,-1,,-1,-1,0,0,-1,0
18,,,0,,488,HTTP/1.1,GET,,https://i1.sndcdn.com/avatars-000169376166-r18w40-t20x20.jpg,,427,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.035+03:00,290,-1,,-1,-1,0,0,-1,290
19,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000004056526-h1yjbo-tiny.jpg,,480,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.036+03:00,289,-1,,-1,-1,2,0,-1,286
20,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000002128627-9xz594-tiny.jpg,,662,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.038+03:00,102,-1,,-1,-1,0,0,-1,101
21,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000006341718-lmfjhn-tiny.jpg,,706,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.039+03:00,97,-1,,-1,-1,0,2,-1,95
22,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000031035194-ooavov-tiny.jpg,,926,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.050+03:00,95,-1,,-1,-1,0,0,-1,94
23,,,0,,488,HTTP/1.1,GET,,https://i1.sndcdn.com/avatars-000212931798-47ytgi-t20x20.jpg,,594,,,image/jpeg,0,539,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.173+03:00,34,-1,,-1,-1,0,0,-1,33
24,,,0,,670,HTTP/1.1,GET,value,https://api-widget.soundcloud.com/tracks/13563734/comments?filter_replies=1&threaded=0&limit=100&offset=0&linked_partitioning=1&format=json&client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P&app_version=1568733200,,73,,,application/json;charset=utf-8,0,800,HTTP/1.1,,200,OK,13.225.251.63,2019-10-05T09:49:56.178+03:00,143,-1,,-1,-1,0,0,-1,142
25,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000008231079-34t6mj-tiny.jpg,,812,,,image/jpeg,0,524,HTTP/1.1,,200,OK,13.225.249.31,2019-10-05T09:49:56.185+03:00,99,-1,,-1,-1,0,0,-1,98
26,,,0,,487,HTTP/1.1,GET,,https://i1.sndcdn.com/artworks-000007019767-2p2moj-tiny.jpg,No response received,-1,,,,0,-1,unknown,,0,,13.225.249.31,2019-10-05T09:49:56.187+03:00,0,-1,,-1,-1,0,0,-1,0
