,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time
0,,2019-10-09T17:06:46.935+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,24,0,51,3,124,-1,110,217.70.184.38,,315
1,,2019-10-09T17:06:47.298+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,7,0,26,1,533,-1,229,66.147.242.186,,797
2,,2019-10-09T17:06:48.101+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,1,-1,-1,5,236,-1,-1,66.147.242.186,,243
3,,2019-10-09T17:06:48.377+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,1,-1,-1,1,237,-1,-1,66.147.242.186,,240
4,,2019-10-09T17:06:48.378+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,2483,0,29,0,407,-1,4,66.147.242.186,,2926
