,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,response._error,request.queryString.name
0,,2019-10-09T16:52:00.996+03:00,GET,https://koalabeast.com/,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,771,3070,,,3754,141,2,216,0,3800,14,45.32.213.115,,4174,,
1,,2019-10-09T16:52:01.284+03:00,GET,https://koalabeast.com/stylesheets/normalize.css,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,414,2192,,,-1,-1,2,191,-1,-1,2,45.32.213.115,,196,,
2,,2019-10-09T16:52:01.493+03:00,GET,https://koalabeast.com/stylesheets/bootstrap.min.css,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,414,5630,,,-1,-1,1,296,-1,-1,1,45.32.213.115,,300,,
3,,2019-10-09T16:52:01.633+03:00,GET,https://koalabeast.com/stylesheets/style.css,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,415,107713,,,302,0,5,332,0,335,286,45.32.213.115,,960,,
4,,2019-10-09T16:52:01.647+03:00,GET,https://koalabeast.com/compact/global-home.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,429,44210,,,317,0,3,352,0,351,132,45.32.213.115,,840,,
5,,2019-10-09T16:52:01.647+03:00,GET,https://koalabeast.com/images/logo.png,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/png,,,347,8870,,,319,0,1,186,0,354,7,45.32.213.115,,550,,
6,,2019-10-09T16:52:01.650+03:00,GET,https://koalabeast.com/images/arrowkeys.png,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,image/png,,,346,3236,,,321,0,1,186,0,356,6,45.32.213.115,,550,,
7,,2019-10-09T16:52:01.858+03:00,GET,https://koalabeast.com/images/esckey.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,346,1121,,,-1,-1,0,174,-1,-1,0,45.32.213.115,,176,,
8,,2019-10-09T16:52:01.859+03:00,GET,https://koalabeast.com/images/enterkey.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,346,1179,,,-1,-1,0,176,-1,-1,0,45.32.213.115,,177,,
9,,2019-10-09T16:52:02.039+03:00,GET,https://koalabeast.com/images/tkey.png,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/png,,,345,549,,,-1,-1,0,191,-1,-1,2,45.32.213.115,,193,,
10,,2019-10-09T16:52:02.040+03:00,GET,https://koalabeast.com/images/KoalaBeast.png,HTTP/1.1,494,0,,200,OK,HTTP/1.1,0,image/png,,,348,20583,,,-1,-1,0,220,-1,-1,134,45.32.213.115,,355,,
11,,2019-10-09T16:52:02.326+03:00,GET,https://koalabeast.com/images/background_cropped.jpg,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,image/jpeg,,,349,22851,,,-1,-1,0,195,-1,-1,2,45.32.213.115,,198,,
12,,2019-10-09T16:52:02.329+03:00,GET,https://koalabeast.com/images/flair.png,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/png,,,348,62916,,,-1,-1,0,334,-1,-1,188,45.32.213.115,,523,,
13,,2019-10-09T16:52:02.956+03:00,POST,https://koalabeast.com/fingerprint,HTTP/1.1,755,35,,200,OK,HTTP/1.1,0,text/plain; charset=utf-8,,,529,2,,,-1,-1,0,222,-1,-1,0,45.32.213.115,,224,,
14,,2019-10-09T16:52:02.967+03:00,GET,https://koalabeast.com/flairlog,HTTP/1.1,640,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,1,0,-1,-1,0,45.32.213.115,,1,No response received,
15,,2019-10-09T16:52:03.369+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,1036,46,0,93,0,1071,37,216.58.206.14,,1249,,
16,,2019-10-09T16:52:03.524+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=590128261&t=pageview&_s=1&dl=https%3A%2F%2Fkoalabeast.com%2F&ul=en-us&de=UTF-8&dt=TagPro%20Capture%20the%20Flag&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAEAB~&jid=2015669619&gjid=2052146754&cid=74542026.1570629124&tid=UA-41030847-1&_gid=1708477906.1570629124&_r=1&z=1263930120,HTTP/1.1,686,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,108,-1,-1,0,216.58.206.14,,109,,value
17,,2019-10-09T16:52:07.040+03:00,GET,https://www.youtube.com/embed/6tu0JDFueDw,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,20479,,,4604,75,0,231,0,4644,47,172.217.16.142,,5000,,
18,,2019-10-09T16:52:07.323+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflOcA0vs.css,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,text/css,,,562,41442,,,-1,-1,0,100,-1,-1,51,172.217.16.142,,153,,
19,,2019-10-09T16:52:07.454+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vflkOdfq9/www-embed-player.js,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,39029,,,119,0,0,87,0,148,89,172.217.16.142,,327,,
20,,2019-10-09T16:52:07.454+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflm8XufX/en_US/base.js,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,393160,,,119,0,1,85,0,148,285,172.217.16.142,,521,,
21,,2019-10-09T16:52:07.953+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflm8XufX/en_US/remote.js,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,29994,,,-1,-1,0,100,-1,-1,12,172.217.16.142,,113,,
22,,2019-10-09T16:52:10.878+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,2922,32,1,104,0,2950,0,216.58.206.6,,3089,,
23,,2019-10-09T16:52:11.977+03:00,GET,https://i.ytimg.com/vi/6tu0JDFueDw/maxresdefault.jpg,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,443,88612,,,3909,35,1,99,0,3938,153,172.217.22.54,,4228,,
24,,2019-10-09T16:52:12.452+03:00,GET,https://www.google.com/js/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5323,,,4526,0,0,87,0,4556,3,172.217.21.228,,4648,,
