,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.wait,timings.send,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T18:38:47.893+03:00,GET,https://www.duolingo.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,2246,,,132,2176,215,2,16,2211,0,54.144.222.51,,2577,,
1,,2019-10-09T18:38:50.141+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/css/ltr-f054f04e.css,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css,,,524,61699,,,92,1836,117,1,303,1872,0,13.226.6.174,,2388,,
2,,2019-10-09T18:38:50.142+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/vendor-76cee218.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,539,292564,,,92,1835,117,1,504,1873,0,13.226.6.174,,2590,,
3,,2019-10-09T18:38:50.142+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/strings/en-7a122bdf.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,25480,,,93,1848,117,0,187,1874,0,13.226.6.174,,2273,,
4,,2019-10-09T18:38:50.144+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/app-8308ac72.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,314477,,,93,1849,107,0,478,1875,0,13.226.6.174,,2555,,
5,,2019-10-09T18:38:51.092+03:00,GET,https://www.duolingo.com/2017-06-30/config?_=1570635531086,HTTP/1.1,702,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,679,1206,,,-1,-1,182,1,1,-1,-1,54.144.222.51,,184,value,
6,,2019-10-09T18:38:51.164+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/hamburger-menu.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,232,,,-1,-1,92,1,0,-1,-1,13.226.6.174,,94,,
7,,2019-10-09T18:38:51.165+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/star-pattern.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,1333,,,-1,-1,95,1,1,-1,-1,13.226.6.174,,97,,
8,,2019-10-09T18:38:51.167+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/earth-two-rings.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,956,,,-1,-1,95,0,0,-1,-1,13.226.6.174,,97,,
9,,2019-10-09T18:38:51.170+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/juicy-happy.svg,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2184,,,-1,-1,89,1,2,-1,-1,13.226.6.174,,93,,
10,,2019-10-09T18:38:51.272+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,249,,,-1,-1,98,0,0,-1,-1,13.226.6.174,,99,,
11,,2019-10-09T18:38:51.273+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,698,,,-1,-1,97,0,1,-1,-1,13.226.6.174,,99,,
