,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T17:44:02.357+03:00,GET,https://asoftmurmur.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,501,188756,,,1,2,333,3304,3355,325,0,138.197.67.91,,4018,,
1,,2019-10-09T17:44:03.027+03:00,GET,https://asoftmurmur.com/assets/font/montserrat-webfont.ttf,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/font-sfnt,,,497,43716,,,-1,0,214,-1,-1,8,-1,138.197.67.91,,223,,
2,,2019-10-09T17:44:03.235+03:00,GET,https://asoftmurmur.com/assets/img/spinner.gif,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,image/gif,,,460,5553,,,0,1,168,289,334,0,0,138.197.67.91,,504,,
3,,2019-10-09T17:44:03.237+03:00,GET,https://asoftmurmur.com/assets/img/bg-high-res.jpg,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,140196,,,0,1,287,287,314,267,0,138.197.67.91,,870,,
4,,2019-10-09T17:44:03.239+03:00,GET,https://asoftmurmur.com/f6b1a0b823ad6ac792db40e45a79b256.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,461,32794,,,0,1,303,283,318,37,0,138.197.67.91,,661,,
5,,2019-10-09T17:44:03.239+03:00,GET,https://asoftmurmur.com/ea27c333ccfa1e38c8c1420700b99afa.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,461,50481,,,0,1,293,291,325,119,0,138.197.67.91,,740,,
6,,2019-10-09T17:44:05.012+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,0,0,323,1962,1995,149,0,104.131.95.55,,2470,,
7,,2019-10-09T17:44:05.014+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,1,1,315,1971,1996,135,0,104.131.95.55,,2449,,
8,,2019-10-09T17:44:05.015+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,0,0,339,1964,1995,131,0,104.131.95.55,,2467,,
9,,2019-10-09T17:44:05.059+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,27,0,95,2256,2281,32,0,216.58.206.14,,2438,,
10,,2019-10-09T17:44:05.060+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,223272,,,0,0,304,2017,2045,384,0,104.131.95.55,,2736,,
11,,2019-10-09T17:44:05.236+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=66337818&t=pageview&_s=1&dl=https%3A%2F%2Fasoftmurmur.com%2F&ul=en-us&de=UTF-8&dt=A%20Soft%20Murmur&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAAAB~&jid=1778957718&gjid=477003243&cid=599744217.1570632245&tid=UA-42700626-2&_gid=749321251.1570632245&_r=1&z=747863120,HTTP/1.1,673,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=599744217.1570632245&jid=1778957718&_gid=749321251.1570632245&gjid=477003243&_v=j79&z=747863120,643,416,,,-1,1,106,-1,-1,2,-1,216.58.206.14,,109,value,
12,,2019-10-09T17:44:05.682+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,0,4,291,275,300,7,0,104.131.95.55,,604,,
13,,2019-10-09T17:44:05.683+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,0,2,300,269,301,7,0,104.131.95.55,,613,,
