,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time
0,har_a2,2019-12-17T14:04:58.042+02:00,GET,https://www.facebook.com/angular4u/,HTTP/1.1,909,0,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,185.60.216.35,,0
1,har_a2,2019-12-17T14:04:58.098+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,839,2137,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,185.60.216.35,,0
2,har_a2,2019-12-17T14:04:58.126+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,836,1679,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,185.60.216.35,,0
