,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,response._error
0,har_a2,2019-12-17T14:05:30.970+02:00,GET,https://pixel.facebook.com/si/kappa/async/?Ka=AbGv5BRBQydnjBum&Kt=1576584330916&Ko=a&__a=1&__beoa=0&__csr=&__dyn=7AgNe-4amaxx2u6aJGeFxqewKKEKEW6qheC263GdwIhE98nwgUaqwJzEjyWyUrxuF89XyEjKewXGu3yczobohx3U9469UgKcxu5od8cEiyEqx61cxq2e1tG7ElwupVo5y16xCWxS68nxK2C12wRyUvwHzU5W78-WxC1FGdhUix62PK6Uylxfwzxmfz9rBxefxi3-5od8K6E4ah4Bx3zHAy8aElxeaCzU4ucxy48y2i3yeCzEmgK7o88vwEy8iw8q262O2WE9EjwtUym2mfxW68lBwcO3y&__hsi=6771377927715118484-0&__pc=PHASED%3ADEFAULT&__req=4f&__rev=1001551083&__s=kk4bgt%3A3mcnw4%3Ac33yto&__spin_b=trunk&__spin_r=1001551083&__spin_t=1576584281&__user=100028348094631&asyncSignal=4629&dpr=1&fb_dtsg=AQGvTOjILXbd%3AAQFGLBnU_TMF&jazoest=22047,HTTP/1.1,value,1109,0,,200,OK,HTTP/1.1,0,image/png,,,520,70,,,-1,-1,0,102,0,-1,-1,185.60.216.36,,103,
1,har_a2,2019-12-17T14:05:31.102+02:00,GET,https://www.facebook.com/angular4u/,HTTP/1.1,,860,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,0,-1,-1,185.60.216.35,,0,No response received
2,har_a2,2019-12-17T14:05:31.156+02:00,POST,https://edge-chat.facebook.com/mqtt/pull?region=frc&sid=6619611673919487&action=send,HTTP/1.1,value,811,348,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,0,-1,-1,31.13.92.10,,0,No response received
