,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time
0,har_a2,2019-12-17T14:05:05.385+02:00,GET,https://edge-chat.facebook.com/chat?region=frc&sid=8954400672317439,HTTP/1.1,value,621,0,,0,,unknown,0,,,,-1,-1,,No response received,,0,123,0,0,0,0,64,31.13.92.10,,123
1,har_a2,2019-12-17T14:05:05.388+02:00,GET,https://www.facebook.com/angular4u/,HTTP/1.1,,860,0,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,185.60.216.35,,0
2,har_a2,2019-12-17T14:05:05.427+02:00,POST,https://edge-chat.facebook.com/mqtt/pull?region=frc&sid=6619611673919487&action=send,HTTP/1.1,value,811,349,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,31.13.92.10,,0
3,har_a2,2019-12-17T14:05:05.448+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,,790,2402,,0,,unknown,0,,,,-1,-1,,No response received,,0,117,0,0,0,0,61,185.60.216.35,,118
