,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T17:19:25.755+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1176,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20676,,,-1,0,-1,254,-1,35,-1,104.20.25.250,,290,,
1,,2019-10-09T17:19:26.037+03:00,GET,https://www.codecademy.com/webpack/106.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1973,,,-1,0,-1,103,-1,0,-1,104.20.25.250,,104,,
2,,2019-10-09T17:19:26.038+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,-1,0,-1,108,-1,0,-1,104.20.25.250,,109,,
3,,2019-10-09T17:19:26.040+03:00,GET,https://www.codecademy.com/webpack/31.5aef409b13034b8393c0.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,252,,,-1,0,-1,98,-1,0,-1,104.20.25.250,,99,,
4,,2019-10-09T17:19:26.041+03:00,GET,https://www.codecademy.com/webpack/36.a5c741a5e238200f94d3.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,534,1478,,,-1,0,-1,99,-1,0,-1,104.20.25.250,,100,,
5,,2019-10-09T17:19:26.050+03:00,GET,https://www.codecademy.com/webpack/75.4d78988499577313336d.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,-1,0,-1,102,-1,0,-1,104.20.25.250,,103,,
6,,2019-10-09T17:19:26.143+03:00,GET,https://www.codecademy.com/webpack/77.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,-1,0,-1,110,-1,0,-1,104.20.25.250,,111,,
7,,2019-10-09T17:19:26.147+03:00,GET,https://www.codecademy.com/webpack/93.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,339,,,-1,0,-1,108,-1,0,-1,104.20.25.250,,109,,
8,,2019-10-09T17:19:26.147+03:00,GET,https://www.codecademy.com/webpack/112.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,-1,0,-1,110,-1,0,-1,104.20.25.250,,111,,
9,,2019-10-09T17:19:26.151+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,-1,0,-1,105,-1,0,-1,104.20.25.250,,106,,
10,,2019-10-09T17:19:26.158+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,-1,0,-1,94,-1,0,-1,104.20.25.250,,95,,
11,,2019-10-09T17:19:26.248+03:00,GET,https://www.codecademy.com/webpack/34.68bde9f8d8e049a57945.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,131,,,-1,0,-1,112,-1,0,-1,104.20.25.250,,114,,
12,,2019-10-09T17:19:26.259+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,-1,0,-1,103,-1,0,-1,104.20.25.250,,104,,
13,,2019-10-09T17:19:26.261+03:00,GET,https://www.codecademy.com/webpack/24.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,534,1502,,,-1,0,-1,101,-1,0,-1,104.20.25.250,,102,,
14,,2019-10-09T17:19:26.263+03:00,GET,https://www.codecademy.com/webpack/66.45214f5047bee175b0de.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,248,,,-1,0,-1,111,-1,0,-1,104.20.25.250,,112,,
15,,2019-10-09T17:19:26.263+03:00,GET,https://www.codecademy.com/webpack/79.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,0,-1,102,-1,0,-1,104.20.25.250,,104,,
16,,2019-10-09T17:19:26.264+03:00,GET,https://www.codecademy.com/webpack/92.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,652,,,-1,0,-1,104,-1,0,-1,104.20.25.250,,105,,
17,,2019-10-09T17:19:26.392+03:00,GET,https://www.codecademy.com/webpack/111.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,-1,2,-1,177,-1,0,-1,104.20.25.250,,179,,
18,,2019-10-09T17:19:26.397+03:00,GET,https://www.codecademy.com/webpack/158.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,476,,,-1,2,-1,106,-1,0,-1,104.20.25.250,,108,,
19,,2019-10-09T17:19:26.398+03:00,GET,https://www.codecademy.com/webpack/190.517988f27f5ab80c5e96.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1124,,,-1,3,-1,102,-1,0,-1,104.20.25.250,,105,,
20,,2019-10-09T17:19:26.404+03:00,GET,https://www.codecademy.com/webpack/corporate-scenes-Landing.8e123beca1a22926b8a3.chunk.css,HTTP/1.1,1133,0,,200,OK,HTTP/1.1,0,text/css,,,534,3052,,,-1,1,-1,105,-1,0,-1,104.20.25.250,,107,,
21,,2019-10-09T17:19:26.589+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,-1,1,-1,100,-1,17,-1,216.58.206.14,,119,,
22,,2019-10-09T17:19:26.717+03:00,GET,https://www.codecademy.com/webpack/GTMUserSignUp.3c5db5cbd99844c24efc.chunk.js,HTTP/1.1,1106,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,549,266,,,-1,0,-1,97,-1,0,-1,104.20.25.250,,98,,
23,,2019-10-09T17:19:26.868+03:00,POST,https://www.codecademy.com/events/user?authentication_token=,HTTP/1.1,1230,729,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,908,41,,,-1,0,-1,209,-1,0,-1,104.20.25.250,,211,value,
24,,2019-10-09T17:19:26.910+03:00,POST,https://www.codecademy.com/events/ad?authentication_token=,HTTP/1.1,1228,747,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,908,41,,,-1,0,-1,231,-1,0,-1,104.20.25.250,,232,value,
25,,2019-10-09T17:19:26.912+03:00,GET,https://www.google.com/recaptcha/api.js?onload=onloadcallback&render=explicit,HTTP/1.1,585,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,486,,,-1,0,-1,110,-1,1,-1,172.217.18.4,,112,value,
26,,2019-10-09T17:19:26.917+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-KT2Q6GQ&cid=981614247.1570630742,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,21711,,,-1,0,-1,105,-1,48,-1,216.58.206.14,,154,value,
27,,2019-10-09T17:19:26.924+03:00,GET,https://cdn.segment.com/analytics.js/v1/awTEDiBEJ130cCHG1N74clKHGM3FLNzQ/analytics.min.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,737,65949,,,0,0,290,86,326,418,0,13.226.1.80,,832,,
28,,2019-10-09T17:19:26.951+03:00,GET,https://intljs.rmtag.com/118985.ct.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/javascript,,,573,20289,,,0,0,280,112,310,36,0,13.225.249.93,,460,,
29,,2019-10-09T17:19:27.043+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,94031,,,-1,0,-1,99,-1,156,-1,172.217.22.67,,256,,
30,,2019-10-09T17:19:27.320+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe&co=aHR0cHM6Ly93d3cuY29kZWNhZGVteS5jb206NDQz&hl=en&type=image&v=Zy-zVXWdnDW6AUZkKlojAKGe&theme=light&size=invisible&badge=bottomright&cb=t14vcsbewuhx,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9418,,,-1,0,-1,121,-1,23,-1,172.217.18.4,,145,value,
31,,2019-10-09T17:19:27.531+03:00,GET,https://www.google-analytics.com/plugins/ua/linkid.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript,,,507,856,,,-1,0,-1,99,-1,0,-1,216.58.206.14,,100,,
32,,2019-10-09T17:19:27.554+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-KTLK85W&l=dataLayer,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,26587,,,-1,0,-1,99,-1,85,-1,216.58.207.72,,185,value,
33,,2019-10-09T17:19:27.555+03:00,GET,https://www.fullstory.com/s/fs.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript,,,451,68410,,,-1,0,-1,90,-1,78,-1,216.58.208.51,,169,,
34,,2019-10-09T17:19:27.564+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,-1,0,-1,108,-1,73,-1,172.217.22.67,,182,,
35,,2019-10-09T17:19:27.565+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,94031,,,-1,0,-1,106,-1,74,-1,172.217.22.67,,181,,
36,,2019-10-09T17:19:27.726+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=394054738&t=pageview&_s=1&dl=https%3A%2F%2Fwww.codecademy.com%2F&dr=&dp=%2F&ul=en-us&de=UTF-8&dt=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=SCCAgEAjQ~&jid=&gjid=&cid=981614247.1570630742&tid=UA-25136408-1&_gid=1378022992.1570630742&z=1656314077,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,-1,0,-1,104,-1,0,-1,216.58.206.14,,105,value,
37,,2019-10-09T17:19:27.744+03:00,GET,https://assets.customer.io/assets/track.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,1431,,,0,0,162,88,185,0,0,108.161.187.71,,275,,
38,,2019-10-09T17:19:27.770+03:00,POST,https://rs.fullstory.com/rec/page,HTTP/1.1,433,264,,202,Accepted,HTTP/1.1,0,text/plain; charset=utf-8,,,370,15,,,-1,0,-1,194,-1,0,-1,35.186.194.58,,195,,
