,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T18:38:00.358+03:00,GET,https://twitter.com/,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,6203,14275,,,1,3,400,1447,1496,36,0,104.244.42.193,,1937,,
1,,2019-10-09T18:38:00.819+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1148,2458,,,-1,0,246,-1,-1,0,-1,104.244.42.193,,247,value,
2,,2019-10-09T18:38:04.467+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_core.bundle.css,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,578,35309,,,40,0,114,3580,3608,78,0,93.184.220.70,,3844,,
3,,2019-10-09T18:38:04.478+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_1.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,43389,,,41,0,118,3583,3620,93,0,93.184.220.70,,3873,,
4,,2019-10-09T18:38:04.483+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_2.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,38631,,,38,0,112,3588,3626,75,0,93.184.220.70,,3853,,
5,,2019-10-09T18:38:04.486+03:00,GET,https://abs.twimg.com/k/en/init.en.77c56452e473e94d573f.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,607,180312,,,38,0,93,3602,3629,203,0,93.184.220.70,,3967,,
6,,2019-10-09T18:38:04.491+03:00,GET,https://abs.twimg.com/k/en/0.commons.en.06a750caea28350212ee.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,608,249858,,,40,0,114,3596,3633,257,0,93.184.220.70,,4047,,
7,,2019-10-09T18:38:04.850+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1148,2273,,,-1,0,214,-1,-1,1,-1,104.244.42.193,,216,value,
8,,2019-10-09T18:38:05.030+03:00,GET,https://abs.twimg.com/k/en/7.pages_signup.en.6bfee475d9b7243c5db9.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,605,21560,,,-1,0,109,-1,-1,28,-1,93.184.220.70,,138,,
9,,2019-10-09T18:38:05.219+03:00,GET,https://abs.twimg.com/a/1570227539/font/edge-icons-Regular.woff,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,application/font-woff,,,542,25892,,,0,0,101,301,347,34,0,93.184.220.70,,484,,
10,,2019-10-09T18:38:08.495+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,30,0,105,3056,3094,25,0,216.58.206.14,,3257,,
11,,2019-10-09T18:38:08.563+03:00,GET,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22event_namespace%22%3A%7B%22client%22%3A%22web%22%2C%22page%22%3A%22front%22%2C%22action%22%3A%22impression%22%7D%2C%22triggered_on%22%3A1570635485363%7D,HTTP/1.1,1037,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,899,65,,,0,0,315,3154,3188,0,0,104.244.42.136,,3505,value,
12,,2019-10-09T18:38:08.660+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=381500625&t=pageview&_s=1&dl=https%3A%2F%2Ftwitter.com%2F&dr=&dp=%2Fanon%2Ffront%2Ffront&ul=en-us&de=UTF-8&dt=REDACTED&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAQAB~&jid=1744446576&gjid=1515050581&cid=998691122.1570635489&tid=UA-30775-6&_gid=1167381050.1570635489&_r=1&z=180463914,HTTP/1.1,693,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-30775-6&cid=998691122.1570635489&jid=1744446576&_gid=1167381050.1570635489&gjid=1515050581&_v=j79&z=180463914,642,415,,,-1,0,106,-1,-1,0,-1,216.58.206.14,,107,value,
13,,2019-10-09T18:38:08.773+03:00,POST,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,HTTP/1.1,988,4876,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,0,-1,104.244.42.193,,0,value,No response received
