,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.dns,timings.wait,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T19:08:00.678+03:00,GET,https://twitter.com/,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,6203,14275,,,2427,2,36,239,36,0,2464,104.244.42.1,,2779,,
1,,2019-10-09T19:08:00.989+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1148,2640,,,-1,0,-1,220,2,-1,-1,104.244.42.1,,223,value,
2,,2019-10-09T19:08:02.287+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_core.bundle.css,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,578,35309,,,1244,50,41,99,88,0,1274,93.184.220.70,,1554,,
3,,2019-10-09T19:08:02.287+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_1.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,43389,,,1246,12,40,94,86,0,1275,93.184.220.70,,1510,,
4,,2019-10-09T19:08:02.364+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_2.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,38631,,,1321,7,20,94,66,0,1351,93.184.220.70,,1540,,
5,,2019-10-09T19:08:02.375+03:00,GET,https://abs.twimg.com/k/en/init.en.77c56452e473e94d573f.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,607,180312,,,1342,0,21,110,247,0,1362,93.184.220.70,,1742,,
6,,2019-10-09T19:08:02.382+03:00,GET,https://abs.twimg.com/k/en/0.commons.en.06a750caea28350212ee.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,608,249858,,,1340,0,20,99,257,0,1370,93.184.220.70,,1748,,
7,,2019-10-09T19:08:02.752+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1148,2181,,,-1,1,-1,218,2,-1,-1,104.244.42.1,,221,value,
8,,2019-10-09T19:08:02.916+03:00,GET,https://abs.twimg.com/k/en/7.pages_signup.en.6bfee475d9b7243c5db9.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,605,21560,,,-1,0,-1,113,10,-1,-1,93.184.220.70,,123,,
9,,2019-10-09T19:08:03.059+03:00,GET,https://abs.twimg.com/a/1570227539/font/edge-icons-Regular.woff,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,application/font-woff,,,542,25892,,,262,0,0,95,38,0,301,93.184.220.70,,436,,
10,,2019-10-09T19:08:04.146+03:00,GET,https://analytics.twitter.com/tpm/p?_=1570637282816,HTTP/1.1,839,0,,200,OK,HTTP/1.1,0,application/json;charset=utf-8,,,591,139,,,868,22,30,209,0,0,896,104.244.42.67,,1159,value,
11,,2019-10-09T19:08:06.915+03:00,GET,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22event_namespace%22%3A%7B%22client%22%3A%22web%22%2C%22page%22%3A%22front%22%2C%22action%22%3A%22impression%22%7D%2C%22triggered_on%22%3A1570637283222%7D,HTTP/1.1,1037,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,899,65,,,3656,9,0,227,0,0,3682,104.244.42.136,,3920,value,
12,,2019-10-09T19:08:08.811+03:00,POST,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,HTTP/1.1,914,5087,,200,OK,HTTP/1.1,0,,,,1043,0,,,-1,0,-1,211,0,-1,-1,104.244.42.1,,212,value,
13,,2019-10-09T19:08:08.856+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,5579,0,20,99,40,0,5606,216.58.206.14,,5768,,
14,,2019-10-09T19:08:09.050+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=470904035&t=pageview&_s=1&dl=https%3A%2F%2Ftwitter.com%2F&dr=&dp=%2Fanon%2Ffront%2Ffront&ul=en-us&de=UTF-8&dt=REDACTED&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAQAB~&jid=1967269997&gjid=540266387&cid=1034739318.1570637289&tid=UA-30775-6&_gid=1349456696.1570637289&_r=1&z=1463239568,HTTP/1.1,694,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-30775-6&cid=1034739318.1570637289&jid=1967269997&_gid=1349456696.1570637289&gjid=540266387&_v=j79&z=1463239568,643,416,,,-1,0,-1,108,1,-1,-1,216.58.206.14,,111,value,
15,,2019-10-09T19:08:09.173+03:00,POST,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,HTTP/1.1,989,4876,,0,,unknown,0,,,,-1,-1,,,-1,2,-1,0,0,-1,-1,104.244.42.1,,2,value,No response received
