,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.url,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,423,HTTP/1.1,GET,http://beesbeesbees.com/,494,,,text/html,0,240,HTTP/1.1,,200,OK,217.70.184.38,2019-10-06T17:17:01.589+03:00,245,0,,59,35,16,12,-1,121
1,,,0,,476,HTTP/1.1,GET,http://www.maxistentialism.com/bees,317,,,text/html;charset=iso-8859-1,0,274,HTTP/1.1,http://www.maxistentialism.com/bees/,301,Moved Permanently,66.147.242.186,2019-10-06T17:17:01.910+03:00,552,0,,34,2,9,1,-1,504
2,,,0,,477,HTTP/1.1,GET,http://www.maxistentialism.com/bees/,352,,,text/html,0,269,HTTP/1.1,,200,OK,66.147.242.186,2019-10-06T17:17:02.475+03:00,301,-1,,-1,-1,1,5,-1,293
3,,,0,,368,HTTP/1.1,GET,http://www.maxistentialism.com/bees/style.css,47,,,text/css,0,268,HTTP/1.1,,200,OK,66.147.242.186,2019-10-06T17:17:02.800+03:00,270,-1,,-1,-1,7,0,-1,261
4,,,0,,393,HTTP/1.1,GET,http://www.maxistentialism.com/bees/oprahbees.gif,4822619,,,image/gif,0,365,HTTP/1.1,,200,OK,66.147.242.186,2019-10-06T17:17:02.804+03:00,3012,0,,32,1,2521,1,-1,455
