,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,har_a1,2019-12-09T09:17:02.936+02:00,GET,https://www.facebook.com/,HTTP/1.1,482,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1536,33202,,,0,404,0,215,76,0,320,31.13.90.36,,696,,
1,har_a1,2019-12-09T09:17:02.976+02:00,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,HTTP/1.1,464,1,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1130,45,,,-1,-1,0,79,0,-1,-1,172.217.16.173,,80,value,
2,har_a1,2019-12-09T09:17:03.691+02:00,GET,https://scontent.ftlv6-1.fna.fbcdn.net/v/t39.2365-6/32213527_1720875981299142_7601737152052854784_n.png?_nc_cat=1&_nc_ohc=X5-y2ZdcCikAQmc57Z7o3tRLrMb7sKpr6Gcx2YdCaOwSeHX8qkz9Wdgkw&_nc_ht=scontent.ftlv6-1.fna&oh=073eed79608632ce3f28898b84eb4e9d&oe=5E7AA9E8,HTTP/1.1,624,0,,200,OK,HTTP/1.1,0,image/png,,,504,1436,,,0,421,0,5,0,0,414,212.199.140.145,,427,value,
3,har_a1,2019-12-09T09:17:03.699+02:00,GET,https://scontent.ftlv6-1.fna.fbcdn.net/v/t39.2365-6/32220240_200651090730619_3989834943638274048_n.png?_nc_cat=1&_nc_ohc=GgkpdbGxHmoAQnp6y_bUJMBMjgHy0wNeZkLlljOVeNg6diMzf-HG-j5zA&_nc_ht=scontent.ftlv6-1.fna&oh=6980eaf8b5720ea35aadd077d0e491b3&oe=5E7A1536,HTTP/1.1,623,0,,200,OK,HTTP/1.1,0,image/png,,,505,2075,,,-1,-1,0,3,0,-1,-1,212.199.140.145,,4,value,
4,har_a1,2019-12-09T09:17:03.703+02:00,GET,https://scontent.ftlv6-1.fna.fbcdn.net/v/t39.2365-6/32158113_191365994837162_5605369115159035904_n.png?_nc_cat=1&_nc_ohc=0112fD2bhycAQn3Zg-omUgcetY0mt6axy0lfUnqvj71hI1fV016iUtrpA&_nc_ht=scontent.ftlv6-1.fna&oh=3327343862ebb3682a5e7eed850d3ed1&oe=5E89B2B5,HTTP/1.1,623,0,,200,OK,HTTP/1.1,0,image/png,,,505,2133,,,0,434,0,4,0,0,428,212.199.140.145,,439,value,
5,har_a1,2019-12-09T09:17:03.930+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/I7MGeYV4AeN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5466,,,0,717,0,72,1,0,604,157.240.1.23,,792,value,
6,har_a1,2019-12-09T09:17:03.940+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/d1NO03_1zJA.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15377,,,0,724,0,72,74,0,610,157.240.1.23,,871,value,
7,har_a1,2019-12-09T09:17:03.941+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6953,,,0,700,0,83,0,0,584,157.240.1.23,,785,value,
8,har_a1,2019-12-09T09:17:03.944+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/pZf38NqrlFs.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20312,,,0,673,0,73,77,0,591,157.240.1.23,,823,value,
9,har_a1,2019-12-09T09:17:03.944+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/F8qX9CenMvG.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,39760,,,0,650,0,84,175,0,554,157.240.1.23,,910,value,
