,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,har_a3,2019-12-13T19:01:51.321+02:00,GET,https://www.facebook.com/,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1536,32995,,,0,404,0,186,94,0,378,31.13.90.36,,686,,
1,har_a3,2019-12-13T19:01:51.459+02:00,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,HTTP/1.1,463,1,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1130,45,,,-1,-1,0,119,0,-1,-1,216.58.210.13,,120,value,
2,har_a3,2019-12-13T19:01:52.024+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t39.2365-6/32213527_1720875981299142_7601737152052854784_n.png?_nc_cat=1&_nc_ohc=lKy4l4ASH_sAQm6_BoWzjYWbuoaG65q89yGeJjG63LUoY7PydqC9SIGaA&_nc_ht=scontent.ftlv1-2.fna&oh=2623da14e13f51e59f7299f832b81ef6&oe=5E7AA9E8,HTTP/1.1,623,0,,200,OK,HTTP/1.1,0,image/png,,,504,1436,,,18,390,0,39,21,0,352,213.57.23.209,,470,value,
3,har_a3,2019-12-13T19:01:52.027+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t39.2365-6/32220240_200651090730619_3989834943638274048_n.png?_nc_cat=1&_nc_ohc=xCzOXlmysUUAQlPF7ugHd2VEMBNcxYAStBLGCJ9RAYLwIhRVY2bPNJV5g&_nc_ht=scontent.ftlv1-2.fna&oh=bf5890d8dd293b77796a2367ef6bf9fd&oe=5E7A1536,HTTP/1.1,622,0,,200,OK,HTTP/1.1,0,image/png,,,505,2075,,,18,392,0,35,25,0,355,213.57.23.209,,473,value,
4,har_a3,2019-12-13T19:01:52.083+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/bkhLxLxktoq.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,27839,,,0,507,0,122,385,0,434,31.13.90.6,,1015,value,
5,har_a3,2019-12-13T19:01:52.087+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/I7MGeYV4AeN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5466,,,0,511,0,91,28,0,453,31.13.90.6,,631,value,
6,har_a3,2019-12-13T19:01:52.093+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t39.2365-6/32158113_191365994837162_5605369115159035904_n.png?_nc_cat=1&_nc_ohc=RDj8hhQnykcAQlLnJ5EwfQyPCWpbrcgPiBQyB_vRiUbNW0RnSU60aqX3Q&_nc_ht=scontent.ftlv1-2.fna&oh=115d4cc9fa0480d677e90b6fb329d9cd&oe=5EB13FB5,HTTP/1.1,622,0,,200,OK,HTTP/1.1,0,image/png,,,505,2133,,,-1,-1,0,31,8,-1,-1,213.57.23.209,,40,value,
7,har_a3,2019-12-13T19:01:52.100+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/LfSfgoe0hpb.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20313,,,0,546,0,248,391,0,494,31.13.90.6,,1187,value,
8,har_a3,2019-12-13T19:01:52.101+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yH/l/0,cross/1Oe4_bGMM7Z.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15229,,,0,536,0,175,422,0,497,31.13.90.6,,1135,value,
9,har_a3,2019-12-13T19:01:52.106+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yL/l/0,cross/2W2WHyj3Dev.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5696,,,1,558,0,354,37,0,501,31.13.90.6,,952,value,
