,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,response._error
0,har_a3,2019-12-13T18:03:05.586+02:00,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,HTTP/1.1,value,463,1,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,1130,45,,,-1,-1,0,116,1,-1,-1,172.217.16.205,,119,
1,har_a3,2019-12-13T18:03:05.953+02:00,GET,https://www.facebook.com/,HTTP/1.1,,487,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1536,32890,,,25,644,0,391,46,0,597,31.13.90.36,,1107,
2,har_a3,2019-12-13T18:03:06.894+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t39.2365-6/32213527_1720875981299142_7601737152052854784_n.png?_nc_cat=1&_nc_oc=AQlmhilZV1g2PXLzash7QsSSi_e_fZuyDRdPuvigvy631BnfIA_tA3A02BMj2go-83g&_nc_ht=scontent.ftlv1-2.fna&oh=b05d21224cf3433994ebe1a4bddd87bc&oe=5E7AA9E8,HTTP/1.1,value,632,0,,200,OK,HTTP/1.1,0,image/png,,,504,1436,,,0,436,0,40,5,0,369,213.57.23.209,,482,
3,har_a3,2019-12-13T18:03:06.945+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t39.2365-6/32220240_200651090730619_3989834943638274048_n.png?_nc_cat=1&_nc_oc=AQkCam9AlecihDrIDl48wGZ3sP4m-xUo81UE2Jc6rJVPEQSihv8n2v20SFivSXAvQPA&_nc_ht=scontent.ftlv1-2.fna&oh=f3da37f7322504ec969067fd93b355ea&oe=5E7A1536,HTTP/1.1,value,631,0,,200,OK,HTTP/1.1,0,image/png,,,505,2075,,,-1,-1,0,28,12,-1,-1,213.57.23.209,,41,
4,har_a3,2019-12-13T18:03:06.945+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yB/l/0,cross/bkhLxLxktoq.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,27839,,,40,468,0,89,420,0,420,31.13.90.6,,1018,
5,har_a3,2019-12-13T18:03:06.945+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/I7MGeYV4AeN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5466,,,24,468,0,154,32,0,422,31.13.90.6,,679,
6,har_a3,2019-12-13T18:03:06.949+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/LfSfgoe0hpb.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,20313,,,32,471,0,229,318,0,425,31.13.90.6,,1052,
7,har_a3,2019-12-13T18:03:06.949+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yH/l/0,cross/1Oe4_bGMM7Z.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,15229,,,18,472,1,296,439,0,426,31.13.90.6,,1229,
8,har_a3,2019-12-13T18:03:06.952+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yL/l/0,cross/2W2WHyj3Dev.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5696,,,17,475,0,368,34,0,429,31.13.90.6,,895,
9,har_a3,2019-12-13T18:03:06.953+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/Q_Qtc1cmjHk.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,value,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,6953,,,19,476,0,183,44,0,427,31.13.90.6,,723,
