,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.send,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
19,facebook,2019-10-12T08:20:47.633+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yH/l/he_IL/lORjA4jAIhX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16003,,,-1,-1,0,90,-1,8,-1,157.240.1.23,,99,value,
20,facebook,2019-10-12T08:20:47.634+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,-1,0,94,-1,7,-1,157.240.1.23,,102,value,
21,facebook,2019-10-12T08:20:47.741+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,-1,0,83,-1,72,-1,157.240.1.23,,156,value,
22,facebook,2019-10-12T08:20:47.748+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,-1,-1,0,84,-1,11,-1,157.240.1.23,,96,value,
23,facebook,2019-10-12T08:20:47.748+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/ya/l/he_IL/xkFUqA1-cvY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4109,,,-1,-1,0,91,-1,2,-1,157.240.1.23,,94,value,
24,facebook,2019-10-12T08:20:47.750+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yo/l/he_IL/kWtGZh5PZsr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17791,,,-1,-1,0,85,-1,10,-1,157.240.1.23,,95,value,
25,facebook,2019-10-12T08:20:47.772+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,111,-1,0,-1,157.240.1.35,,113,,
26,facebook,2019-10-12T08:20:47.819+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,-1,0,95,-1,1,-1,157.240.1.23,,98,value,
27,facebook,2019-10-12T08:20:47.846+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9881,,,-1,-1,0,85,-1,6,-1,157.240.1.23,,91,value,
28,facebook,2019-10-12T08:20:47.846+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,-1,-1,0,82,-1,5,-1,157.240.1.23,,88,value,
29,facebook,2019-10-12T08:20:47.872+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/wRUfahZS1Ht.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16592,,,-1,-1,0,81,-1,37,-1,157.240.1.23,,120,value,
30,facebook,2019-10-12T08:20:47.889+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,107,-1,0,-1,157.240.1.35,,108,,
31,facebook,2019-10-12T08:20:47.944+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,952,0,111,977,0,0,157.240.1.35,,1090,,
32,facebook,2019-10-12T08:20:47.955+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,-1,-1,0,101,-1,0,-1,157.240.1.23,,102,,
33,facebook,2019-10-12T08:20:48.756+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43687,,,0,827,0,184,846,112,0,157.240.1.35,,1143,value,
34,facebook,2019-10-12T08:20:48.963+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,-1,-1,1,89,-1,0,-1,157.240.1.23,,90,value,
35,facebook,2019-10-12T08:20:48.964+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,-1,-1,1,89,-1,39,-1,157.240.1.23,,130,value,
36,facebook,2019-10-12T08:20:48.964+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,0,123,0,93,152,118,0,157.240.1.23,,366,value,
37,facebook,2019-10-12T08:20:50.435+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,-1,-1,0,88,-1,20,-1,157.240.1.23,,109,value,
38,facebook,2019-10-12T08:20:50.483+03:00,GET,https://cx.atdmt.com/?f=AYwNH3W_TyRnHbk0Ovjn0z9NqMA2Ojy4-4OUEUgboBBvwjxE-14BjF9rcospSZnT5GomJiYZ-oWTYOYEXKivvOPn&c=1866337902&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,27,2331,0,123,2360,0,0,157.240.1.6,,2513,value,
39,facebook,2019-10-12T08:20:51.952+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,2953,0,100,2985,2,0,172.217.21.228,,3091,,
40,facebook,2019-10-12T08:20:52.179+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,-1,-1,0,95,-1,147,-1,157.240.1.23,,243,value,
41,facebook,2019-10-12T08:20:52.179+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,-1,-1,0,103,-1,1,-1,157.240.1.23,,105,value,
42,facebook,2019-10-12T08:20:52.179+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,-1,-1,0,106,-1,10,-1,157.240.1.23,,117,value,
43,facebook,2019-10-12T08:20:52.179+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,-1,-1,0,104,-1,28,-1,157.240.1.23,,132,value,
44,facebook,2019-10-12T08:20:54.433+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,1,2311,0,92,2340,147,0,172.217.22.67,,2583,,
45,facebook,2019-10-12T08:20:54.702+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=xk76jbqlzdsu,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9603,,,-1,-1,0,121,-1,16,-1,172.217.21.228,,139,value,
46,facebook,2019-10-12T08:20:54.861+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,0,92,-1,69,-1,172.217.22.67,,162,,
47,facebook,2019-10-12T08:20:55.023+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,123,0,82,159,157,0,172.217.22.67,,400,,
48,facebook,2019-10-12T08:20:55.288+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,-1,0,95,-1,3,-1,172.217.21.228,,99,,
49,facebook,2019-10-12T08:20:55.390+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,-1,0,92,-1,0,-1,172.217.21.228,,93,value,
50,facebook,2019-10-12T08:20:55.438+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ur39wrllgnwn,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,108,0,93,146,1,0,172.217.21.228,,242,value,
51,facebook,2019-10-12T08:20:55.504+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,-1,0,88,-1,46,-1,172.217.22.67,,135,,
52,facebook,2019-10-12T08:20:55.544+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,0,89,-1,40,-1,172.217.22.67,,130,,
53,facebook,2019-10-12T08:20:55.718+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=xwec0v%3A0s7oev%3A0bhw5m&__hsi=6746786701324433683-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570858690,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,0,-1,157.240.1.35,,0,value,No response received
