,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-08T17:28:42.650+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31870,,,248,3434,15,27,0,3518,83,31.13.92.36,,3894,,
1,facebook,2019-10-08T17:28:46.756+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ya/l/0,cross/dknCOPSX3x5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39755,,,128,3544,1,28,0,3579,75,31.13.92.14,,3814,value,
2,facebook,2019-10-08T17:28:46.779+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,94,3563,2,25,0,3600,20,31.13.92.14,,3743,value,
3,facebook,2019-10-08T17:28:46.779+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,90,3564,2,32,0,3597,40,31.13.92.14,,3763,value,
4,facebook,2019-10-08T17:28:46.781+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,102,3566,0,27,0,3602,70,31.13.92.14,,3802,value,
5,facebook,2019-10-08T17:28:46.788+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yI/l/0,cross/4Zixz8DG59H.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,11516,,,122,3575,0,30,0,3608,1,31.13.92.14,,3763,value,
6,facebook,2019-10-08T17:28:46.790+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,117,3577,0,29,0,3613,1,31.13.92.14,,3761,value,
7,facebook,2019-10-08T17:28:46.931+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,89,-1,1,-1,-1,-1,37,31.13.92.14,,128,value,
8,facebook,2019-10-08T17:28:46.932+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/1n9F5652p_Q.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7655,,,89,-1,0,-1,-1,-1,3,31.13.92.14,,93,value,
9,facebook,2019-10-08T17:28:46.933+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,86,-1,0,-1,-1,-1,123,31.13.92.14,,210,value,
10,facebook,2019-10-08T17:28:50.598+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,113,-1,0,-1,-1,-1,111,31.13.92.14,,225,value,
11,facebook,2019-10-08T17:28:50.598+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,114,-1,0,-1,-1,-1,12,31.13.92.14,,128,value,
12,facebook,2019-10-08T17:28:50.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,120,-1,0,-1,-1,-1,93,31.13.92.14,,214,value,
13,facebook,2019-10-08T17:28:50.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,102,-1,0,-1,-1,-1,153,31.13.92.14,,256,value,
14,facebook,2019-10-08T17:28:50.938+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,106,-1,0,-1,-1,-1,11,31.13.92.14,,118,value,
15,facebook,2019-10-08T17:28:50.939+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,46984,,,116,-1,0,-1,-1,-1,22,31.13.92.14,,139,value,
16,facebook,2019-10-08T17:28:50.940+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,127,-1,0,-1,-1,-1,1,31.13.92.14,,129,value,
17,facebook,2019-10-08T17:28:50.942+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,98,-1,0,-1,-1,-1,13,31.13.92.14,,113,value,
18,facebook,2019-10-08T17:28:50.942+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65677,,,110,-1,0,-1,-1,-1,91,31.13.92.14,,202,value,
19,facebook,2019-10-08T17:28:50.942+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,112,-1,0,-1,-1,-1,13,31.13.92.14,,126,value,
20,facebook,2019-10-08T17:28:51.073+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142844,,,112,-1,0,-1,-1,-1,81,31.13.92.14,,194,value,
21,facebook,2019-10-08T17:28:51.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,96,-1,0,-1,-1,-1,91,31.13.92.14,,187,value,
22,facebook,2019-10-08T17:28:51.093+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149039,,,101,-1,0,-1,-1,-1,99,31.13.92.14,,201,value,
23,facebook,2019-10-08T17:28:51.099+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,116,-1,0,-1,-1,-1,0,31.13.92.14,,117,value,
24,facebook,2019-10-08T17:28:51.099+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,115,-1,0,-1,-1,-1,3,31.13.92.14,,120,value,
25,facebook,2019-10-08T17:28:51.110+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,145,-1,0,-1,-1,-1,0,31.13.92.36,,146,,
26,facebook,2019-10-08T17:28:51.150+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,105,-1,0,-1,-1,-1,0,31.13.92.14,,106,value,
27,facebook,2019-10-08T17:28:51.284+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,136,-1,0,-1,-1,-1,0,31.13.92.36,,137,,
28,facebook,2019-10-08T17:28:55.311+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44051,,,210,698,0,32,0,3727,120,31.13.92.36,,4091,value,
29,facebook,2019-10-08T17:28:56.740+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,90,207,0,0,0,9272,0,31.13.92.14,,9364,value,
30,facebook,2019-10-08T17:28:56.750+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,95,219,1,0,0,9283,30,31.13.92.14,,9410,value,
31,facebook,2019-10-08T17:28:56.837+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,94,-1,0,-1,-1,-1,63,31.13.92.14,,158,value,
32,facebook,2019-10-08T17:28:56.881+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,98,-1,0,-1,-1,-1,79,31.13.92.14,,179,value,
33,facebook,2019-10-08T17:28:56.961+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,97,989,0,0,0,10017,76,31.13.92.14,,10191,,
34,facebook,2019-10-08T17:28:56.973+03:00,GET,https://cx.atdmt.com/?f=AYz-SYbzTy7iz0QkTLSrJ2jVZ2vYHCn6F4drLxdnC83jRWQVPysFDj6Z6bfpzEw-QVMB4ynqTLDJuK5aOMA2f5UL&c=1166311642&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,118,2352,0,29,0,5389,0,31.13.92.2,,5538,value,
35,facebook,2019-10-08T17:28:57.000+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,83,-1,0,-1,-1,-1,0,31.13.92.14,,84,,
36,facebook,2019-10-08T17:28:57.067+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,93,-1,0,-1,-1,-1,76,31.13.92.14,,170,,
37,facebook,2019-10-08T17:28:57.088+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,84,-1,0,-1,-1,-1,7,31.13.92.14,,92,,
38,facebook,2019-10-08T17:28:57.139+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,90,-1,0,-1,-1,-1,0,31.13.92.14,,91,,
