,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
39,facebook,2019-10-08T17:28:57.185+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,91,-1,0,-1,-1,-1,23,31.13.92.14,,115,,
40,facebook,2019-10-08T17:28:59.857+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,135,3595,0,26,0,12624,0,31.13.92.36,,12788,,
41,facebook,2019-10-08T17:29:02.271+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2860,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,192,-1,0,-1,-1,-1,0,31.13.92.36,,194,,
42,facebook,2019-10-08T17:29:02.324+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,101,6748,0,3,0,6780,3,172.217.18.4,,6889,,
43,facebook,2019-10-08T17:29:02.542+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,94,-1,0,-1,-1,-1,7,31.13.92.14,,103,value,
44,facebook,2019-10-08T17:29:02.542+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,114,-1,0,-1,-1,-1,0,31.13.92.14,,115,value,
45,facebook,2019-10-08T17:29:02.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,108,-1,0,-1,-1,-1,69,31.13.92.14,,178,value,
46,facebook,2019-10-08T17:29:02.545+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,113,120,1,0,0,9153,90,31.13.92.14,,9358,value,
47,facebook,2019-10-08T17:29:02.545+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,95,124,0,0,0,9150,140,31.13.92.14,,9387,value,
48,facebook,2019-10-08T17:29:02.545+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,121,6323,0,0,0,15352,164,31.13.92.14,,15639,value,
49,facebook,2019-10-08T17:29:02.649+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,92,-1,0,-1,-1,-1,63,31.13.92.14,,156,value,
50,facebook,2019-10-08T17:29:03.637+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,89,1134,0,26,0,1158,139,172.217.22.67,,1414,,
51,facebook,2019-10-08T17:29:03.902+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=m2ntowau6q3t,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9755,,,113,-1,0,-1,-1,-1,23,172.217.18.4,,137,value,
52,facebook,2019-10-08T17:29:04.036+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,97,-1,0,-1,-1,-1,74,172.217.22.67,,172,,
53,facebook,2019-10-08T17:29:04.189+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,98,106,0,0,0,149,150,172.217.22.67,,398,,
54,facebook,2019-10-08T17:29:04.467+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,91,-1,0,-1,-1,-1,3,172.217.18.4,,95,,
55,facebook,2019-10-08T17:29:04.565+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,102,-1,0,-1,-1,-1,0,172.217.18.4,,103,value,
56,facebook,2019-10-08T17:29:04.615+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=h0vi93cr5ozl,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,100,111,0,0,0,144,3,172.217.18.4,,248,value,
57,facebook,2019-10-08T17:29:04.735+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,87,-1,0,-1,-1,-1,59,172.217.22.67,,148,,
58,facebook,2019-10-08T17:29:04.747+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,83,-1,0,-1,-1,-1,52,172.217.22.67,,136,,
59,facebook,2019-10-08T17:29:04.954+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=c2ipqt%3Aofmb47%3Az63meb&__hsi=6745443557947334987-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570545965,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,-1,0,31.13.92.36,,0,value,No response received
