,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.send,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-09-28T19:37:41.465+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,296,-1,-1,-1,0,89,-1,157.240.1.23,,386,value,
11,facebook,2019-09-28T19:37:41.856+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,192,348,0,211,1,90,0,157.240.1.23,,632,,
12,facebook,2019-09-28T19:37:41.862+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,376,0,283,1,89,0,157.240.1.23,,468,,
13,facebook,2019-09-28T19:37:42.132+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/FCL54XJbMl1.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,98852,,,394,-1,-1,-1,0,88,-1,157.240.1.23,,484,,
14,facebook,2019-09-28T19:37:42.146+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/4VKqg5G-mwJ.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14156,,,10,-1,-1,-1,0,89,-1,157.240.1.23,,100,,
15,facebook,2019-09-28T19:37:42.253+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/8qvpTissqcf.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1506,,,1,-1,-1,-1,0,88,-1,157.240.1.23,,90,,
16,facebook,2019-09-28T19:37:42.338+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/kXi20P20rol.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17241,,,93,201,0,109,1,89,0,157.240.1.23,,385,,
17,facebook,2019-09-28T19:37:42.710+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,291,-1,-1,-1,0,90,-1,157.240.1.23,,382,value,
18,facebook,2019-09-28T19:37:43.404+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3igfX4/y3/l/he_IL/MsohL9sFE5e.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,18571,,,8,-1,-1,-1,0,95,-1,157.240.1.23,,104,value,
19,facebook,2019-09-28T19:37:43.404+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,140,-1,-1,-1,0,89,-1,157.240.1.23,,231,value,
20,facebook,2019-09-28T19:37:43.404+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/Nn-CtpnbA7n.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17384,,,95,-1,-1,-1,0,95,-1,157.240.1.23,,192,value,
21,facebook,2019-09-28T19:37:43.405+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,1,-1,-1,-1,0,102,-1,157.240.1.23,,104,value,
22,facebook,2019-09-28T19:37:43.405+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,122,-1,-1,-1,0,101,-1,157.240.1.23,,224,value,
23,facebook,2019-09-28T19:37:43.517+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,3,-1,-1,-1,0,109,-1,157.240.1.23,,113,value,
24,facebook,2019-09-28T19:37:43.517+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,179,-1,-1,-1,0,112,-1,157.240.1.23,,292,value,
25,facebook,2019-09-28T19:37:43.579+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,0,-1,-1,-1,0,115,-1,157.240.1.35,,117,,
26,facebook,2019-09-28T19:37:43.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,3,-1,-1,-1,0,88,-1,157.240.1.23,,92,value,
27,facebook,2019-09-28T19:37:43.649+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,3,-1,-1,-1,0,93,-1,157.240.1.23,,97,value,
28,facebook,2019-09-28T19:37:43.649+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,38,-1,-1,-1,0,99,-1,157.240.1.23,,137,value,
29,facebook,2019-09-28T19:37:43.650+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,5,-1,-1,-1,0,99,-1,157.240.1.23,,105,value,
30,facebook,2019-09-28T19:37:43.695+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,13,-1,-1,-1,0,92,-1,157.240.1.23,,105,value,
31,facebook,2019-09-28T19:37:43.751+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,5,-1,-1,-1,0,95,-1,157.240.1.23,,101,value,
32,facebook,2019-09-28T19:37:43.760+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,10,-1,-1,-1,1,91,-1,157.240.1.23,,103,value,
33,facebook,2019-09-28T19:37:43.793+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,2,-1,-1,-1,0,89,-1,157.240.1.23,,92,value,
34,facebook,2019-09-28T19:37:43.822+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,4,-1,-1,-1,0,229,-1,157.240.1.35,,235,,
35,facebook,2019-09-28T19:37:44.115+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,0,88,-1,157.240.1.23,,89,,
36,facebook,2019-09-28T19:37:44.202+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31403,,,105,-1,-1,-1,1,90,-1,157.240.1.23,,196,value,
37,facebook,2019-09-28T19:37:44.633+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,2613,0,2520,8,106,0,157.240.1.35,,2730,,
38,facebook,2019-09-28T19:37:48.515+03:00,GET,https://cx.atdmt.com/?f=AYynP32GXBWhGiCWTkew4gVZSUEniLN0KLoCJYxKAAiSGeVTfY_wvio7L5e2wjqxfHZ5JAhL5DhRCIHclIp00I8U&c=1725181821&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,534,42,,,0,4330,0,4234,0,128,32,157.240.1.6,,4492,value,
39,facebook,2019-09-28T19:37:52.138+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2940,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,1,166,-1,157.240.1.35,,168,,
40,facebook,2019-09-28T19:37:53.525+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43114,,,270,9694,0,9601,0,183,0,157.240.1.35,,10150,value,
41,facebook,2019-09-28T19:37:53.730+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,190,-1,-1,-1,1,91,-1,157.240.1.23,,282,value,
42,facebook,2019-09-28T19:37:53.731+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,9,-1,-1,-1,1,99,-1,157.240.1.23,,110,value,
43,facebook,2019-09-28T19:37:53.748+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,0,-1,-1,-1,0,94,-1,157.240.1.23,,95,value,
44,facebook,2019-09-28T19:37:53.847+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,96,-1,-1,-1,0,89,-1,157.240.1.23,,185,value,
45,facebook,2019-09-28T19:37:55.074+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,1,1326,0,1259,0,77,17,216.58.205.228,,1422,,
46,facebook,2019-09-28T19:37:55.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,254,-1,-1,-1,0,88,-1,157.240.1.23,,344,value,
47,facebook,2019-09-28T19:37:55.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,121,-1,-1,-1,0,96,-1,157.240.1.23,,218,value,
48,facebook,2019-09-28T19:37:55.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,6,-1,-1,-1,0,114,-1,157.240.1.23,,121,value,
49,facebook,2019-09-28T19:37:55.305+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,4,268,0,163,0,158,0,157.240.1.23,,432,value,
50,facebook,2019-09-28T19:37:56.635+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,250,1446,0,1378,0,117,14,172.217.18.3,,1830,,
51,facebook,2019-09-28T19:37:57.037+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=v32bpuncag1t,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9429,,,13,-1,-1,-1,0,88,-1,216.58.205.228,,103,value,
52,facebook,2019-09-28T19:37:57.145+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,76,-1,-1,-1,0,64,-1,172.217.18.3,,141,,
53,facebook,2019-09-28T19:37:57.289+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,346,140,0,73,0,69,0,172.217.18.3,,557,,
54,facebook,2019-09-28T19:37:57.781+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,10,-1,-1,-1,0,66,-1,216.58.205.228,,77,,
55,facebook,2019-09-28T19:37:57.861+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,2,-1,-1,-1,0,77,-1,216.58.205.228,,80,value,
56,facebook,2019-09-28T19:37:57.928+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ptwe9eaespby,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1124,,,2,142,0,76,0,77,0,216.58.205.228,,224,value,
57,facebook,2019-09-28T19:37:58.109+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,-1,,,0,-1,-1,-1,0,67,-1,172.217.18.3,,68,,
58,facebook,2019-09-28T19:37:58.157+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=2j7mgc%3Ammwp2e%3Avacd5w&__hsi=6741765889240598515-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569689691,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,157.240.1.35,,0,value,No response received
