,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T16:43:58.015+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,85,0,0,197,65,0,223,31.13.92.14,,375,,
11,facebook,2019-10-08T16:43:58.015+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,88,0,0,201,0,0,239,31.13.92.14,,330,,
12,facebook,2019-10-08T16:43:58.151+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,87,-1,0,-1,163,-1,-1,31.13.92.14,,251,,
13,facebook,2019-10-08T16:43:58.176+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,99,-1,0,-1,10,-1,-1,31.13.92.14,,110,,
14,facebook,2019-10-08T16:43:58.291+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,87,-1,0,-1,0,-1,-1,31.13.92.14,,88,,
15,facebook,2019-10-08T16:43:58.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,95,0,1,128,26,0,152,31.13.92.14,,274,,
16,facebook,2019-10-08T16:43:58.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yM/l/he_IL/UwuB0Jk9D55.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34959,,,118,-1,0,-1,24,-1,-1,31.13.92.14,,143,value,
17,facebook,2019-10-08T16:43:58.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/5SGT2kBEkqX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116247,,,106,-1,0,-1,139,-1,-1,31.13.92.14,,246,value,
18,facebook,2019-10-08T16:43:58.428+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/y7/l/he_IL/rwgfXsuKsef.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60480,,,111,-1,0,-1,116,-1,-1,31.13.92.14,,228,value,
19,facebook,2019-10-08T16:44:01.323+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/y4/l/he_IL/V6m9_fjueG0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136839,,,111,-1,0,-1,95,-1,-1,31.13.92.14,,207,value,
20,facebook,2019-10-08T16:44:01.361+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,143,0,0,3240,1,0,3270,31.13.92.36,,3417,,
21,facebook,2019-10-08T16:44:01.597+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,124,-1,0,-1,22,-1,-1,31.13.92.14,,147,value,
22,facebook,2019-10-08T16:44:01.598+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/kj6y7WsGkvS.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47039,,,124,-1,0,-1,41,-1,-1,31.13.92.14,,166,value,
23,facebook,2019-10-08T16:44:01.599+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,139,-1,0,-1,12,-1,-1,31.13.92.14,,152,value,
24,facebook,2019-10-08T16:44:01.600+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,126,-1,0,-1,4,-1,-1,31.13.92.14,,131,value,
25,facebook,2019-10-08T16:44:01.600+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,105,-1,0,-1,121,-1,-1,31.13.92.14,,227,value,
26,facebook,2019-10-08T16:44:01.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,97,-1,0,-1,13,-1,-1,31.13.92.14,,111,value,
27,facebook,2019-10-08T16:44:01.722+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,93,-1,1,-1,197,-1,-1,31.13.92.14,,292,value,
28,facebook,2019-10-08T16:44:01.738+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,126,-1,0,-1,31,-1,-1,31.13.92.14,,158,value,
29,facebook,2019-10-08T16:44:01.748+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,129,-1,0,-1,95,-1,-1,31.13.92.14,,225,value,
30,facebook,2019-10-08T16:44:01.757+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,116,-1,0,-1,1,-1,-1,31.13.92.14,,118,value,
31,facebook,2019-10-08T16:44:01.771+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,95,-1,0,-1,9,-1,-1,31.13.92.14,,105,value,
32,facebook,2019-10-08T16:44:01.780+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,142,-1,0,-1,0,-1,-1,31.13.92.36,,143,,
33,facebook,2019-10-08T16:44:01.832+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,90,-1,0,-1,2,-1,-1,31.13.92.14,,93,value,
34,facebook,2019-10-08T16:44:01.927+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,142,-1,0,-1,0,-1,-1,31.13.92.36,,143,,
35,facebook,2019-10-08T16:44:02.031+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,96,-1,0,-1,0,-1,-1,31.13.92.14,,97,,
36,facebook,2019-10-08T16:44:03.103+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44048,,,225,0,0,866,140,0,899,31.13.92.36,,1267,value,
37,facebook,2019-10-08T16:44:03.350+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,102,-1,1,-1,0,-1,-1,31.13.92.14,,104,value,
38,facebook,2019-10-08T16:44:03.350+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,86,0,1,126,152,0,171,31.13.92.14,,411,value,
39,facebook,2019-10-08T16:44:03.350+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,108,-1,0,-1,6,-1,-1,31.13.92.14,,116,value,
40,facebook,2019-10-08T16:44:03.351+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,92,-1,0,-1,25,-1,-1,31.13.92.14,,117,value,
41,facebook,2019-10-08T16:44:04.403+03:00,GET,https://cx.atdmt.com/?f=AYwVeeccLKasDdEBLLWVSD6y2MG6EpgFNR1nsTtDbRR4K_97ql56w492vrWOed6AXq1WX46ywyPkpKC3xVjpiX7F&c=1824678445&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,139,59,0,2114,0,0,2143,31.13.92.2,,2344,value,
42,facebook,2019-10-08T16:44:06.625+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,115,0,0,3251,1,0,3275,172.217.18.4,,3393,,
43,facebook,2019-10-08T16:44:06.831+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,85,-1,0,-1,16,-1,-1,31.13.92.14,,102,value,
44,facebook,2019-10-08T16:44:06.832+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,92,-1,0,-1,1,-1,-1,31.13.92.14,,94,value,
45,facebook,2019-10-08T16:44:06.833+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,115,-1,0,-1,6,-1,-1,31.13.92.14,,122,value,
46,facebook,2019-10-08T16:44:06.833+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,113,-1,0,-1,141,-1,-1,31.13.92.14,,255,value,
47,facebook,2019-10-08T16:44:06.833+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,101,0,0,129,196,0,162,31.13.92.14,,462,value,
48,facebook,2019-10-08T16:44:06.932+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,97,-1,1,-1,93,-1,-1,31.13.92.14,,192,value,
49,facebook,2019-10-08T16:44:06.948+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,99,-1,0,-1,22,-1,-1,31.13.92.14,,122,value,
50,facebook,2019-10-08T16:44:08.537+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,104,29,0,1725,134,0,1753,172.217.22.35,,2022,,
51,facebook,2019-10-08T16:44:08.806+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=hqftbd89mp9x,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10015,,,119,-1,0,-1,27,-1,-1,172.217.18.4,,147,value,
52,facebook,2019-10-08T16:44:08.964+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,85,-1,0,-1,68,-1,-1,172.217.22.35,,154,,
53,facebook,2019-10-08T16:44:09.102+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,89,0,1,117,158,0,150,172.217.22.35,,399,,
54,facebook,2019-10-08T16:44:09.395+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,104,-1,0,-1,2,-1,-1,172.217.18.4,,106,,
55,facebook,2019-10-08T16:44:09.512+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=5ry0kuos7k0c,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,99,-1,0,-1,1,-1,-1,172.217.18.4,,101,value,
56,facebook,2019-10-08T16:44:09.544+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,95,0,0,107,0,0,145,172.217.18.4,,242,value,
57,facebook,2019-10-08T16:44:09.664+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,172.217.22.35,,0,,No response received
58,facebook,2019-10-08T16:44:09.681+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=ps9yj0%3Adbj12z%3Aaqgc2y&__hsi=6745432016522899719-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570543278,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,31.13.92.36,,0,value,No response received
