,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.wait,timings.ssl,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name
0,facebook,2019-09-28T19:28:01.368+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1505,21718,,,3982,199,0,274,3832,18,4,157.240.1.35,,4478,
1,facebook,2019-09-28T19:28:04.514+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,2593,1,0,415,2332,0,1,157.240.1.35,,3012,
2,facebook,2019-09-28T19:28:07.341+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/BJTO9sQeQx-.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,38806,,,5254,476,0,228,5073,139,3,157.240.1.23,,6101,value
3,facebook,2019-09-28T19:28:07.341+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yZ/l/0,cross/U5jq_Yj5uMh.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,4748,,,5255,32,0,201,5075,149,1,157.240.1.23,,5640,value
4,facebook,2019-09-28T19:28:07.344+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,5275,141,0,458,5094,148,3,157.240.1.23,,6027,value
5,facebook,2019-09-28T19:28:07.348+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/yu3z8rT4rjL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,6973,,,5272,4,0,545,5092,155,5,157.240.1.23,,5984,value
6,facebook,2019-09-28T19:28:07.350+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,5269,230,0,468,5088,139,1,157.240.1.23,,6109,value
7,facebook,2019-09-28T19:28:07.356+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yU/l/0,cross/9uEGZ-eKezU.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,3728,,,5288,4,0,465,5109,146,1,157.240.1.23,,5905,value
8,facebook,2019-09-28T19:28:07.591+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/AlbZLLXCa8a.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,2175,,,-1,0,-1,241,-1,-1,1,157.240.1.23,,243,value
9,facebook,2019-09-28T19:28:07.843+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/WiVUVeYVBNp.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,1089,,,-1,0,-1,113,-1,-1,1,157.240.1.23,,115,value
10,facebook,2019-09-28T19:28:07.844+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yg/l/0,cross/jxbJi4rQueP.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,8094,,,-1,2,-1,116,-1,-1,0,157.240.1.23,,119,value
11,facebook,2019-09-28T19:28:07.909+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yU/l/0,cross/lUDBwPfYTHr.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,2285,,,-1,9,-1,96,-1,-1,0,157.240.1.23,,106,value
12,facebook,2019-09-28T19:28:07.957+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,-1,306,-1,102,-1,-1,0,157.240.1.23,,409,value
13,facebook,2019-09-28T19:28:08.397+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,335,279,0,356,203,0,0,157.240.1.23,,971,
14,facebook,2019-09-28T19:28:08.833+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/FCL54XJbMl1.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,98852,,,220,545,0,118,109,0,1,157.240.1.23,,885,
15,facebook,2019-09-28T19:28:08.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/4VKqg5G-mwJ.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14156,,,238,13,0,141,119,0,2,157.240.1.23,,396,
16,facebook,2019-09-28T19:28:08.851+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,230,2,0,141,120,0,2,157.240.1.23,,376,
17,facebook,2019-09-28T19:28:08.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/kXi20P20rol.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17241,,,236,151,0,641,121,0,1,157.240.1.23,,1030,
18,facebook,2019-09-28T19:28:09.091+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,-1,985,-1,93,-1,-1,0,157.240.1.23,,1079,value
19,facebook,2019-09-28T19:28:10.420+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3igfX4/y3/l/he_IL/MsohL9sFE5e.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,18571,,,-1,1962,-1,1413,-1,-1,0,157.240.1.23,,3376,value
20,facebook,2019-09-28T19:28:10.421+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,-1,1974,-1,1411,-1,-1,1,157.240.1.23,,3386,value
21,facebook,2019-09-28T19:28:10.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28967,,,-1,3471,-1,1409,-1,-1,0,157.240.1.23,,4882,value
22,facebook,2019-09-28T19:28:10.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/Nn-CtpnbA7n.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17384,,,-1,1977,-1,1413,-1,-1,1,157.240.1.23,,3391,value
23,facebook,2019-09-28T19:28:10.425+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,-1,2142,-1,1417,-1,-1,0,157.240.1.23,,3560,value
24,facebook,2019-09-28T19:28:10.425+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,-1,9,-1,1442,-1,-1,0,157.240.1.23,,1453,value
25,facebook,2019-09-28T19:28:11.884+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,-1,4,-1,1928,-1,-1,0,157.240.1.23,,1933,value
26,facebook,2019-09-28T19:28:13.811+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,-1,1298,-1,173,-1,-1,0,157.240.1.23,,1472,value
27,facebook,2019-09-28T19:28:13.819+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,-1,0,-1,1471,-1,-1,0,157.240.1.23,,1473,value
28,facebook,2019-09-28T19:28:13.833+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,-1,2,-1,1918,-1,-1,0,157.240.1.23,,1921,value
29,facebook,2019-09-28T19:28:13.834+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,-1,7,-1,1448,-1,-1,0,157.240.1.23,,1455,value
30,facebook,2019-09-28T19:28:13.864+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,-1,0,-1,1423,-1,-1,1,157.240.1.35,,1425,
31,facebook,2019-09-28T19:28:13.993+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,-1,15,-1,1296,-1,-1,0,157.240.1.23,,1312,value
32,facebook,2019-09-28T19:28:15.295+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,9,-1,105,-1,-1,0,157.240.1.23,,115,value
33,facebook,2019-09-28T19:28:15.386+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,27,-1,193,-1,-1,0,157.240.1.23,,222,
