,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.send,timings.ssl,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
16,facebook,2019-10-12T15:44:01.518+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yb/l/he_IL/BZ1EVa126Nm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162451,,,-1,154,-1,0,-1,109,-1,31.13.92.14,,264,value,
17,facebook,2019-10-12T15:44:01.518+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/9Htko6RYJte.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52323,,,-1,98,-1,0,-1,91,-1,31.13.92.14,,190,value,
18,facebook,2019-10-12T15:44:01.520+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yt/r/8iNCynpH6qY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30443,,,-1,47,-1,0,-1,99,-1,31.13.92.14,,147,value,
19,facebook,2019-10-12T15:44:01.874+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/2RM9LEznOcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23422,,,-1,9,-1,0,-1,116,-1,31.13.92.14,,126,value,
20,facebook,2019-10-12T15:44:01.874+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,2,-1,0,-1,125,-1,31.13.92.14,,128,value,
21,facebook,2019-10-12T15:44:01.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/mWQ7ueAX0oY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5754,,,-1,2,-1,0,-1,109,-1,31.13.92.14,,112,value,
22,facebook,2019-10-12T15:44:01.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yI/l/he_IL/F538txFikEn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35351,,,-1,16,-1,0,-1,118,-1,31.13.92.14,,134,value,
23,facebook,2019-10-12T15:44:01.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yP/l/he_IL/JkTvJW1rrSm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27531,,,-1,29,-1,0,-1,104,-1,31.13.92.14,,135,value,
24,facebook,2019-10-12T15:44:01.983+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y8/l/he_IL/-pTlBAnO2Nx.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191464,,,-1,114,-1,0,-1,103,-1,31.13.92.14,,219,value,
25,facebook,2019-10-12T15:44:01.999+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yE/l/he_IL/y5XzeB9mmta.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6206,,,-1,4,-1,0,-1,130,-1,31.13.92.14,,135,value,
26,facebook,2019-10-12T15:44:01.999+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yc/l/he_IL/5ERr9PHWVEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34093,,,-1,42,-1,0,-1,96,-1,31.13.92.14,,139,value,
27,facebook,2019-10-12T15:44:02.015+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yG/l/he_IL/ZRTZJL9oJ0K.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14265,,,-1,10,-1,0,-1,132,-1,31.13.92.14,,143,value,
28,facebook,2019-10-12T15:44:02.015+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/y6/l/he_IL/bxKiSX0k_FB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31852,,,-1,12,-1,0,-1,136,-1,31.13.92.14,,149,value,
29,facebook,2019-10-12T15:44:02.039+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,0,-1,137,-1,31.13.92.36,,138,,
30,facebook,2019-10-12T15:44:02.138+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/-ky5JgleyuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45848,,,-1,31,-1,0,-1,104,-1,31.13.92.14,,137,value,
31,facebook,2019-10-12T15:44:02.138+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/VBihrNvrMjC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5255,,,-1,2,-1,0,-1,94,-1,31.13.92.14,,97,value,
32,facebook,2019-10-12T15:44:02.153+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,0,-1,0,-1,112,-1,31.13.92.14,,113,value,
33,facebook,2019-10-12T15:44:02.169+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yz/l/he_IL/N-1s1LbbNnd.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10911,,,-1,1,-1,0,-1,109,-1,31.13.92.14,,111,value,
34,facebook,2019-10-12T15:44:02.203+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,0,-1,131,-1,31.13.92.36,,132,,
35,facebook,2019-10-12T15:44:02.225+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/fiIu-TlLO0o.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3560,,,-1,2,-1,0,-1,108,-1,31.13.92.14,,111,value,
36,facebook,2019-10-12T15:44:02.344+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,0,-1,99,-1,31.13.92.14,,100,,
37,facebook,2019-10-12T15:44:03.568+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yg/l/he_IL/wEwODJ1J_8t.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11433,,,-1,14,-1,0,-1,104,-1,31.13.92.14,,120,value,
38,facebook,2019-10-12T15:44:03.615+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1,2373,0,2340,124,0,31.13.92.36,,2499,,
39,facebook,2019-10-12T15:44:04.679+03:00,GET,https://cx.atdmt.com/?f=AYzGI-_dRHU76glvfjq8smDrrRQrdwDZ-_6eq3TiaZRZytDJWTaUzipNY9euxNt1zoH26cHVN7TjUjYDxCKYsGWG&c=58145547&v=1&l=2,HTTP/1.1,508,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,0,2277,0,2241,131,21,31.13.92.2,,2431,value,
40,facebook,2019-10-12T15:44:05.914+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44515,,,0,134,3674,0,3639,229,0,31.13.92.36,,4039,value,
41,facebook,2019-10-12T15:44:06.186+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,-1,3,-1,2,-1,125,-1,31.13.92.14,,130,value,
42,facebook,2019-10-12T15:44:06.187+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,-1,13,-1,0,-1,101,-1,31.13.92.14,,115,value,
43,facebook,2019-10-12T15:44:06.188+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,66,-1,0,-1,108,-1,31.13.92.14,,176,value,
44,facebook,2019-10-12T15:44:06.188+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,-1,23,-1,0,-1,121,-1,31.13.92.14,,144,value,
45,facebook,2019-10-12T15:44:07.945+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,12,1766,0,1735,113,0,172.217.18.4,,1893,,
46,facebook,2019-10-12T15:44:08.182+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,-1,56,-1,0,-1,132,-1,31.13.92.14,,189,value,
47,facebook,2019-10-12T15:44:08.183+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,3,-1,0,-1,115,-1,31.13.92.14,,120,value,
48,facebook,2019-10-12T15:44:08.183+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,-1,36,-1,0,-1,123,-1,31.13.92.14,,159,value,
49,facebook,2019-10-12T15:44:08.184+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,-1,151,-1,0,-1,110,-1,31.13.92.14,,262,value,
50,facebook,2019-10-12T15:44:08.185+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,0,99,161,0,129,102,0,31.13.92.14,,365,value,
51,facebook,2019-10-12T15:44:08.186+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,0,5,172,0,144,123,0,31.13.92.14,,302,value,
52,facebook,2019-10-12T15:44:10.399+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3099,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,-1,1,-1,125,-1,31.13.92.36,,127,,
53,facebook,2019-10-12T15:44:13.023+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,148,4930,0,4898,107,0,172.217.22.35,,5187,,
54,facebook,2019-10-12T15:44:13.318+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=bq1bea2b6814,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10016,,,-1,32,-1,0,-1,117,-1,172.217.18.4,,150,value,
55,facebook,2019-10-12T15:44:13.479+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,40,-1,1,-1,83,-1,172.217.22.35,,124,,
56,facebook,2019-10-12T15:44:13.599+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,47,-1,0,-1,94,-1,172.217.22.35,,143,,
57,facebook,2019-10-12T15:44:13.784+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,6,-1,0,-1,98,-1,172.217.18.4,,105,,
58,facebook,2019-10-12T15:44:13.892+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ifh4bky5hkz8,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,-1,3,-1,0,-1,103,-1,172.217.18.4,,108,value,
59,facebook,2019-10-12T15:44:13.937+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,147,0,111,103,0,172.217.18.4,,252,value,
60,facebook,2019-10-12T15:44:14.059+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=yawtw1%3Ahrr3f8%3A94tdso&__hsi=6746900925583016919-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570885285,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
61,facebook,2019-10-12T15:44:14.067+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
