,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
39,facebook,2019-10-12T16:02:51.208+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44518,,,115,3836,0,232,3806,0,0,31.13.92.36,,4185,value,
40,facebook,2019-10-12T16:02:51.462+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,0,-1,-1,117,-1,0,-1,31.13.92.14,,118,value,
41,facebook,2019-10-12T16:02:51.463+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,13,-1,-1,103,-1,0,-1,31.13.92.14,,117,value,
42,facebook,2019-10-12T16:02:51.493+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,23,-1,-1,95,-1,0,-1,31.13.92.14,,119,value,
43,facebook,2019-10-12T16:02:51.974+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,57,-1,-1,122,-1,0,-1,31.13.92.14,,180,value,
44,facebook,2019-10-12T16:02:52.028+03:00,GET,https://cx.atdmt.com/?f=AYygl4KUUqvE2PsiWWBts6my-V22zJOIza8GdWYBDsJufDv7ye-01JVWoXbrRfTVamOwg1z0GW6ogfJnz1lHtnqh&c=498741214&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,535,42,,,0,4635,0,136,4606,0,27,31.13.92.2,,4800,value,
45,facebook,2019-10-12T16:02:56.255+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3090,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,-1,-1,145,-1,0,-1,31.13.92.36,,147,,
46,facebook,2019-10-12T16:02:56.303+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,5,4804,0,105,4771,0,37,172.217.18.4,,4954,,
47,facebook,2019-10-12T16:02:56.537+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,70,-1,-1,101,-1,0,-1,31.13.92.14,,172,value,
48,facebook,2019-10-12T16:02:56.537+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,2,-1,-1,97,-1,0,-1,31.13.92.14,,100,value,
49,facebook,2019-10-12T16:02:56.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,45,-1,-1,98,-1,0,-1,31.13.92.14,,145,value,
50,facebook,2019-10-12T16:02:56.539+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,249,-1,-1,115,-1,0,-1,31.13.92.14,,365,value,
51,facebook,2019-10-12T16:02:56.630+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,30,-1,-1,105,-1,0,-1,31.13.92.14,,135,value,
52,facebook,2019-10-12T16:02:56.677+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,5,-1,-1,89,-1,3,-1,31.13.92.14,,98,value,
53,facebook,2019-10-12T16:02:57.766+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,144,1325,0,97,1298,0,1,172.217.22.35,,1569,,
54,facebook,2019-10-12T16:02:58.041+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=nyp6auo5rlsx,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9505,,,23,-1,-1,124,-1,0,-1,172.217.18.4,,148,value,
55,facebook,2019-10-12T16:02:58.200+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,59,-1,-1,90,-1,0,-1,172.217.22.35,,151,,
56,facebook,2019-10-12T16:02:58.336+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,153,143,0,87,112,1,0,172.217.22.35,,385,,
57,facebook,2019-10-12T16:02:58.625+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,3,-1,-1,106,-1,0,-1,172.217.18.4,,111,,
58,facebook,2019-10-12T16:02:58.738+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=cgo8frnqircp,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,1,-1,-1,106,-1,0,-1,172.217.18.4,,109,value,
59,facebook,2019-10-12T16:02:58.779+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,150,0,116,114,0,0,172.217.18.4,,269,value,
60,facebook,2019-10-12T16:02:58.936+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=m6m8iu%3Ayeyxzr%3A8h85fa&__hsi=6746905740442763534-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570886406,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
61,facebook,2019-10-12T16:02:58.940+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
