,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-12T16:07:00.973+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,32137,,,1,2,243,3414,78,3460,0,31.13.92.36,,3787,,
1,facebook,2019-10-12T16:07:02.751+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yq/l/0,cross/5krYg1gjtIM.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19927,,,0,1,119,1351,44,1392,0,31.13.92.14,,1557,value,
2,facebook,2019-10-12T16:07:02.767+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/lRJiaa7vcpw.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5364,,,0,0,96,1356,12,1398,0,31.13.92.14,,1508,value,
3,facebook,2019-10-12T16:07:02.782+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,0,0,115,1373,74,1415,0,31.13.92.14,,1605,value,
4,facebook,2019-10-12T16:07:02.782+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,0,0,105,1377,18,1420,0,31.13.92.14,,1544,value,
5,facebook,2019-10-12T16:07:02.798+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ya/l/0,cross/HwqQil_dmVd.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,4831,,,0,0,101,1394,8,1436,0,31.13.92.14,,1547,value,
6,facebook,2019-10-12T16:07:02.798+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yP/l/0,cross/iCR114rlwJc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,17885,,,2,0,120,1389,25,1440,0,31.13.92.14,,1589,value,
7,facebook,2019-10-12T16:07:02.883+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/Zy5wvYstu6H.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,8544,,,-1,1,92,-1,4,-1,-1,31.13.92.14,,98,value,
8,facebook,2019-10-12T16:07:02.914+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,0,99,-1,123,-1,-1,31.13.92.14,,223,value,
9,facebook,2019-10-12T16:07:03.130+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,0,93,176,95,203,0,31.13.92.14,,393,,
10,facebook,2019-10-12T16:07:03.152+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,0,120,193,1,219,0,31.13.92.14,,341,,
11,facebook,2019-10-12T16:07:03.287+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,-1,0,105,-1,142,-1,-1,31.13.92.14,,248,,
12,facebook,2019-10-12T16:07:03.335+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,-1,0,89,-1,21,-1,-1,31.13.92.14,,111,,
13,facebook,2019-10-12T16:07:03.408+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,1,109,128,2,176,0,31.13.92.14,,289,,
14,facebook,2019-10-12T16:07:03.413+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,0,0,106,130,33,156,0,31.13.92.14,,297,,
15,facebook,2019-10-12T16:07:03.460+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/g20e7k7_9UU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99749,,,-1,0,105,-1,85,-1,-1,31.13.92.14,,191,value,
16,facebook,2019-10-12T16:07:03.460+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yb/l/he_IL/BZ1EVa126Nm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162451,,,-1,0,111,-1,201,-1,-1,31.13.92.14,,313,value,
17,facebook,2019-10-12T16:07:03.460+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/9Htko6RYJte.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52323,,,-1,0,123,-1,124,-1,-1,31.13.92.14,,248,value,
18,facebook,2019-10-12T16:07:03.461+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yt/r/8iNCynpH6qY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30443,,,-1,0,114,-1,34,-1,-1,31.13.92.14,,149,value,
19,facebook,2019-10-12T16:07:03.924+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,0,101,-1,1,-1,-1,31.13.92.14,,103,value,
20,facebook,2019-10-12T16:07:03.926+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/mWQ7ueAX0oY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5754,,,-1,0,115,-1,5,-1,-1,31.13.92.14,,122,value,
21,facebook,2019-10-12T16:07:03.926+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yI/l/he_IL/F538txFikEn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35351,,,-1,0,99,-1,19,-1,-1,31.13.92.14,,119,value,
22,facebook,2019-10-12T16:07:03.927+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yP/l/he_IL/JkTvJW1rrSm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27531,,,-1,0,119,-1,47,-1,-1,31.13.92.14,,167,value,
