,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
14,facebook,2019-09-28T19:00:26.350+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/4VKqg5G-mwJ.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14156,,,0,94,-1,-1,12,-1,-1,157.240.1.23,,107,,
15,facebook,2019-09-28T19:00:26.433+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/8qvpTissqcf.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1506,,,1,94,139,0,1,285,0,157.240.1.23,,382,,
16,facebook,2019-09-28T19:00:26.464+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/kXi20P20rol.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17241,,,0,89,-1,-1,133,-1,-1,157.240.1.23,,223,,
17,facebook,2019-09-28T19:00:26.743+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,1,90,-1,-1,272,-1,-1,157.240.1.23,,364,value,
18,facebook,2019-09-28T19:00:27.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3igfX4/y3/l/he_IL/MsohL9sFE5e.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,18571,,,1,487,-1,-1,10,-1,-1,157.240.1.23,,500,value,
19,facebook,2019-09-28T19:00:27.307+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,0,111,-1,-1,108,-1,-1,157.240.1.23,,220,value,
20,facebook,2019-09-28T19:00:27.309+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/Nn-CtpnbA7n.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17384,,,0,404,-1,-1,101,-1,-1,157.240.1.23,,505,value,
21,facebook,2019-09-28T19:00:27.533+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,0,93,-1,-1,100,-1,-1,157.240.1.23,,195,value,
22,facebook,2019-09-28T19:00:27.734+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28967,,,0,93,-1,-1,22,-1,-1,157.240.1.23,,116,value,
23,facebook,2019-09-28T19:00:27.813+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,0,123,-1,-1,4,-1,-1,157.240.1.23,,128,value,
24,facebook,2019-09-28T19:00:27.819+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,0,119,-1,-1,2,-1,-1,157.240.1.23,,122,value,
25,facebook,2019-09-28T19:00:27.858+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,0,98,-1,-1,24,-1,-1,157.240.1.23,,123,value,
26,facebook,2019-09-28T19:00:27.861+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,0,117,-1,-1,0,-1,-1,157.240.1.35,,119,,
27,facebook,2019-09-28T19:00:27.947+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,0,390,-1,-1,2,-1,-1,157.240.1.23,,394,value,
28,facebook,2019-09-28T19:00:27.947+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,0,429,-1,-1,13,-1,-1,157.240.1.23,,443,value,
29,facebook,2019-09-28T19:00:27.987+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,0,403,-1,-1,23,-1,-1,157.240.1.23,,427,value,
30,facebook,2019-09-28T19:00:28.007+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,0,420,-1,-1,1,-1,-1,157.240.1.35,,422,,
31,facebook,2019-09-28T19:00:28.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,0,92,-1,-1,17,-1,-1,157.240.1.23,,109,value,
32,facebook,2019-09-28T19:00:28.394+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,0,94,-1,-1,11,-1,-1,157.240.1.23,,106,value,
33,facebook,2019-09-28T19:00:28.420+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,0,91,-1,-1,4,-1,-1,157.240.1.23,,96,value,
34,facebook,2019-09-28T19:00:28.461+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,0,91,-1,-1,10,-1,-1,157.240.1.23,,103,value,
35,facebook,2019-09-28T19:00:28.508+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,99,-1,-1,2,-1,-1,157.240.1.23,,102,value,
36,facebook,2019-09-28T19:00:28.521+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/7IfOm1SRTox.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2116,,,0,100,-1,-1,36,-1,-1,157.240.1.23,,138,value,
37,facebook,2019-09-28T19:00:28.655+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,94,-1,-1,0,-1,-1,157.240.1.23,,96,,
38,facebook,2019-09-28T19:00:32.078+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,113,4881,1059,0,4981,0,157.240.1.35,,6156,,
39,facebook,2019-09-28T19:00:32.855+03:00,GET,https://cx.atdmt.com/?f=AYzg9HXIb74c3tW-DY_axXhT1MueXFOVMqDPH6Wi1U4LtK2Ilc9VaFDH-UXr3dJSKUxbF02wwHurYnqI0Hpa-MeW&c=1471704231&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,129,4157,24,0,4280,0,157.240.1.6,,4435,value,
40,facebook,2019-09-28T19:00:33.655+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43103,,,1,181,5297,0,210,5392,0,157.240.1.35,,5786,value,
41,facebook,2019-09-28T19:00:33.865+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,1,92,-1,-1,58,-1,-1,157.240.1.23,,151,value,
42,facebook,2019-09-28T19:00:33.865+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,1,109,-1,-1,142,-1,-1,157.240.1.23,,253,value,
43,facebook,2019-09-28T19:00:33.866+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,1,102,101,0,396,3385,0,157.240.1.23,,3886,value,
44,facebook,2019-09-28T19:00:33.886+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,0,127,-1,-1,0,-1,-1,157.240.1.23,,129,value,
45,facebook,2019-09-28T19:00:36.662+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4849,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,140,-1,-1,0,-1,-1,157.240.1.35,,142,,
46,facebook,2019-09-28T19:00:37.770+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,0,379,3819,20,2,3884,0,172.217.16.196,,4287,,
47,facebook,2019-09-28T19:00:38.311+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,0,119,-1,-1,278,-1,-1,157.240.1.23,,398,value,
48,facebook,2019-09-28T19:00:38.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,0,130,-1,-1,3,-1,-1,157.240.1.23,,135,value,
49,facebook,2019-09-28T19:00:38.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,0,136,-1,-1,156,-1,-1,157.240.1.23,,293,value,
50,facebook,2019-09-28T19:00:38.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,0,131,-1,-1,22,-1,-1,157.240.1.23,,153,value,
51,facebook,2019-09-28T19:00:40.284+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,2,66,2019,0,563,2110,0,172.217.21.195,,2743,,
52,facebook,2019-09-28T19:00:40.972+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=l6oh0du6fj5w,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9480,,,1,107,-1,-1,10,-1,-1,172.217.16.196,,119,value,
53,facebook,2019-09-28T19:00:41.100+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,0,65,-1,-1,106,-1,-1,172.217.21.195,,173,,
54,facebook,2019-09-28T19:00:41.267+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,1,74,96,0,386,163,0,172.217.21.195,,626,,
55,facebook,2019-09-28T19:00:41.770+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,0,65,-1,-1,8,-1,-1,172.217.16.196,,75,,
56,facebook,2019-09-28T19:00:41.848+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,0,96,-1,-1,1,-1,-1,172.217.16.196,,99,value,
57,facebook,2019-09-28T19:00:41.952+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=mwa297gotye6,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1123,,,0,114,-1,-1,2,-1,-1,172.217.16.196,,117,value,
58,facebook,2019-09-28T19:00:42.161+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,0,67,-1,-1,274,-1,-1,172.217.21.195,,342,,
59,facebook,2019-09-28T19:00:42.173+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,0,65,-1,-1,74,-1,-1,172.217.21.195,,140,,
60,facebook,2019-09-28T19:00:42.564+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=t0p00i%3Azjp0xf%3Aeij18s&__hsi=6741756267708485286-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569687451,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,0,-1,-1,157.240.1.35,,0,value,No response received
