,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T19:51:57.420+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,97,0,164,0,182,73,0,31.13.92.14,,354,,
11,facebook,2019-10-08T19:51:57.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,96,0,148,0,175,0,0,31.13.92.14,,273,,
12,facebook,2019-10-08T19:51:57.528+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,89,0,-1,-1,-1,140,-1,31.13.92.14,,230,,
13,facebook,2019-10-08T19:51:57.595+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,87,0,-1,-1,-1,9,-1,31.13.92.14,,96,,
14,facebook,2019-10-08T19:51:57.682+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,94,0,124,0,165,1,0,31.13.92.14,,262,,
15,facebook,2019-10-08T19:51:57.689+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,90,0,127,0,171,65,0,31.13.92.14,,328,,
16,facebook,2019-10-08T19:51:57.746+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,104,0,-1,-1,-1,79,-1,31.13.92.14,,184,value,
17,facebook,2019-10-08T19:51:57.746+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,114,0,-1,-1,-1,67,-1,31.13.92.14,,182,value,
18,facebook,2019-10-08T19:51:57.746+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,117,0,-1,-1,-1,132,-1,31.13.92.14,,250,value,
19,facebook,2019-10-08T19:51:57.747+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,109,0,-1,-1,-1,102,-1,31.13.92.14,,213,value,
20,facebook,2019-10-08T19:51:58.104+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,101,0,-1,-1,-1,11,-1,31.13.92.14,,113,value,
21,facebook,2019-10-08T19:51:58.104+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,105,0,-1,-1,-1,6,-1,31.13.92.14,,112,value,
22,facebook,2019-10-08T19:51:58.104+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,46984,,,94,0,-1,-1,-1,27,-1,31.13.92.14,,123,value,
23,facebook,2019-10-08T19:51:58.106+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,97,0,-1,-1,-1,4,-1,31.13.92.14,,102,value,
24,facebook,2019-10-08T19:51:58.106+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65677,,,112,0,-1,-1,-1,138,-1,31.13.92.14,,251,value,
25,facebook,2019-10-08T19:51:58.222+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142844,,,102,0,-1,-1,-1,128,-1,31.13.92.14,,231,value,
26,facebook,2019-10-08T19:51:58.227+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,92,0,-1,-1,-1,24,-1,31.13.92.14,,116,value,
27,facebook,2019-10-08T19:51:58.228+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149039,,,90,0,-1,-1,-1,81,-1,31.13.92.14,,172,value,
28,facebook,2019-10-08T19:51:58.235+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,111,0,-1,-1,-1,1,-1,31.13.92.14,,113,value,
29,facebook,2019-10-08T19:51:58.246+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,135,0,-1,-1,-1,1,-1,31.13.92.36,,137,,
30,facebook,2019-10-08T19:51:58.354+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,97,0,-1,-1,-1,3,-1,31.13.92.14,,101,value,
31,facebook,2019-10-08T19:51:58.354+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,93,0,-1,-1,-1,2,-1,31.13.92.14,,96,value,
32,facebook,2019-10-08T19:51:58.413+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,127,0,-1,-1,-1,0,-1,31.13.92.36,,129,,
33,facebook,2019-10-08T19:51:58.559+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,101,0,-1,-1,-1,0,-1,31.13.92.14,,102,,
34,facebook,2019-10-08T19:51:59.082+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,104,0,-1,-1,-1,4,-1,31.13.92.14,,109,value,
35,facebook,2019-10-08T19:51:59.147+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,148,0,1647,0,1672,1,0,31.13.92.36,,1823,,
36,facebook,2019-10-08T19:52:01.935+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43941,,,211,0,3413,22,3444,124,0,31.13.92.36,,3802,value,
37,facebook,2019-10-08T19:52:01.981+03:00,GET,https://cx.atdmt.com/?f=AYwgqYDoCe4kzkVxKF07N6ZpUaNSfGJ0oxbHi6yv5fKfsen_LXsKXB3tFgFATkpv18slVXlyMbPANCwSwRri3rTI&c=361702363&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,145,0,3290,82,3320,1,0,31.13.92.2,,3550,value,
38,facebook,2019-10-08T19:52:02.178+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,111,0,-1,-1,-1,0,-1,31.13.92.14,,112,value,
39,facebook,2019-10-08T19:52:02.179+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,100,0,-1,-1,-1,67,-1,31.13.92.14,,169,value,
40,facebook,2019-10-08T19:52:02.181+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,106,0,-1,-1,-1,30,-1,31.13.92.14,,137,value,
41,facebook,2019-10-08T19:52:02.181+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,85,0,-1,-1,-1,85,-1,31.13.92.14,,171,value,
42,facebook,2019-10-08T19:52:04.172+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,113,0,1955,0,1991,9,0,172.217.18.4,,2115,,
43,facebook,2019-10-08T19:52:04.397+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,107,0,-1,-1,-1,9,-1,31.13.92.14,,116,value,
44,facebook,2019-10-08T19:52:04.397+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,113,0,-1,-1,-1,0,-1,31.13.92.14,,114,value,
45,facebook,2019-10-08T19:52:04.398+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,118,1,-1,-1,-1,15,-1,31.13.92.14,,135,value,
46,facebook,2019-10-08T19:52:04.398+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,114,1,-1,-1,-1,142,-1,31.13.92.14,,258,value,
47,facebook,2019-10-08T19:52:04.398+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,111,0,126,0,154,174,0,31.13.92.14,,441,value,
48,facebook,2019-10-08T19:52:04.401+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,116,0,127,0,164,235,0,31.13.92.14,,517,value,
49,facebook,2019-10-08T19:52:04.523+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,91,0,-1,-1,-1,83,-1,31.13.92.14,,175,value,
50,facebook,2019-10-08T19:52:05.830+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,94,0,1490,0,1521,138,0,172.217.22.35,,1755,,
51,facebook,2019-10-08T19:52:06.091+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=f2sm0ui716yg,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10623,,,113,0,-1,-1,-1,27,-1,172.217.18.4,,141,value,
52,facebook,2019-10-08T19:52:06.249+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,85,0,-1,-1,-1,69,-1,172.217.22.35,,156,,
53,facebook,2019-10-08T19:52:06.385+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,90,0,104,0,132,158,0,172.217.22.35,,382,,
54,facebook,2019-10-08T19:52:06.533+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,2875,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,128,2,-1,-1,-1,1,-1,31.13.92.36,,131,,
55,facebook,2019-10-08T19:52:06.662+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,91,0,-1,-1,-1,2,-1,172.217.18.4,,94,,
56,facebook,2019-10-08T19:52:06.759+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=zg5uko1p0de2,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,95,0,-1,-1,-1,5,-1,172.217.18.4,,100,value,
57,facebook,2019-10-08T19:52:06.813+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,99,0,113,0,147,1,0,172.217.18.4,,249,value,
58,facebook,2019-10-08T19:52:06.912+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267363&__s=wpd6xc%3Ansd8z2%3Aq5laxn&__hsi=6745480456398381771-0&__spin_r=1001267363&__spin_b=trunk&__spin_t=1570554556,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,31.13.92.36,,0,value,No response received
59,facebook,2019-10-08T19:52:06.933+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,172.217.22.35,,0,,No response received
