,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T15:49:22.927+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,98,184,0,0,0,70,215,31.13.92.14,,385,,
11,facebook,2019-10-08T15:49:22.934+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,95,213,0,0,0,1,233,31.13.92.14,,330,,
12,facebook,2019-10-08T15:49:23.036+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,89,-1,0,-1,-1,131,-1,31.13.92.14,,222,,
13,facebook,2019-10-08T15:49:23.101+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,86,-1,0,-1,-1,8,-1,31.13.92.14,,95,,
14,facebook,2019-10-08T15:49:23.118+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,90,126,1,0,0,1,152,31.13.92.14,,245,,
15,facebook,2019-10-08T15:49:23.118+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,91,129,0,0,0,33,153,31.13.92.14,,278,,
16,facebook,2019-10-08T15:49:23.254+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yf/l/he_IL/PyIndVDJDGO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344282,,,110,-1,0,-1,-1,163,-1,31.13.92.14,,275,value,
17,facebook,2019-10-08T15:49:23.680+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yC/r/5jknhq0ezH4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9837,,,103,-1,0,-1,-1,11,-1,31.13.92.14,,116,value,
18,facebook,2019-10-08T15:49:23.681+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,112,-1,0,-1,-1,1,-1,31.13.92.14,,114,value,
19,facebook,2019-10-08T15:49:23.682+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/VVEffoZ9eOt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10421,,,114,-1,0,-1,-1,7,-1,31.13.92.14,,122,value,
20,facebook,2019-10-08T15:49:23.683+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/ye/l/he_IL/ZVuz92lEEOH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,26707,,,101,-1,0,-1,-1,41,-1,31.13.92.14,,142,value,
21,facebook,2019-10-08T15:49:23.686+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iCqo4/yT/l/he_IL/8600ZvSyCMD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,21685,,,107,-1,0,-1,-1,31,-1,31.13.92.14,,140,value,
22,facebook,2019-10-08T15:49:23.803+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iIl84/yR/l/he_IL/nUDslGkOjz4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10605,,,96,-1,0,-1,-1,7,-1,31.13.92.14,,104,value,
23,facebook,2019-10-08T15:49:23.803+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i_HN4/yZ/l/he_IL/Ak1kbpE1m6C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,1582,,,94,-1,0,-1,-1,1,-1,31.13.92.14,,96,value,
24,facebook,2019-10-08T15:49:23.803+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/460HBSAxl8E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,12173,,,92,-1,0,-1,-1,6,-1,31.13.92.14,,99,value,
25,facebook,2019-10-08T15:49:23.830+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ivic4/yc/l/he_IL/UMO8BD_AQ4P.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11731,,,91,-1,0,-1,-1,6,-1,31.13.92.14,,98,value,
26,facebook,2019-10-08T15:49:23.831+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/RgSGRI5K3mg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3738,,,92,-1,0,-1,-1,1,-1,31.13.92.14,,94,value,
27,facebook,2019-10-08T15:49:23.836+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,126,-1,0,-1,-1,0,-1,31.13.92.36,,127,,
28,facebook,2019-10-08T15:49:23.908+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yh/l/he_IL/_EbvrHhgb-V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45817,,,95,-1,0,-1,-1,16,-1,31.13.92.14,,112,value,
29,facebook,2019-10-08T15:49:23.913+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,90,-1,0,-1,-1,2,-1,31.13.92.14,,93,value,
30,facebook,2019-10-08T15:49:23.914+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/y9/l/he_IL/JThaqtmySkz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14415,,,102,-1,0,-1,-1,9,-1,31.13.92.14,,112,value,
31,facebook,2019-10-08T15:49:23.928+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,99,-1,0,-1,-1,3,-1,31.13.92.14,,103,value,
32,facebook,2019-10-08T15:49:23.969+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,124,-1,0,-1,-1,0,-1,31.13.92.36,,125,,
33,facebook,2019-10-08T15:49:24.124+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,105,-1,0,-1,-1,0,-1,31.13.92.14,,106,,
34,facebook,2019-10-08T15:49:25.147+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,98,-1,0,-1,-1,70,-1,31.13.92.14,,168,value,
35,facebook,2019-10-08T15:49:25.209+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,133,2261,0,0,0,0,2295,31.13.92.36,,2431,,
36,facebook,2019-10-08T15:49:26.688+03:00,GET,https://cx.atdmt.com/?f=AYxk8VrfPk6cCSaFhomCj1UPeiIEZZzgubHw-ODMt2r_L6cawvd3feopG9O5sbKeOYOtIlHNW-cmsPuuDVhfvPLX&c=342128551&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,141,2470,0,30,0,0,2495,31.13.92.2,,2668,value,
37,facebook,2019-10-08T15:49:26.797+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43534,,,269,2716,0,29,0,106,2741,31.13.92.36,,3148,value,
38,facebook,2019-10-08T15:49:27.115+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,92,-1,1,-1,-1,0,-1,31.13.92.14,,94,value,
39,facebook,2019-10-08T15:49:27.116+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yV/l/0,cross/mb5XQCa6Kku.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37191,,,103,-1,1,-1,-1,62,-1,31.13.92.14,,167,value,
40,facebook,2019-10-08T15:49:27.118+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/66VkRtZyUph.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,41049,,,107,-1,0,-1,-1,71,-1,31.13.92.14,,179,value,
41,facebook,2019-10-08T15:49:27.118+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,90,-1,0,-1,-1,94,-1,31.13.92.14,,185,value,
42,facebook,2019-10-08T15:49:28.547+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,106,1414,0,1,0,2,1440,172.217.18.4,,1552,,
43,facebook,2019-10-08T15:49:28.779+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,97,-1,0,-1,-1,3,-1,31.13.92.14,,100,value,
44,facebook,2019-10-08T15:49:28.779+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iunM4/yf/l/he_IL/PyIndVDJDGO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,344282,,,112,-1,0,-1,-1,213,-1,31.13.92.14,,326,value,
45,facebook,2019-10-08T15:49:28.779+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ifmc4/yZ/l/he_IL/qn9QUahHfcD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17031,,,101,-1,0,-1,-1,17,-1,31.13.92.14,,119,value,
46,facebook,2019-10-08T15:49:30.002+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,106,1278,0,5,0,144,1311,172.217.22.35,,1568,,
47,facebook,2019-10-08T15:49:30.287+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=nv0w224q3034,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10813,,,120,-1,0,-1,-1,36,-1,172.217.18.4,,157,value,
48,facebook,2019-10-08T15:49:30.452+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,102,-1,0,-1,-1,56,-1,172.217.22.35,,159,,
49,facebook,2019-10-08T15:49:30.600+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,85,115,0,0,0,159,151,172.217.22.35,,397,,
50,facebook,2019-10-08T15:49:30.893+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,89,-1,0,-1,-1,3,-1,172.217.18.4,,93,,
51,facebook,2019-10-08T15:49:30.990+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,91,-1,0,-1,-1,1,-1,172.217.18.4,,93,value,
52,facebook,2019-10-08T15:49:31.048+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=fpedbay4013y,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,99,116,0,0,0,8,149,172.217.18.4,,258,value,
53,facebook,2019-10-08T15:49:31.184+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,-1,,,99,-1,0,-1,-1,0,-1,172.217.22.35,,99,,
54,facebook,2019-10-08T15:49:31.243+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001266966&__s=61eqo7%3A4ukkie%3Aadyz12&__hsi=6745417950281375527-0&__spin_r=1001266966&__spin_b=trunk&__spin_t=1570540003,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,0,-1,31.13.92.36,,0,value,No response received
