,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
11,facebook,2019-10-12T16:03:47.754+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,-1,105,-1,0,-1,128,-1,31.13.92.14,,234,,
12,facebook,2019-10-12T16:03:47.808+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,-1,98,-1,0,-1,17,-1,31.13.92.14,,116,,
13,facebook,2019-10-12T16:03:47.885+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,131,98,0,0,153,1,0,31.13.92.14,,254,,
14,facebook,2019-10-12T16:03:47.889+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,135,97,0,0,159,38,0,31.13.92.14,,296,,
15,facebook,2019-10-12T16:03:47.964+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yj/l/he_IL/rUEIxrCQsXH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99932,,,-1,89,-1,0,-1,91,-1,31.13.92.14,,181,value,
16,facebook,2019-10-12T16:03:47.964+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yQ/l/he_IL/PFlPHti78iz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162900,,,-1,110,-1,0,-1,235,-1,31.13.92.14,,346,value,
17,facebook,2019-10-12T16:03:47.967+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/U9kTI_CTBJa.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52388,,,-1,113,-1,0,-1,131,-1,31.13.92.14,,246,value,
18,facebook,2019-10-12T16:03:47.967+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/U5Lp1skxk7H.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30471,,,-1,125,-1,0,-1,52,-1,31.13.92.14,,178,value,
19,facebook,2019-10-12T16:03:49.420+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/lWODIWSCqaV.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2484,,,-1,155,-1,0,-1,14,-1,31.13.92.14,,170,value,
20,facebook,2019-10-12T16:03:49.422+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/dG4JY8oc_ui.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5790,,,-1,166,-1,0,-1,0,-1,31.13.92.14,,167,value,
21,facebook,2019-10-12T16:03:49.422+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yN/l/he_IL/Qj-pXyTfl25.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35437,,,-1,124,-1,0,-1,32,-1,31.13.92.14,,157,value,
22,facebook,2019-10-12T16:03:49.423+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yT/l/he_IL/TezzCtIAcN7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27565,,,-1,165,-1,0,-1,42,-1,31.13.92.14,,208,value,
23,facebook,2019-10-12T16:03:49.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yO/l/he_IL/4sZ44L7Ayqz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11459,,,-1,155,-1,0,-1,0,-1,31.13.92.14,,157,value,
24,facebook,2019-10-12T16:03:49.443+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y9/l/he_IL/zCZaTXa6EOH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23546,,,-1,115,-1,0,-1,22,-1,31.13.92.14,,139,value,
25,facebook,2019-10-12T16:03:49.451+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1725,138,0,0,1757,0,0,31.13.92.36,,1898,,
26,facebook,2019-10-12T16:03:49.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y3/l/he_IL/5LgeP3eN4h8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191563,,,-1,99,-1,0,-1,164,-1,31.13.92.14,,264,value,
27,facebook,2019-10-12T16:03:49.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yG/l/he_IL/C-b9gMT4F4V.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34199,,,-1,94,-1,0,-1,16,-1,31.13.92.14,,111,value,
28,facebook,2019-10-12T16:03:49.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yk/l/he_IL/5NG-09tAv6E.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14310,,,-1,89,-1,0,-1,6,-1,31.13.92.14,,97,value,
29,facebook,2019-10-12T16:03:49.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yq/l/he_IL/Pvo9-g3hWm_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,-1,107,-1,0,-1,0,-1,31.13.92.14,,108,value,
30,facebook,2019-10-12T16:03:49.602+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yn/l/he_IL/O5xuJMnk1s2.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31918,,,-1,107,-1,0,-1,44,-1,31.13.92.14,,152,value,
31,facebook,2019-10-12T16:03:49.637+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yG/l/he_IL/ODcLV4MNLuC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,45898,,,-1,100,-1,0,-1,28,-1,31.13.92.14,,128,value,
32,facebook,2019-10-12T16:03:49.679+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,128,-1,0,-1,0,-1,31.13.92.36,,129,,
33,facebook,2019-10-12T16:03:49.710+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/y2iOX7W8OzI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5302,,,-1,98,-1,0,-1,0,-1,31.13.92.14,,99,value,
34,facebook,2019-10-12T16:03:49.720+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,97,-1,0,-1,1,-1,31.13.92.14,,100,value,
35,facebook,2019-10-12T16:03:49.722+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yR/l/he_IL/FIqOd-kqWWn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10981,,,-1,94,-1,0,-1,4,-1,31.13.92.14,,99,value,
36,facebook,2019-10-12T16:03:49.762+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/ayJdS1pEn1C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3571,,,-1,97,-1,0,-1,3,-1,31.13.92.14,,101,value,
37,facebook,2019-10-12T16:03:49.816+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,118,-1,0,-1,0,-1,31.13.92.36,,120,,
38,facebook,2019-10-12T16:03:49.968+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,99,-1,0,-1,0,-1,31.13.92.14,,100,,
39,facebook,2019-10-12T16:03:51.604+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44516,,,1529,265,0,0,1550,136,0,31.13.92.36,,1954,value,
40,facebook,2019-10-12T16:03:51.891+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,-1,116,-1,1,-1,0,-1,31.13.92.14,,118,value,
41,facebook,2019-10-12T16:03:51.892+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y4/l/0,cross/V27Eh7Ae0G5.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,12847,,,-1,116,-1,0,-1,5,-1,31.13.92.14,,122,value,
42,facebook,2019-10-12T16:03:51.893+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,115,-1,0,-1,67,-1,31.13.92.14,,182,value,
43,facebook,2019-10-12T16:03:52.055+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y2/l/0,cross/h79YO-15mYX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39382,,,-1,130,-1,0,-1,33,-1,31.13.92.14,,165,value,
44,facebook,2019-10-12T16:03:52.093+03:00,GET,https://cx.atdmt.com/?f=AYzIhDLMZD6Y9F3hulBnmC3j01XHJ7dQQXb_kcHolcre240aRA9FrMpAUvv178VzR-f7p4zp_utfrC2TZ1DTf4sM&c=72947157&v=1&l=2,HTTP/1.1,508,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,1993,133,25,0,2017,0,0,157.240.1.6,,2176,value,
45,facebook,2019-10-12T16:03:55.145+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,3207,115,0,0,3254,2,0,172.217.18.4,,3372,,
46,facebook,2019-10-12T16:03:55.355+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,-1,115,-1,0,-1,72,-1,31.13.92.14,,188,value,
47,facebook,2019-10-12T16:03:55.355+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,-1,99,-1,0,-1,5,-1,31.13.92.14,,105,value,
48,facebook,2019-10-12T16:03:55.356+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,-1,129,-1,1,-1,32,-1,31.13.92.14,,163,value,
49,facebook,2019-10-12T16:03:55.356+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,-1,105,-1,1,-1,147,-1,31.13.92.14,,253,value,
50,facebook,2019-10-12T16:03:55.356+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,151,117,0,0,176,98,0,31.13.92.14,,393,value,
51,facebook,2019-10-12T16:03:55.359+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,149,128,0,0,176,2,0,31.13.92.14,,308,value,
52,facebook,2019-10-12T16:03:56.902+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,1600,110,0,0,1637,142,0,172.217.22.35,,1890,,
53,facebook,2019-10-12T16:03:57.199+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=lyocyauusxvm,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9410,,,-1,140,-1,0,-1,5,-1,172.217.18.4,,145,value,
54,facebook,2019-10-12T16:03:57.356+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,94,-1,0,-1,50,-1,172.217.22.35,,145,,
55,facebook,2019-10-12T16:03:57.493+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,83,-1,0,-1,70,-1,172.217.22.35,,154,,
56,facebook,2019-10-12T16:03:57.689+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,91,-1,0,-1,3,-1,172.217.18.4,,96,,
57,facebook,2019-10-12T16:03:57.787+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,90,-1,0,-1,0,-1,172.217.18.4,,92,value,
58,facebook,2019-10-12T16:03:57.834+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=c138ra7qftq9,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,109,95,0,0,141,2,0,172.217.18.4,,240,value,
59,facebook,2019-10-12T16:03:57.901+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,97,-1,0,-1,37,-1,172.217.22.35,,134,,
60,facebook,2019-10-12T16:03:57.985+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288592&__s=a6paqe%3Aj4min8%3Aailu4j&__hsi=6746906015595736233-0&__spin_r=1001288592&__spin_b=trunk&__spin_t=1570886470,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
