,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
23,facebook,2019-10-08T18:29:25.593+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/y7/l/he_IL/81-faHRzwnD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65838,,,108,0,-1,-1,-1,113,-1,31.13.92.14,,221,value,
24,facebook,2019-10-08T18:29:25.596+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,116,0,-1,-1,-1,0,-1,31.13.92.14,,117,value,
25,facebook,2019-10-08T18:29:25.615+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yO/l/he_IL/cTadSWTe1xu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14075,,,97,0,-1,-1,-1,6,-1,31.13.92.14,,104,value,
26,facebook,2019-10-08T18:29:25.627+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,128,0,4384,0,4404,1,0,31.13.92.36,,4535,,
27,facebook,2019-10-08T18:29:25.725+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/y8/l/he_IL/AK56KEQ3_Bu.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142975,,,93,0,-1,-1,-1,89,-1,31.13.92.14,,183,value,
28,facebook,2019-10-08T18:29:25.726+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yc/l/he_IL/8iTMPaoUOuX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38982,,,91,0,-1,-1,-1,30,-1,31.13.92.14,,122,value,
29,facebook,2019-10-08T18:29:25.727+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yt/r/ofFQE1T0aXz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2597,,,85,0,-1,-1,-1,4,-1,31.13.92.14,,91,value,
30,facebook,2019-10-08T18:29:25.728+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yK/l/he_IL/P-rYuj18Ljt.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149337,,,100,0,-1,-1,-1,86,-1,31.13.92.14,,187,value,
31,facebook,2019-10-08T18:29:25.728+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,109,0,-1,-1,-1,0,-1,31.13.92.14,,110,value,
32,facebook,2019-10-08T18:29:25.749+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,142,0,-1,-1,-1,0,-1,31.13.92.36,,143,,
33,facebook,2019-10-08T18:29:25.823+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,89,0,-1,-1,-1,11,-1,31.13.92.14,,101,value,
34,facebook,2019-10-08T18:29:25.825+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/NTJlxSdoH1s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5737,,,95,0,-1,-1,-1,2,-1,31.13.92.14,,99,value,
35,facebook,2019-10-08T18:29:25.917+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,130,0,-1,-1,-1,0,-1,31.13.92.36,,131,,
36,facebook,2019-10-08T18:29:26.105+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,105,0,-1,-1,-1,0,-1,31.13.92.14,,106,,
37,facebook,2019-10-08T18:29:27.696+03:00,GET,https://cx.atdmt.com/?f=AYxiJo2gkukQfqJ-xZIFXzlaVoDtWkijHLo3CJGvfe0y1C4ll6q-tVNG_Xr2Ew7SVZlgWnuwiF8wpfb1OsJHC-1J&c=1054109074&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,136,0,1346,26,1383,0,0,31.13.92.2,,1547,value,
38,facebook,2019-10-08T18:29:28.721+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44053,,,221,0,2409,0,2438,111,0,157.240.1.35,,2772,value,
39,facebook,2019-10-08T18:29:28.989+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,100,1,-1,-1,-1,0,-1,31.13.92.14,,102,value,
40,facebook,2019-10-08T18:29:28.991+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,95,1,-1,-1,-1,66,-1,31.13.92.14,,163,value,
41,facebook,2019-10-08T18:29:28.991+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,100,0,-1,-1,-1,13,-1,31.13.92.14,,115,value,
42,facebook,2019-10-08T18:29:28.991+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,110,1,-1,-1,-1,94,-1,31.13.92.14,,205,value,
43,facebook,2019-10-08T18:29:31.880+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,101,0,2845,0,2889,3,0,172.217.18.4,,2995,,
44,facebook,2019-10-08T18:29:32.098+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,109,0,-1,-1,-1,12,-1,31.13.92.14,,122,value,
45,facebook,2019-10-08T18:29:32.098+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,104,0,-1,-1,-1,0,-1,31.13.92.14,,106,value,
46,facebook,2019-10-08T18:29:32.099+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,107,0,-1,-1,-1,21,-1,31.13.92.14,,129,value,
47,facebook,2019-10-08T18:29:32.101+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,102,0,-1,-1,-1,113,-1,31.13.92.14,,216,value,
48,facebook,2019-10-08T18:29:32.226+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,86,0,-1,-1,-1,147,-1,31.13.92.14,,234,value,
49,facebook,2019-10-08T18:29:32.230+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,90,0,-1,-1,-1,86,-1,31.13.92.14,,177,value,
50,facebook,2019-10-08T18:29:32.237+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,92,0,-1,-1,-1,23,-1,31.13.92.14,,116,value,
51,facebook,2019-10-08T18:29:34.034+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,93,0,1974,0,2012,136,0,172.217.22.35,,2245,,
52,facebook,2019-10-08T18:29:34.289+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=xw90k3145mqg,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9800,,,113,0,-1,-1,-1,9,-1,172.217.18.4,,124,value,
53,facebook,2019-10-08T18:29:34.306+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4729,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,130,1,-1,-1,-1,0,-1,31.13.92.36,,132,,
54,facebook,2019-10-08T18:29:34.421+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,84,0,-1,-1,-1,41,-1,172.217.22.35,,126,,
55,facebook,2019-10-08T18:29:34.554+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,89,0,105,0,130,143,0,172.217.22.35,,364,,
56,facebook,2019-10-08T18:29:34.814+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,88,0,-1,-1,-1,4,-1,172.217.18.4,,93,,
57,facebook,2019-10-08T18:29:34.909+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=75ybqq2al6nc,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,91,0,-1,-1,-1,1,-1,172.217.18.4,,93,value,
58,facebook,2019-10-08T18:29:34.962+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,101,0,112,0,144,0,0,172.217.18.4,,247,value,
59,facebook,2019-10-08T18:29:35.055+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5iaw5zwww6jxe0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=z8kyf3%3Awlg52z%3Ay422ku&__hsi=6745459156317296918-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570549597,HTTP/1.1,830,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,31.13.92.36,,0,value,No response received
