,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T20:02:54.174+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,97,168,0,0,192,71,31.13.92.14,,362,,
11,facebook,2019-10-08T20:02:54.178+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,97,175,0,0,202,1,31.13.92.14,,302,,
12,facebook,2019-10-08T20:02:54.318+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,1,103,-1,-1,-1,-1,147,31.13.92.14,,252,,
13,facebook,2019-10-08T20:02:54.350+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,0,98,-1,-1,-1,-1,9,31.13.92.14,,108,,
14,facebook,2019-10-08T20:02:54.465+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,85,-1,-1,-1,-1,0,31.13.92.14,,86,,
15,facebook,2019-10-08T20:02:54.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,91,124,0,0,152,34,31.13.92.14,,278,,
16,facebook,2019-10-08T20:02:54.536+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,0,97,-1,-1,-1,-1,78,31.13.92.14,,176,value,
17,facebook,2019-10-08T20:02:54.537+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,93,-1,-1,-1,-1,60,31.13.92.14,,153,value,
18,facebook,2019-10-08T20:02:54.539+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,0,109,-1,-1,-1,-1,136,31.13.92.14,,247,value,
19,facebook,2019-10-08T20:02:54.540+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,0,98,-1,-1,-1,-1,88,31.13.92.14,,187,value,
20,facebook,2019-10-08T20:02:54.869+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,104,-1,-1,-1,-1,6,31.13.92.14,,111,value,
21,facebook,2019-10-08T20:02:54.870+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,46984,,,0,114,-1,-1,-1,-1,19,31.13.92.14,,133,value,
22,facebook,2019-10-08T20:02:54.870+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,0,113,-1,-1,-1,-1,3,31.13.92.14,,117,value,
23,facebook,2019-10-08T20:02:54.872+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,0,99,-1,-1,-1,-1,7,31.13.92.14,,107,value,
24,facebook,2019-10-08T20:02:54.876+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,0,103,-1,-1,-1,-1,4,31.13.92.14,,108,value,
25,facebook,2019-10-08T20:02:54.989+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142844,,,0,90,-1,-1,-1,-1,93,31.13.92.14,,184,value,
26,facebook,2019-10-08T20:02:54.989+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,92,-1,-1,-1,-1,22,31.13.92.14,,115,value,
27,facebook,2019-10-08T20:02:54.995+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149039,,,0,112,-1,-1,-1,-1,123,31.13.92.14,,236,value,
28,facebook,2019-10-08T20:02:54.996+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,109,-1,-1,-1,-1,0,31.13.92.14,,110,value,
29,facebook,2019-10-08T20:02:55.011+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,0,108,-1,-1,-1,-1,4,31.13.92.14,,113,value,
30,facebook,2019-10-08T20:02:55.012+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,140,-1,-1,-1,-1,0,31.13.92.36,,141,,
31,facebook,2019-10-08T20:02:55.112+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,0,104,-1,-1,-1,-1,2,31.13.92.14,,107,value,
32,facebook,2019-10-08T20:02:55.177+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,131,-1,-1,-1,-1,0,31.13.92.36,,132,,
33,facebook,2019-10-08T20:02:55.376+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65677,,,0,97,-1,-1,-1,-1,89,31.13.92.14,,187,value,
34,facebook,2019-10-08T20:02:55.452+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,126,1140,0,0,1178,1,31.13.92.36,,1307,,
35,facebook,2019-10-08T20:02:55.605+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,94,-1,-1,-1,-1,1,31.13.92.14,,96,,
36,facebook,2019-10-08T20:02:56.695+03:00,GET,https://cx.atdmt.com/?f=AYwq7hMOoizR8TdS2dph5VY2yWAGz7W_Mpxw4BnwRGE-yVM8_wqMMvoQAqrKkVxPvSemx6nkpGy8XUFviV8cDsOB&c=1490222229&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,143,1191,34,0,1221,0,31.13.92.2,,1400,value,
37,facebook,2019-10-08T20:02:59.883+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43938,,,0,225,4418,0,0,4445,118,31.13.92.36,,4791,value,
38,facebook,2019-10-08T20:03:00.161+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,1,98,-1,-1,-1,-1,0,31.13.92.14,,101,value,
39,facebook,2019-10-08T20:03:00.162+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,1,113,-1,-1,-1,-1,19,31.13.92.14,,134,value,
40,facebook,2019-10-08T20:03:00.162+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,1,109,124,0,0,146,121,31.13.92.14,,379,value,
41,facebook,2019-10-08T20:03:00.162+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,1,124,-1,-1,-1,-1,10,31.13.92.14,,136,value,
42,facebook,2019-10-08T20:03:02.832+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,107,2626,0,0,2670,4,172.217.18.4,,2784,,
43,facebook,2019-10-08T20:03:03.056+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,102,-1,-1,-1,-1,15,31.13.92.14,,118,value,
44,facebook,2019-10-08T20:03:03.057+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,0,126,-1,-1,-1,-1,0,31.13.92.14,,127,value,
45,facebook,2019-10-08T20:03:03.060+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,110,-1,-1,-1,-1,15,31.13.92.14,,126,value,
46,facebook,2019-10-08T20:03:03.060+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,1,109,-1,-1,-1,-1,116,31.13.92.14,,227,value,
47,facebook,2019-10-08T20:03:03.060+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,1,114,127,0,0,155,153,31.13.92.14,,424,value,
48,facebook,2019-10-08T20:03:03.195+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yJ/l/he_IL/4LiLi7s2lA_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136464,,,0,107,-1,-1,-1,-1,76,31.13.92.14,,184,value,
49,facebook,2019-10-08T20:03:03.195+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,108,-1,-1,-1,-1,16,31.13.92.14,,125,value,
50,facebook,2019-10-08T20:03:05.929+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4663,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,135,-1,-1,-1,-1,0,31.13.92.36,,136,,
51,facebook,2019-10-08T20:03:05.974+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,0,98,2969,1,0,2995,152,172.217.22.35,,3247,,
52,facebook,2019-10-08T20:03:06.266+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=qw9dji1di7d4,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9754,,,1,116,-1,-1,-1,-1,24,172.217.18.4,,142,value,
53,facebook,2019-10-08T20:03:06.434+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,1,97,-1,-1,-1,-1,77,172.217.22.35,,176,,
54,facebook,2019-10-08T20:03:06.597+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,1,89,123,0,0,159,160,172.217.22.35,,411,,
55,facebook,2019-10-08T20:03:06.876+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,93,-1,-1,-1,-1,4,172.217.18.4,,99,,
56,facebook,2019-10-08T20:03:06.977+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=777b75ifn6lt,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,0,146,-1,-1,-1,-1,3,172.217.18.4,,150,value,
57,facebook,2019-10-08T20:03:07.014+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,87,100,0,0,134,1,172.217.18.4,,224,value,
58,facebook,2019-10-08T20:03:07.129+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,172.217.22.35,,0,,No response received
59,facebook,2019-10-08T20:03:07.179+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267363&__s=cfq4aq%3Absqukg%3Atek5uu&__hsi=6745483287131657492-0&__spin_r=1001267363&__spin_b=trunk&__spin_t=1570555215,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,31.13.92.36,,0,value,No response received
