,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-12T14:34:13.338+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31854,,,74,2,199,1749,92,0,1789,31.13.92.36,,2159,,
1,facebook,2019-10-12T14:34:16.057+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/wK5C20bCw3h.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39766,,,19,1,109,2318,829,0,2355,31.13.92.14,,3315,value,
2,facebook,2019-10-12T14:34:16.072+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,19,1,178,2334,34,0,2372,31.13.92.14,,2605,value,
3,facebook,2019-10-12T14:34:16.088+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,17,1,208,2338,833,0,2375,31.13.92.14,,3436,value,
4,facebook,2019-10-12T14:34:16.088+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,16,1,302,2345,545,0,2382,31.13.92.14,,3248,value,
5,facebook,2019-10-12T14:34:16.088+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,16,1,495,2350,35,0,2387,31.13.92.14,,2935,value,
6,facebook,2019-10-12T14:34:16.103+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,18,0,385,2363,467,0,2392,31.13.92.14,,3264,value,
7,facebook,2019-10-12T14:34:16.291+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,-1,0,488,-1,46,-1,-1,31.13.92.14,,535,value,
8,facebook,2019-10-12T14:34:16.635+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,-1,1,377,-1,681,-1,-1,31.13.92.14,,1060,value,
9,facebook,2019-10-12T14:34:17.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,0,184,319,370,0,345,31.13.92.14,,900,,
10,facebook,2019-10-12T14:34:17.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,0,278,241,3,0,261,31.13.92.14,,544,,
11,facebook,2019-10-12T14:34:17.876+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,0,183,-1,703,-1,-1,31.13.92.14,,887,,
12,facebook,2019-10-12T14:34:17.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,0,113,-1,66,-1,-1,31.13.92.14,,180,,
13,facebook,2019-10-12T14:34:18.061+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,-1,0,180,-1,6,-1,-1,31.13.92.14,,186,,
14,facebook,2019-10-12T14:34:18.251+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,-1,0,157,-1,191,-1,-1,31.13.92.14,,349,,
15,facebook,2019-10-12T14:34:18.683+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y1/l/he_IL/K4FWtS53aRe.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348170,,,-1,0,104,-1,1930,-1,-1,31.13.92.14,,2036,value,
16,facebook,2019-10-12T14:34:19.883+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,28,0,156,2325,1,0,2349,31.13.92.36,,2535,,
17,facebook,2019-10-12T14:34:20.849+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,0,283,-1,415,-1,-1,31.13.92.14,,699,value,
18,facebook,2019-10-12T14:34:20.850+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,-1,0,470,-1,724,-1,-1,31.13.92.14,,1195,value,
19,facebook,2019-10-12T14:34:20.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,-1,0,99,-1,39,-1,-1,31.13.92.14,,139,value,
20,facebook,2019-10-12T14:34:20.852+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,-1,0,184,-1,95,-1,-1,31.13.92.14,,279,value,
21,facebook,2019-10-12T14:34:20.854+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15966,,,-1,0,371,-1,95,-1,-1,31.13.92.14,,467,value,
22,facebook,2019-10-12T14:34:20.855+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,0,137,-1,42,-1,-1,31.13.92.14,,180,value,
23,facebook,2019-10-12T14:34:20.984+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/JtEASjbVJQJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38506,,,-1,1,416,-1,680,-1,-1,31.13.92.14,,1098,value,
24,facebook,2019-10-12T14:34:21.025+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,1,131,-1,0,-1,-1,31.13.92.36,,133,,
25,facebook,2019-10-12T14:34:21.037+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4086,,,-1,0,476,-1,23,-1,-1,31.13.92.14,,500,value,
26,facebook,2019-10-12T14:34:21.120+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,-1,0,416,-1,29,-1,-1,31.13.92.14,,446,value,
27,facebook,2019-10-12T14:34:21.162+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,136,-1,0,-1,-1,31.13.92.36,,138,,
28,facebook,2019-10-12T14:34:21.327+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17766,,,-1,0,343,-1,386,-1,-1,31.13.92.14,,731,value,
29,facebook,2019-10-12T14:34:21.531+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,1,349,-1,13,-1,-1,31.13.92.14,,364,value,
30,facebook,2019-10-12T14:34:21.547+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,-1,0,387,-1,59,-1,-1,31.13.92.14,,447,value,
31,facebook,2019-10-12T14:34:21.584+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,-1,0,415,-1,35,-1,-1,31.13.92.14,,451,value,
32,facebook,2019-10-12T14:34:24.458+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,121,-1,0,-1,-1,31.13.92.14,,122,,
33,facebook,2019-10-12T14:34:24.504+03:00,GET,https://cx.atdmt.com/?f=AYzTNMB2hdZwPxbA-kn-jN4HofepmTKKrYhL10bVgllY7CQfW78FX_h7jAJf_SrmWpXXDReGK_FfB5W0adEkgFZR&c=1372393976&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,38,0,141,3099,0,0,3123,31.13.92.2,,3304,value,
34,facebook,2019-10-12T14:34:25.255+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43678,,,22,0,244,3995,125,0,4017,31.13.92.36,,4410,value,
35,facebook,2019-10-12T14:34:25.543+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,1,187,-1,2,-1,-1,31.13.92.14,,192,value,
36,facebook,2019-10-12T14:34:25.544+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,-1,1,284,-1,466,-1,-1,31.13.92.14,,752,value,
37,facebook,2019-10-12T14:34:25.544+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,0,1,97,198,364,0,235,31.13.92.14,,699,value,
38,facebook,2019-10-12T14:34:25.544+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,0,1,189,214,748,0,241,31.13.92.14,,1180,value,
