,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
39,facebook,2019-10-12T14:34:27.178+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,29,0,114,1587,7,0,1620,172.217.18.4,,1771,,
40,facebook,2019-10-12T14:34:27.423+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,-1,0,196,-1,287,-1,-1,31.13.92.14,,484,value,
41,facebook,2019-10-12T14:34:27.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yV/l/he_IL/nE5io2huzZU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348397,,,-1,0,282,-1,2076,-1,-1,31.13.92.14,,2359,value,
42,facebook,2019-10-12T14:34:27.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,0,107,-1,2,-1,-1,31.13.92.14,,111,value,
43,facebook,2019-10-12T14:34:27.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38551,,,-1,0,139,-1,459,-1,-1,31.13.92.14,,599,value,
44,facebook,2019-10-12T14:34:30.069+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3076,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,1,142,-1,0,-1,-1,31.13.92.36,,143,,
45,facebook,2019-10-12T14:34:30.085+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,31,0,89,2686,129,0,2715,172.217.22.35,,2966,,
46,facebook,2019-10-12T14:34:30.329+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=77u9z385x6iz,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9545,,,-1,0,141,-1,13,-1,-1,172.217.18.4,,155,value,
47,facebook,2019-10-12T14:34:30.496+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,0,97,-1,62,-1,-1,172.217.22.35,,160,,
48,facebook,2019-10-12T14:34:30.647+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,0,91,112,151,0,154,172.217.22.35,,398,,
49,facebook,2019-10-12T14:34:30.924+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,0,90,-1,6,-1,-1,172.217.18.4,,97,,
50,facebook,2019-10-12T14:34:31.024+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=f94ygefqu2aw,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,0,101,-1,0,-1,-1,172.217.18.4,,103,value,
51,facebook,2019-10-12T14:34:31.073+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,105,114,0,0,145,172.217.18.4,,251,value,
52,facebook,2019-10-12T14:34:31.187+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001288583&__s=6m2y3h%3A5yyq3k%3Au90q70&__hsi=6746882947184503721-0&__spin_r=1001288583&__spin_b=trunk&__spin_t=1570881099,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,0,-1,-1,31.13.92.36,,0,value,No response received
53,facebook,2019-10-12T14:34:31.202+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,0,-1,-1,172.217.22.35,,0,,No response received
