,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T14:58:35.979+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,314,261,0,0,409,1,31.13.92.14,,725,,
11,facebook,2019-10-12T14:58:36.243+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yX/l/he_IL/WPAoIxWccPJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348954,,,0,266,-1,-1,-1,-1,440,31.13.92.14,,707,value,
12,facebook,2019-10-12T14:58:36.296+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,0,215,-1,-1,-1,-1,432,31.13.92.14,,648,,
13,facebook,2019-10-12T14:58:36.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,1,201,181,0,0,231,28,31.13.92.14,,462,,
14,facebook,2019-10-12T14:58:36.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,214,185,0,0,274,3,31.13.92.14,,493,,
15,facebook,2019-10-12T14:58:36.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,271,187,0,0,245,8,31.13.92.14,,525,,
16,facebook,2019-10-12T14:58:37.091+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17358,,,0,265,-1,-1,-1,-1,7,31.13.92.14,,273,value,
17,facebook,2019-10-12T14:58:37.091+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,0,243,-1,-1,-1,-1,198,31.13.92.14,,443,value,
18,facebook,2019-10-12T14:58:37.093+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,0,241,-1,-1,-1,-1,3,31.13.92.14,,245,value,
19,facebook,2019-10-12T14:58:37.093+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16069,,,0,243,-1,-1,-1,-1,16,31.13.92.14,,261,value,
20,facebook,2019-10-12T14:58:37.094+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,0,249,-1,-1,-1,-1,11,31.13.92.14,,261,value,
21,facebook,2019-10-12T14:58:37.335+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/e__dq0qkm6O.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38673,,,0,187,-1,-1,-1,-1,206,31.13.92.14,,394,value,
22,facebook,2019-10-12T14:58:37.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,0,178,-1,-1,-1,-1,0,31.13.92.14,,179,value,
23,facebook,2019-10-12T14:58:37.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4122,,,0,180,-1,-1,-1,-1,0,31.13.92.14,,181,value,
24,facebook,2019-10-12T14:58:37.370+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17815,,,0,169,-1,-1,-1,-1,7,31.13.92.14,,177,value,
25,facebook,2019-10-12T14:58:37.373+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,169,-1,-1,-1,-1,0,31.13.92.36,,170,,
26,facebook,2019-10-12T14:58:37.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,192,-1,-1,-1,-1,2,31.13.92.14,,195,value,
27,facebook,2019-10-12T14:58:37.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,0,185,-1,-1,-1,-1,6,31.13.92.14,,192,value,
28,facebook,2019-10-12T14:58:37.543+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,0,189,-1,-1,-1,-1,1,31.13.92.14,,190,value,
29,facebook,2019-10-12T14:58:37.543+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,183,-1,-1,-1,-1,0,31.13.92.36,,184,,
30,facebook,2019-10-12T14:58:37.774+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,165,-1,-1,-1,-1,0,31.13.92.14,,166,,
31,facebook,2019-10-12T14:58:38.870+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16635,,,0,294,-1,-1,-1,-1,36,31.13.92.14,,331,value,
32,facebook,2019-10-12T14:58:38.948+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,216,2826,0,0,2955,0,31.13.92.36,,3173,,
33,facebook,2019-10-12T14:58:39.636+03:00,GET,https://cx.atdmt.com/?f=AYwK7XPlahTK3NP52-ew2w7oEZBeX01pp5VYWeqUigFjijq_NWV9LbKq-7xFR6QnSYwpyQSM0dD6sfvBxP1Cw6kJ&c=1349671146&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,536,42,,,0,144,1706,26,0,1826,0,31.13.92.2,,1998,value,
34,facebook,2019-10-12T14:58:40.096+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43666,,,0,256,2374,0,0,2524,133,31.13.92.36,,2916,value,
35,facebook,2019-10-12T14:58:40.401+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,109,-1,-1,-1,-1,0,31.13.92.14,,110,value,
36,facebook,2019-10-12T14:58:40.402+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36856,,,0,115,-1,-1,-1,-1,92,31.13.92.14,,208,value,
37,facebook,2019-10-12T14:58:40.402+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,0,103,-1,-1,-1,-1,29,31.13.92.14,,133,value,
38,facebook,2019-10-12T14:58:40.402+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80884,,,0,108,-1,-1,-1,-1,164,31.13.92.14,,273,value,
39,facebook,2019-10-12T14:58:43.441+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,110,2972,45,0,2999,1,172.217.18.4,,3157,,
40,facebook,2019-10-12T14:58:43.637+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17237,,,0,116,-1,-1,-1,-1,12,31.13.92.14,,129,value,
41,facebook,2019-10-12T14:58:43.637+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yV/l/he_IL/nE5io2huzZU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348397,,,0,125,-1,-1,-1,-1,240,31.13.92.14,,367,value,
42,facebook,2019-10-12T14:58:43.637+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,0,98,-1,-1,-1,-1,7,31.13.92.14,,107,value,
43,facebook,2019-10-12T14:58:43.639+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38551,,,0,105,-1,-1,-1,-1,26,31.13.92.14,,131,value,
44,facebook,2019-10-12T14:58:44.786+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,108,1186,0,0,1217,133,172.217.22.35,,1461,,
45,facebook,2019-10-12T14:58:45.058+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=71yqfe4ydyr2,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9616,,,0,125,-1,-1,-1,-1,19,172.217.18.4,,146,value,
46,facebook,2019-10-12T14:58:45.218+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,100,-1,-1,-1,-1,50,172.217.22.35,,151,,
47,facebook,2019-10-12T14:58:45.362+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,1,83,117,0,0,147,149,172.217.22.35,,382,,
48,facebook,2019-10-12T14:58:45.632+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,0,83,-1,-1,-1,-1,5,172.217.18.4,,89,,
49,facebook,2019-10-12T14:58:45.723+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=m3zeld71nzzt,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,0,94,-1,-1,-1,-1,2,172.217.18.4,,98,value,
50,facebook,2019-10-12T14:58:45.771+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,102,109,0,0,135,1,172.217.18.4,,239,value,
51,facebook,2019-10-12T14:58:45.815+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3065,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,31.13.92.36,,0,,No response received
52,facebook,2019-10-12T14:58:45.901+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,172.217.22.35,,0,,No response received
