,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
33,facebook,2019-10-11T18:47:39.876+03:00,GET,https://cx.atdmt.com/?f=AYxuW_kfPtPrvW7mKz370P01k4W3dek1xQVMth7yjPUrhMZC4mFm-w5l7ATp1dfeG1njSAcaCs5640Sz_CuQz4Wo&c=729337004&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,0,131,2541,2576,0,0,157.240.1.6,,2709,value,
34,facebook,2019-10-11T18:47:40.357+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43434,,,34,0,264,3044,3075,0,126,31.13.92.36,,3502,value,
35,facebook,2019-10-11T18:47:40.663+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,0,96,-1,-1,-1,3,31.13.92.14,,100,value,
36,facebook,2019-10-11T18:47:40.664+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,-1,0,94,-1,-1,-1,68,31.13.92.14,,163,value,
37,facebook,2019-10-11T18:47:40.665+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,-1,0,99,-1,-1,-1,111,31.13.92.14,,211,value,
38,facebook,2019-10-11T18:47:40.666+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,0,108,-1,-1,-1,51,31.13.92.14,,161,value,
39,facebook,2019-10-11T18:47:43.459+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,0,117,2755,2793,0,4,172.217.21.228,,2917,,
40,facebook,2019-10-11T18:47:43.686+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,0,123,-1,-1,-1,234,31.13.92.14,,359,value,
41,facebook,2019-10-11T18:47:43.687+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,0,111,-1,-1,-1,13,31.13.92.14,,125,value,
42,facebook,2019-10-11T18:47:43.687+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,0,119,-1,-1,-1,0,31.13.92.14,,120,value,
43,facebook,2019-10-11T18:47:43.688+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,0,115,-1,-1,-1,14,31.13.92.14,,130,value,
44,facebook,2019-10-11T18:47:45.247+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3093,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,140,-1,-1,-1,0,31.13.92.36,,141,,
45,facebook,2019-10-11T18:47:46.012+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,0,102,2370,2403,0,151,172.217.22.35,,2660,,
46,facebook,2019-10-11T18:47:46.293+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=vtnbzhjw4d4m,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9954,,,-1,0,119,-1,-1,-1,26,172.217.21.228,,147,value,
47,facebook,2019-10-11T18:47:46.430+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,0,82,-1,-1,-1,60,172.217.22.35,,143,,
48,facebook,2019-10-11T18:47:46.572+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,0,95,116,141,0,158,172.217.22.35,,396,,
49,facebook,2019-10-11T18:47:46.852+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,0,92,-1,-1,-1,5,172.217.21.228,,98,,
50,facebook,2019-10-11T18:47:46.953+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,0,96,-1,-1,-1,1,172.217.21.228,,99,value,
51,facebook,2019-10-11T18:47:46.997+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=kr34n369xy6w,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,0,0,93,107,141,0,1,172.217.21.228,,237,value,
52,facebook,2019-10-11T18:47:47.087+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,-1,0,101,-1,-1,-1,61,172.217.22.35,,163,,
53,facebook,2019-10-11T18:47:47.107+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,0,90,-1,-1,-1,47,172.217.22.35,,138,,
54,facebook,2019-10-11T18:47:47.297+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001284080&__s=nofjak%3A32692o%3Aiy6j42&__hsi=6746577140978894443-0&__spin_r=1001284080&__spin_b=trunk&__spin_t=1570809898,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,31.13.92.36,,0,value,No response received
