,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
10,facebook,2019-10-11T18:57:27.617+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,71,197,0,0,96,0,173,31.13.92.14,,366,
11,facebook,2019-10-11T18:57:27.791+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,72,-1,-1,0,105,-1,-1,31.13.92.14,,178,
12,facebook,2019-10-11T18:57:27.882+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,7,166,0,2,84,0,127,31.13.92.14,,260,
13,facebook,2019-10-11T18:57:27.884+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,0,171,0,1,121,0,138,31.13.92.14,,295,
14,facebook,2019-10-11T18:57:27.886+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,66,167,0,0,100,0,128,31.13.92.14,,334,
15,facebook,2019-10-11T18:57:27.920+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yl/l/he_IL/oLXEoP-22nD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348779,,,162,-1,-1,0,105,-1,-1,31.13.92.14,,269,value
16,facebook,2019-10-11T18:57:28.102+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,3152,0,0,193,0,3119,31.13.92.36,,3348,
17,facebook,2019-10-11T18:57:28.308+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17358,,,8,-1,-1,0,132,-1,-1,31.13.92.14,,142,value
18,facebook,2019-10-11T18:57:28.308+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,61,-1,-1,0,128,-1,-1,31.13.92.14,,190,value
19,facebook,2019-10-11T18:57:28.310+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,0,-1,-1,0,130,-1,-1,31.13.92.14,,131,value
20,facebook,2019-10-11T18:57:28.310+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16635,,,29,-1,-1,0,106,-1,-1,31.13.92.14,,137,value
21,facebook,2019-10-11T18:57:28.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16069,,,23,-1,-1,0,100,-1,-1,31.13.92.14,,124,value
22,facebook,2019-10-11T18:57:28.312+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,0,-1,-1,0,133,-1,-1,31.13.92.14,,134,value
23,facebook,2019-10-11T18:57:28.472+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yB/l/he_IL/6QtwI5cme7d.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38698,,,72,-1,-1,0,87,-1,-1,31.13.92.14,,160,value
24,facebook,2019-10-11T18:57:28.473+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4122,,,2,-1,-1,0,88,-1,-1,31.13.92.14,,91,value
25,facebook,2019-10-11T18:57:28.473+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,4,-1,-1,0,90,-1,-1,31.13.92.14,,95,value
26,facebook,2019-10-11T18:57:28.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,0,-1,-1,0,92,-1,-1,31.13.92.14,,93,value
27,facebook,2019-10-11T18:57:28.474+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,5,-1,-1,0,94,-1,-1,31.13.92.14,,100,value
28,facebook,2019-10-11T18:57:28.495+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,0,195,-1,-1,31.13.92.36,,196,
29,facebook,2019-10-11T18:57:28.504+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,2,-1,-1,0,109,-1,-1,31.13.92.14,,112,value
30,facebook,2019-10-11T18:57:28.592+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,0,99,-1,-1,31.13.92.14,,100,
