,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,facebook,2019-10-11T18:57:24.462+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,21819,,,33,1432,0,2,315,42,1394,31.13.92.36,,1827,
1,facebook,2019-10-11T18:57:27.235+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/QIPzcGMM-wB.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39754,,,81,2260,0,1,127,33,2223,31.13.92.14,,2503,value
2,facebook,2019-10-11T18:57:27.235+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,4,2259,0,0,114,28,2223,31.13.92.14,,2408,value
3,facebook,2019-10-11T18:57:27.252+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,83,2275,0,0,100,28,2248,31.13.92.14,,2488,value
4,facebook,2019-10-11T18:57:27.255+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,44,2279,0,0,110,29,2243,31.13.92.14,,2464,value
5,facebook,2019-10-11T18:57:27.256+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,4,2280,0,0,113,28,2243,31.13.92.14,,2429,value
6,facebook,2019-10-11T18:57:27.261+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yJ/l/0,cross/b0zD_QTiHWR.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,1964,,,1,2286,0,0,113,28,2249,31.13.92.14,,2431,value
7,facebook,2019-10-11T18:57:27.361+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,4,-1,-1,0,88,-1,-1,31.13.92.14,,93,value
8,facebook,2019-10-11T18:57:27.384+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,130,-1,-1,0,102,-1,-1,31.13.92.14,,234,value
9,facebook,2019-10-11T18:57:27.384+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,31,-1,-1,0,91,-1,-1,31.13.92.14,,123,value
