,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.blocked,timings.receive,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
28,facebook,2019-10-11T17:56:21.629+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,95,-1,-1,0,-1,4,-1,31.13.92.14,,101,value,
29,facebook,2019-10-11T17:56:21.717+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,174,-1,-1,1,-1,0,-1,31.13.92.36,,175,,
30,facebook,2019-10-11T17:56:21.758+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,102,-1,-1,0,-1,0,-1,31.13.92.14,,103,,
31,facebook,2019-10-11T17:56:22.259+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,100,-1,-1,0,-1,3,-1,31.13.92.14,,104,value,
32,facebook,2019-10-11T17:56:22.345+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,192,0,1686,0,0,1,1714,31.13.92.36,,1909,,
33,facebook,2019-10-11T17:56:24.201+03:00,GET,https://cx.atdmt.com/?f=AYxXwlBThmHIQ_jOzd5OHN2NrbyTg3yZbm1euMN3jydB47RdeB1CJQtawNj1ul5rSyJPT23ciuU3nTatJZjUjHuC&c=1122852459&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,174,0,2259,0,0,0,2290,31.13.92.2,,2466,value,
34,facebook,2019-10-11T17:56:25.592+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43437,,,294,0,3823,0,0,102,3854,31.13.92.36,,4252,value,
35,facebook,2019-10-11T17:56:25.931+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,95,-1,-1,0,-1,77,-1,31.13.92.14,,173,value,
36,facebook,2019-10-11T17:56:25.931+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,103,-1,-1,0,-1,44,-1,31.13.92.14,,148,value,
37,facebook,2019-10-11T17:56:25.932+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,89,-1,-1,0,-1,109,-1,31.13.92.14,,199,value,
38,facebook,2019-10-11T17:56:25.967+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,100,-1,-1,0,-1,2,-1,31.13.92.14,,103,value,
39,facebook,2019-10-11T17:56:27.137+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,117,36,1137,0,0,4,1169,172.217.18.4,,1329,,
40,facebook,2019-10-11T17:56:27.392+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,121,-1,-1,0,-1,247,-1,31.13.92.14,,369,value,
41,facebook,2019-10-11T17:56:27.393+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,117,-1,-1,0,-1,6,-1,31.13.92.14,,124,value,
42,facebook,2019-10-11T17:56:27.393+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,124,-1,-1,0,-1,1,-1,31.13.92.14,,126,value,
43,facebook,2019-10-11T17:56:27.393+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,150,-1,-1,0,-1,28,-1,31.13.92.14,,179,value,
44,facebook,2019-10-11T17:56:28.352+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,109,1,1029,0,0,126,1061,172.217.22.35,,1299,,
45,facebook,2019-10-11T17:56:28.614+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=frnpekhbns2i,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9462,,,123,-1,-1,0,-1,18,-1,172.217.18.4,,142,value,
46,facebook,2019-10-11T17:56:28.756+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,102,-1,-1,1,-1,71,-1,172.217.22.35,,174,,
47,facebook,2019-10-11T17:56:28.929+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,99,0,129,0,0,148,169,172.217.22.35,,418,,
48,facebook,2019-10-11T17:56:29.204+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,99,-1,-1,0,-1,6,-1,172.217.18.4,,106,,
49,facebook,2019-10-11T17:56:29.314+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=qinerwvnikda,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,98,-1,-1,0,-1,1,-1,172.217.18.4,,101,value,
50,facebook,2019-10-11T17:56:29.359+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,93,0,109,0,0,0,149,172.217.18.4,,244,value,
51,facebook,2019-10-11T17:56:29.497+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001284080&__s=3mzq2a%3Agsbfk1%3Adzdz4w&__hsi=6746563939358976679-0&__spin_r=1001284080&__spin_b=trunk&__spin_t=1570806824,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,31.13.92.36,,0,value,No response received
52,facebook,2019-10-11T17:56:29.502+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
