,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.ssl,timings.send,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
28,facebook,2019-10-11T17:30:28.288+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,-1,102,-1,0,-1,-1,4,31.13.92.14,,107,value,
29,facebook,2019-10-11T17:30:28.388+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,176,-1,0,-1,-1,0,31.13.92.36,,177,,
30,facebook,2019-10-11T17:30:28.441+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,96,-1,0,-1,-1,1,31.13.92.14,,98,,
31,facebook,2019-10-11T17:30:30.149+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,-1,107,-1,0,-1,-1,60,31.13.92.14,,168,value,
32,facebook,2019-10-11T17:30:30.239+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,189,3040,0,0,3066,0,31.13.92.36,,3257,,
33,facebook,2019-10-11T17:30:32.058+03:00,GET,https://cx.atdmt.com/?f=AYwQqyLLR8u9kwvSYWwwudt1n4xZ9sUbTLhmRoFd_su02oFrmX_1fdStLYuJjZPOGslgwrWNpL-MKD9ws0GXlpkv&c=1324333495&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,26,168,3420,0,0,3451,0,31.13.92.2,,3646,value,
34,facebook,2019-10-11T17:30:32.452+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43474,,,0,378,3911,0,0,3944,69,31.13.92.36,,4392,value,
35,facebook,2019-10-11T17:30:32.881+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,103,-1,1,-1,-1,1,31.13.92.14,,105,value,
36,facebook,2019-10-11T17:30:32.881+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,-1,112,-1,1,-1,-1,70,31.13.92.14,,183,value,
37,facebook,2019-10-11T17:30:32.882+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,106,-1,0,-1,-1,46,31.13.92.14,,153,value,
38,facebook,2019-10-11T17:30:32.883+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,-1,103,-1,1,-1,-1,36,31.13.92.14,,141,value,
39,facebook,2019-10-11T17:30:33.852+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,107,910,0,0,970,3,172.217.18.4,,1082,,
40,facebook,2019-10-11T17:30:34.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,126,-1,0,-1,-1,172,31.13.92.14,,299,value,
41,facebook,2019-10-11T17:30:34.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,106,-1,0,-1,-1,22,31.13.92.14,,129,value,
42,facebook,2019-10-11T17:30:34.080+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,97,-1,0,-1,-1,2,31.13.92.14,,100,value,
43,facebook,2019-10-11T17:30:34.081+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,99,-1,0,-1,-1,33,31.13.92.14,,133,value,
44,facebook,2019-10-11T17:30:36.476+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4930,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,126,-1,0,-1,-1,0,31.13.92.36,,127,,
45,facebook,2019-10-11T17:30:36.981+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,31,112,2941,0,0,2961,156,172.217.22.35,,3262,,
46,facebook,2019-10-11T17:30:37.271+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=hjbbkf199bcc,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9494,,,-1,122,-1,0,-1,-1,34,172.217.18.4,,157,value,
47,facebook,2019-10-11T17:30:37.444+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,99,-1,1,-1,-1,56,172.217.22.35,,157,,
48,facebook,2019-10-11T17:30:37.605+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,82,115,0,0,156,153,172.217.22.35,,393,,
49,facebook,2019-10-11T17:30:37.868+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,82,-1,0,-1,-1,2,172.217.18.4,,85,,
50,facebook,2019-10-11T17:30:37.957+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=nwkhd3tr79fa,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,94,-1,0,-1,-1,1,172.217.18.4,,96,value,
51,facebook,2019-10-11T17:30:38.020+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,89,112,0,0,143,0,172.217.18.4,,235,value,
52,facebook,2019-10-11T17:30:38.109+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283946&__s=ozhuyc%3A7osrju%3A4ai2oe&__hsi=6746557264442822664-0&__spin_r=1001283946&__spin_b=trunk&__spin_t=1570805270,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,-1,0,31.13.92.36,,0,value,No response received
53,facebook,2019-10-11T17:30:38.136+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,-1,0,172.217.22.35,,0,,No response received
