,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T17:40:40.853+03:00,GET,https://www.pointerpointer.com/,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,text/html,,,271,3819,,,3140,11,0,1,133,2,3086,188.166.32.155,,3289,,
1,,2019-10-11T17:40:41.039+03:00,GET,https://www.pointerpointer.com/js/load-min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,759,,,-1,1,-1,-1,104,1,-1,188.166.32.155,,107,,
2,,2019-10-11T17:40:41.158+03:00,GET,https://www.pointerpointer.com/reset.css,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css,,,269,868,,,-1,1,-1,-1,100,4,-1,188.166.32.155,,105,,
3,,2019-10-11T17:40:41.269+03:00,GET,https://www.pointerpointer.com/js/functions.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,251,,,-1,0,-1,-1,102,0,-1,188.166.32.155,,103,,
4,,2019-10-11T17:40:41.383+03:00,GET,https://www.pointerpointer.com/js/Bootstrap.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1462,,,-1,0,-1,-1,105,1,-1,188.166.32.155,,107,,
5,,2019-10-11T17:40:41.386+03:00,GET,https://www.pointerpointer.com/js/Stats.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1771,,,306,0,0,0,98,2,269,188.166.32.155,,408,,
6,,2019-10-11T17:40:43.091+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,1661,28,0,35,126,1,1631,216.58.208.40,,1852,,
7,,2019-10-11T17:40:43.279+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1368496235&utmhn=www.pointerpointer.com&utmcs=UTF-8&utmsr=800x600&utmvp=800x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=Pointer%20Pointer&utmhid=1945532547&utmr=-&utmp=%2F&utmht=1570804843271&utmac=UA-32525606-1&utmcc=__utma%3D145998261.1893999042.1570804843.1570804843.1570804843.1%3B%2B__utmz%3D145998261.1570804843.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=398830127&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,874,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,0,-1,-1,110,0,-1,216.58.208.40,,111,value,
8,,2019-10-11T17:40:43.487+03:00,GET,https://code.jquery.com/jquery-1.4.4.min.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,484,27078,,,2059,46,0,34,100,0,2027,209.197.3.24,,2241,,
9,,2019-10-11T17:40:43.657+03:00,GET,https://www.pointerpointer.com/js/rhill-voronoi-core.js,HTTP/1.1,592,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,9539,,,-1,0,-1,-1,110,0,-1,188.166.32.155,,111,,
10,,2019-10-11T17:40:43.657+03:00,GET,https://www.pointerpointer.com/js/Grid.js,HTTP/1.1,578,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,445,,,-1,0,-1,-1,107,0,-1,188.166.32.155,,108,,
11,,2019-10-11T17:40:43.659+03:00,GET,https://www.pointerpointer.com/js/VoronoiGrid.js,HTTP/1.1,585,0,,200,OK,HTTP/1.1,0,application/javascript,,,283,769,,,307,0,0,0,100,1,269,188.166.32.155,,409,,
12,,2019-10-11T17:40:43.768+03:00,GET,https://www.pointerpointer.com/js/colors.js,HTTP/1.1,580,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,2489,,,-1,0,-1,-1,96,0,-1,188.166.32.155,,97,,
13,,2019-10-11T17:40:43.771+03:00,GET,https://www.pointerpointer.com/js/Point.js,HTTP/1.1,579,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1423,,,-1,0,-1,-1,92,0,-1,188.166.32.155,,94,,
14,,2019-10-11T17:40:43.776+03:00,GET,https://www.pointerpointer.com/js/Flasher.js,HTTP/1.1,581,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1611,,,-1,0,-1,-1,93,0,-1,188.166.32.155,,94,,
15,,2019-10-11T17:40:43.871+03:00,GET,https://www.pointerpointer.com/js/Animator.js,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,application/javascript,,,284,1505,,,-1,0,-1,-1,101,0,-1,188.166.32.155,,102,,
16,,2019-10-11T17:40:43.965+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,2534,59,0,34,99,0,2504,192.229.233.25,,2729,,
17,,2019-10-11T17:40:44.152+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Fwww.pointerpointer.com,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,-1,2,-1,-1,94,0,-1,192.229.233.25,,97,value,
