,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T15:16:19.205+03:00,GET,https://twitter.com/,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/html;charset=utf-8,,,6207,14273,,,2,76,263,2562,56,0,2598,104.244.42.129,,2997,,
1,,2019-10-11T15:16:19.535+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1149,3453,,,0,-1,210,-1,0,-1,-1,104.244.42.129,,211,value,
2,,2019-10-11T15:16:21.399+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_core.bundle.css,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,578,35309,,,0,34,116,1812,67,0,1841,192.229.233.50,,2061,,
3,,2019-10-11T15:16:21.409+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_1.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,43389,,,0,33,103,1821,70,0,1850,192.229.233.50,,2059,,
4,,2019-10-11T15:16:21.419+03:00,GET,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_2.bundle.css,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/css,,,577,38631,,,0,34,86,1831,85,0,1860,192.229.233.50,,2068,,
5,,2019-10-11T15:16:21.421+03:00,GET,https://abs.twimg.com/k/en/init.en.77c56452e473e94d573f.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,607,180312,,,0,31,85,1834,179,0,1864,192.229.233.50,,2161,,
6,,2019-10-11T15:16:21.425+03:00,GET,https://abs.twimg.com/k/en/0.commons.en.06a750caea28350212ee.js,HTTP/1.1,375,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,608,249858,,,0,31,98,1838,193,0,1868,192.229.233.50,,2191,,
7,,2019-10-11T15:16:21.769+03:00,GET,https://twitter.com/i/js_inst?c_name=ui_metrics,HTTP/1.1,791,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1149,2466,,,1,-1,217,-1,1,-1,-1,104.244.42.129,,220,value,
8,,2019-10-11T15:16:21.936+03:00,GET,https://abs.twimg.com/k/en/7.pages_signup.en.6bfee475d9b7243c5db9.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,605,21560,,,0,-1,88,-1,9,-1,-1,192.229.233.50,,97,,
9,,2019-10-11T15:16:22.094+03:00,GET,https://abs.twimg.com/a/1570227539/font/edge-icons-Regular.woff,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,application/font-woff,,,542,25892,,,1,0,101,284,35,0,318,192.229.233.50,,456,,
10,,2019-10-11T15:16:24.457+03:00,GET,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22event_namespace%22%3A%7B%22client%22%3A%22web%22%2C%22page%22%3A%22front%22%2C%22action%22%3A%22impression%22%7D%2C%22triggered_on%22%3A1570796182263%7D,HTTP/1.1,1037,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,899,65,,,1,60,227,2089,0,0,2122,104.244.42.72,,2411,value,
11,,2019-10-11T15:16:25.432+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,0,0,104,3134,29,0,3161,216.58.206.14,,3296,,
12,,2019-10-11T15:16:25.592+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=946058413&t=pageview&_s=1&dl=https%3A%2F%2Ftwitter.com%2F&dr=&dp=%2Fanon%2Ffront%2Ffront&ul=en-us&de=UTF-8&dt=REDACTED&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAQAB~&jid=1274336169&gjid=1870070585&cid=1099278895.1570796186&tid=UA-30775-6&_gid=792152029.1570796186&_r=1&z=523522142,HTTP/1.1,693,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-30775-6&cid=1099278895.1570796186&jid=1274336169&_gid=792152029.1570796186&gjid=1870070585&_v=j79&z=523522142,642,415,,,0,-1,110,-1,0,-1,-1,216.58.206.14,,111,value,
13,,2019-10-11T15:16:25.710+03:00,POST,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,HTTP/1.1,988,4876,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,104.244.42.129,,0,value,No response received
