,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.ssl,timings.dns,timings.wait,timings.send,serverIPAddress,comment,time
0,,2019-10-08T16:07:11.484+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,35,0,12,-1,1,132,2,217.70.184.38,,183
1,,2019-10-08T16:07:11.705+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,278,317,,,31,0,7,-1,150,426,3,66.147.242.186,,620
2,,2019-10-08T16:07:12.328+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,-1,-1,1,-1,-1,248,4,66.147.242.186,,255
3,,2019-10-08T16:07:12.618+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,-1,-1,1,-1,-1,250,1,66.147.242.186,,253
4,,2019-10-08T16:07:12.621+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,38,0,2675,-1,0,453,0,66.147.242.186,,3168
