,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-12T08:08:45.342+03:00,GET,https://tag.crsspxl.com/m.gif?id=&google_gid=CAESENQKNv4z7mDM79MSaWSyrGs&google_cver=1,HTTP/1.1,1437,0,,200,,HTTP/1.1,0,image/gif,,,228,43,,,0,-1,-1,-1,0,-1,164,23.21.124.241,,165,value,
11,,2019-10-12T08:08:45.530+03:00,GET,https://tag.crsspxl.com/m.gif?tnid=2779329637939715853,HTTP/1.1,1405,0,,200,,HTTP/1.1,0,image/gif,,,352,43,,,0,-1,-1,-1,0,-1,170,23.21.124.241,,171,value,
12,,2019-10-12T08:08:48.248+03:00,GET,https://ib.adnxs.com/getuid?https://tag.crsspxl.com/m.gif?anid=$UID,HTTP/1.1,1219,0,,200,OK,HTTP/1.1,0,image/gif,,,798,43,,,0,0,273,0,0,248,97,37.252.173.22,,372,value,
13,,2019-10-12T08:08:48.480+03:00,GET,https://in.xspadvertising.com/ingest/crosspixel.html?k=Online%20Shoppers,HTTP/1.1,1252,0,,302,FOUND,HTTP/1.1,0,text/html; charset=utf-8,,https://in.xspadvertising.com/ingest/crosspixel.html?k=Online%20Shoppers&cc=1,667,369,,,0,0,3929,73,0,3902,236,35.167.94.73,,4240,value,
14,,2019-10-12T08:08:48.748+03:00,GET,https://in.xspadvertising.com/ingest/crosspixel.html?k=Auto%20Accessories,HTTP/1.1,1253,0,,302,FOUND,HTTP/1.1,0,text/html; charset=utf-8,,https://in.xspadvertising.com/ingest/crosspixel.html?k=Auto%20Accessories&cc=1,668,371,,,0,-1,-1,-1,0,-1,246,35.167.94.73,,247,value,
15,,2019-10-12T08:08:48.872+03:00,GET,https://cms.analytics.yahoo.com/cms?partner_id=CROEL,HTTP/1.1,1149,0,,302,Found,HTTP/1.1,0,text/html;charset=utf-8,,https://tag.crsspxl.com/m.gif?yahoo_id=hakZGqEQI_lEVsnO4HF4QkYgo_J2OKJ7MTJs3g--,549,0,,,0,0,705,0,0,677,111,212.82.100.182,,817,value,
16,,2019-10-12T08:08:50.441+03:00,GET,https://www.taringa.net/dist/main-38ceb7beddd3bd322bbc.css,HTTP/1.1,792,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,872,106395,,,60,-1,-1,-1,0,-1,129,104.16.249.39,,190,,
17,,2019-10-12T08:08:50.780+03:00,GET,https://www.taringa.net/prebid2.24.0.js?v=1570654158441,HTTP/1.1,774,0,,200,OK,HTTP/1.1,0,application/javascript,,,871,69555,,,18,-1,-1,-1,0,-1,134,104.16.249.39,,153,value,
18,,2019-10-12T08:08:50.950+03:00,GET,https://www.taringa.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,HTTP/1.1,805,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,655,,,0,-1,-1,-1,0,-1,96,104.16.249.39,,97,,
19,,2019-10-12T08:08:51.437+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-NK2W8LC,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,25854,,,55,0,383,0,0,349,105,216.58.207.72,,543,value,
20,,2019-10-12T08:08:52.350+03:00,GET,https://www.taringa.net/apiv7/country/channels/popular?count=20&sort=created-desc,HTTP/1.1,876,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,689,655,,,0,-1,-1,-1,0,-1,509,104.16.249.39,,510,value,
21,,2019-10-12T08:08:52.419+03:00,GET,https://www.taringa.net/message.ogg,HTTP/1.1,773,0,,206,Partial Content,HTTP/1.1,0,audio/ogg,,,802,6638,,,10,0,350,0,0,310,507,104.16.249.39,,870,,
22,,2019-10-12T08:08:52.901+03:00,GET,https://tc.dataxpand.com/tc/5d5d7bb.js,HTTP/1.1,354,0,,200,OK,HTTP/1.1,0,text/javascript,,,519,4449,,,7,0,408,0,0,391,91,143.204.192.66,,507,,
23,,2019-10-12T08:08:53.479+03:00,GET,https://k62.kn3.net/taringa/D/1/3/2/0/B/KinotoMan01/550x627_47A.jpg,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,image/jpeg,,,642,44795,,,96,0,391,0,0,367,119,104.17.148.77,,609,,
24,,2019-10-12T08:08:53.613+03:00,GET,https://di.rlcdn.com/475939.gif?pdata=139352%3D1%2C139354%3D1%2C139355%3D1%2C139353%3D1%2C47600%3D1%2C47601%3D1%2C51127%3D1%2C47856%3D1%2C47895%3D1%2C84067%3D1%2C84068%3D1%2C142563%3D1%2C47871%3D1%2C98376%3D1%2C142578%3D1%2C52634%3D1%2C52603%3D1%2C47465%3D1%2C47469%3D1%2C47472%3D1%2C47473%3D1%2C82257%3D1%2C93220%3D1%2C93222%3D1%2C93223%3D1%2C93221%3D1%2C47504%3D1%2C47536%3D1%2C47538%3D1%2C47539%3D1%2C47559%3D1%2C47560%3D1%2C47571%3D1%2C47575%3D1%2C47576%3D1%2C47573%3D1%2C47584%3D1%2C142628%3D1%2C142637%3D1%2C142636%3D1%2C142638%3D1%2C143090%3D1%2C143092%3D1%2C143091%3D1%2C143085%3D1%2C143050%3D1%2C143051%3D1%2C47910%3D1%2C63277%3D1%2C82930%3D1%2C82233%3D1%2C63281%3D1%2C63282%3D1%2C47677%3D1%2C47687%3D1%2C144745%3D1%2C47684%3D1%2C103579%3D1%2C103583%3D1%2C103588%3D1%2C103589%3D1%2C63284%3D1%2C103603%3D1%2C47917%3D1%2C103605%3D1%2C103606%3D1%2C47918%3D1%2C103626%3D1%2C103628%3D1%2C103630%3D1%2C103632%3D1%2C143069%3D1%2C143070%3D1%2C143073%3D1%2C143076%3D1%2C139360%3D1%2C139331%3D1%2C47835%3D1,HTTP/1.1,1452,0,,200,OK,HTTP/1.1,0,image/gif,,,574,42,,,0,0,392,0,0,373,204,35.190.72.21,,598,value,
25,,2019-10-12T08:08:53.662+03:00,GET,https://tags.crwdcntrl.net/c/6746/cc_af.js,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,application/javascript,,,348,11436,,,14,0,408,0,0,390,80,93.184.220.113,,504,,
26,,2019-10-12T08:08:53.822+03:00,GET,https://di.rlcdn.com/474669.gif?pdata=139352%3D1%2C139354%3D1%2C139355%3D1%2C139353%3D1%2C47600%3D1%2C47601%3D1%2C51127%3D1%2C47856%3D1%2C47895%3D1%2C84067%3D1%2C84068%3D1%2C142563%3D1%2C47871%3D1%2C98376%3D1%2C142578%3D1%2C52634%3D1%2C52603%3D1%2C47465%3D1%2C47469%3D1%2C47472%3D1%2C47473%3D1%2C82257%3D1%2C93220%3D1%2C93222%3D1%2C93223%3D1%2C93221%3D1%2C47504%3D1%2C47536%3D1%2C47538%3D1%2C47539%3D1%2C47559%3D1%2C47560%3D1%2C47571%3D1%2C47575%3D1%2C47576%3D1%2C47573%3D1%2C47584%3D1%2C142628%3D1%2C142637%3D1%2C142636%3D1%2C142638%3D1%2C143090%3D1%2C143092%3D1%2C143091%3D1%2C143085%3D1%2C143050%3D1%2C143051%3D1%2C47910%3D1%2C63277%3D1%2C82930%3D1%2C82233%3D1%2C63281%3D1%2C63282%3D1%2C47677%3D1%2C47687%3D1%2C144745%3D1%2C47684%3D1%2C103579%3D1%2C103583%3D1%2C103588%3D1%2C103589%3D1%2C63284%3D1%2C103603%3D1%2C47917%3D1%2C103605%3D1%2C103606%3D1%2C47918%3D1%2C103626%3D1%2C103628%3D1%2C103630%3D1%2C103632%3D1%2C143069%3D1%2C143070%3D1%2C143073%3D1%2C143076%3D1%2C139360%3D1%2C139331%3D1%2C47835%3D1,HTTP/1.1,1452,0,,200,OK,HTTP/1.1,0,image/gif,,,574,42,,,0,-1,-1,-1,0,-1,195,35.190.72.21,,196,value,
27,,2019-10-12T08:08:55.242+03:00,GET,https://in.xspadvertising.com/ingest/crosspixel.html?k=Music%20Enthusiasts,HTTP/1.1,1254,0,,0,,unknown,0,,,,-1,-1,,,0,0,571,0,0,543,0,35.167.94.73,,572,value,No response received
28,,2019-10-12T08:08:55.603+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js?v=1570654158441,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=UTF-8,,https://securepubads.g.doubleclick.net/tag/js/gpt.js,482,249,,,0,0,248,0,0,217,88,216.58.207.34,,338,value,
29,,2019-10-12T08:08:55.740+03:00,GET,https://certify-js.alexametrics.com/atrk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,text/javascript,,,495,1638,,,1,0,360,39,0,331,94,13.225.249.20,,495,,
30,,2019-10-12T08:08:55.742+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,14512,,,32,-1,-1,-1,0,-1,99,216.58.207.34,,132,,
31,,2019-10-12T08:08:56.194+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,253,13,0,228,112,172.217.23.130,,380,value,
32,,2019-10-12T08:08:56.196+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,259,14,0,234,110,172.217.23.130,,385,value,
33,,2019-10-12T08:08:56.236+03:00,GET,https://ced.sascdn.com/tag/3343/smart.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,241,10130,,,0,0,345,0,0,312,502,88.221.224.90,,848,,
34,,2019-10-12T08:08:56.277+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstZO90TD03ty0NznRmbryApd1xi9qVeYKNiA-2vctw6D4RD4-Ow_b9Dq42LT57gY72Dn-zk0aZeLxAPgXpzbPNMgue_Z436ka9PZXtXiIbBeK9_Lfo&sai=AMfl-YTUu2pAbo3y336s4i9UYbI6qzx5L4-BbGtn2S82NQNEUKRTudEERxWLH67MCccNMd_1R0S3izl1HaXsEUCjscuzY0U0oSN3KI-abxAIRopQ4eepMeRBGHK2vcw&sig=Cg0ArKJSzBvKHDplj7eREAE&cid=CAASEuRoN5-14Ezur_PnPF5_FMUNmg&id=ampeos&o=26,50&d=728,90&ss=800,600&bs=800,600&mcvt=22316&mtos=0,0,22316,22316,22316&tos=0,0,22316,0,0&tfs=107&tls=22423&g=100&h=100&pt=7848&tt=22423&rpt=7848&rst=1570856906819&r=de&isd=inside&msd=inside",HTTP/1.1,986,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,263,0,0,234,103,172.217.22.2,,367,value,
35,,2019-10-12T08:08:56.319+03:00,GET,https://certify.alexametrics.com/atrk.gif?frame_height=600&frame_width=800&iframe=0&title=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&time=1570856935849&time_zone_offset=-180&screen_params=800x600x24&java_enabled=0&cookie_enabled=1&ref_url=&host_url=https%3A%2F%2Fwww.taringa.net%2F&random_number=11128588614&sess_cookie=bcef922316dbe5d57fd8c7c8a3e&sess_cookie_flag=0&user_cookie=bcef922316dbe5d57fd8c7c8a3e&user_cookie_flag=0&dynamic=true&domain=taringa.net&account=etmZn1QolK10Ug&jsv=20130128&user_lang=en-US,HTTP/1.1,874,0,,200,OK,HTTP/1.1,0,image/gif,,,511,43,,,0,0,420,0,0,389,85,13.225.249.75,,508,value,
36,,2019-10-12T08:08:56.369+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,66,0,327,30,0,290,85,216.58.206.14,,510,,
37,,2019-10-12T08:08:56.379+03:00,GET,https://quantcast.mgr.consensu.org/cmp.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,537,44047,,,102,0,380,36,0,348,84,13.225.249.44,,603,,
38,,2019-10-12T08:08:56.384+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvNXEZrgDHdbyGVkP3bHXtIX76_Dg12VFbh9nvNeDXiEFb3tQ9yGKdTV1Wk2q1Cw-9Q8W8LsC-Dg7w8djTaJGXqRG53_EO6EsjIcn4oqQ8&sig=Cg0ArKJSzDBDYA3BVqzaEAE&adk=2492480678&tt=6506&bs=779%2C600&mtos=6591,6591,6591,6591,6591&tos=6591,0,0,0,0&p=510,26,600,754&mcvt=6591&rs=3&ht=0&tfs=9579&tls=16170&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=22&niot_cbk=43&md=2&lm=2&rst=1570856906845&rpt=16322&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16138&ss=800%2C600&pt=9664&bin=1&deb=1-1-1-103-141-40-574-140-0-0-0&tvt=16147&r=u&id=osdtos&vs=4&uc=70&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191011",HTTP/1.1,979,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,-1,0,-1,93,172.217.22.2,,93,value,
39,,2019-10-12T08:08:56.464+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvSo8cYd7VrHDaqRX1RJWTv7n6Bt8GT0e8f7cuxTHZH3FZgL15CI0mr4H6DsYMNNSEROg8GxXuBcGA0CtUc8mSszXWS7UQ2yi6n06MBEwfQ0b0PRUesYOlW1-jdiZcSrlXplY5AazlKB3w&sai=AMfl-YT8JbZ9nhYtzjbbUXZVlK-Dm1SH9eeqRNWZSHBQPXPAcXHbszteKOoF91aPzIQyr1ZD011GiGfubY_krqo8TX99U_l-orpJdRU&sig=Cg0ArKJSzD_4pAfNSkShEAE&cid=CAASEuRoFHMiwZJ2U5FBfQ8dAgLRBA&adk=353852414&tt=6593&bs=779%2C600&mtos=8350,8350,8350,8350,8350&tos=8350,0,0,0,0&p=0,0,90,728&mcvt=8350&rs=1&ht=0&tfs=147&tls=8497&mc=1&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=25&niot_cbk=33&md=2&lm=2&rst=1570856908110&dlt=11031&rpt=13421&isd=0&oseid=3&xdi=0&ps=779%2C16138&ss=800%2C600&pt=1904&bin=1&deb=1-1-1-36-71-29-73-70-0-0-0&tvt=8472&is=728%2C90&iframe_loc=https%3A%2F%2Fwww.taringa.net%2F&r=u&id=osdtos&vs=4&uc=71&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=728x90&itpl=4&v=20191011",HTTP/1.1,2080,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,138,0,0,116,98,172.217.22.2,,237,value,
40,,2019-10-12T08:08:56.577+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1452728726&t=pageview&_s=1&dl=https%3A%2F%2Fwww.taringa.net%2F&ul=en-us&de=UTF-8&dt=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=QACAAEAB~&jid=1575026220&gjid=1709329884&cid=1525250259.1570856849&tid=UA-91290-1&_gid=561363444.1570856849&_r=1&gtm=2wga21NK2W8LC&cd1=%22v7%22&z=157432211,HTTP/1.1,743,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-91290-1&cid=1525250259.1570856849&jid=1575026220&_gid=561363444.1570856849&gjid=1709329884&_v=j79&z=157432211,642,415,,,0,-1,-1,-1,0,-1,90,216.58.206.14,,91,value,
41,,2019-10-12T08:08:56.614+03:00,GET,https://api.retargetly.com/loader?id=146,HTTP/1.1,910,0,,200,OK,HTTP/1.1,0,application/javascript,,,632,2398,,,2,0,246,0,4,221,176,104.20.138.67,,429,value,
42,,2019-10-12T08:08:56.783+03:00,GET,"https://tag.crsspxl.com/s1.js?d=2134&cb=1570856933137&dx=139352,139354,139355,139353,47600,47601,51127,47856,47895,84067,84068,142563,47871,98376,142578,52634,52603,47465,47469,47472,47473,82257,93220,93222,93223,93221,47504,47536,47538,47539,47559,47560,47571,47575,47576,47573,47584,142628,142637,142636,142638,143090,143092,143091,143085,143050,143051,47910,63277,82930,82233,63281,63282,47677,47687,144745,47684,103579,103583,103588,103589,63284,103603,47917,103605,103606,47918,103626,103628,103630,103632,143069,143070,143073,143076,139360,139331,47835",HTTP/1.1,1258,0,,200,,HTTP/1.1,0,text/javascript,,,791,949,,,0,0,693,0,0,665,166,23.21.124.241,,861,value,
43,,2019-10-12T08:08:56.800+03:00,GET,https://connect.facebook.net/es_LA/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,0,0,395,31,0,365,89,157.240.1.23,,517,,
44,,2019-10-12T08:08:56.801+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_modern_2019100301.js?21064579,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,56672,,,126,0,388,0,0,360,97,216.58.207.34,,613,value,
45,,2019-10-12T08:08:56.809+03:00,GET,https://api.retargetly.com/api?id=146&src=4&url=https%3A%2F%2Fwww.taringa.net%2F&ref=&utmz=&n=Taringa!%20-%20Inteligencia%20Colectiva%20en%20Taringa!&md=Taringa!%20es%20una%20plataforma%20que%20le%20da%20a%20las%20personas%20el%20poder%20de%20compartir%2C%20descubrir%20y%20buscar%20buenas%20ideas.%20Comparte%20tus%20pasiones%20en%20Taringa!&mk=&il=0&limit_drop=,HTTP/1.1,1386,0,,200,OK,HTTP/1.1,0,text/html,,,1243,520,,,0,-1,-1,-1,0,-1,225,104.20.138.67,,226,value,
46,,2019-10-12T08:08:48.098+03:00,CONNECT,https://bcp.crwdcntrl.net,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,0,8737,33,0,-1,0,18.138.175.72,,8770,,Unable to connect to host
47,,2019-10-12T08:08:56.926+03:00,GET,https://cm.smadex.com/pixel?sm_did=lotame,HTTP/1.1,467,0,,204,No Content,HTTP/1.1,0,,,,216,0,,,0,0,532,24,0,502,172,34.224.245.106,,730,value,
48,,2019-10-12T08:08:56.996+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-91290-1&cid=1525250259.1570856849&jid=1575026220&_gid=561363444.1570856849&gjid=1709329884&_v=j79&z=157432211,HTTP/1.1,622,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-91290-1&cid=1525250259.1570856849&jid=1575026220&_v=j79&z=157432211,671,363,,,0,0,322,0,0,299,91,74.125.133.156,,414,value,
49,,2019-10-12T08:08:57.103+03:00,GET,https://connect.facebook.net/es_LA/sdk.js?hash=88190c7bb0bf4cdfaf5135d9718e9fe7&ua=modern_es6,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59086,,,115,0,203,0,0,174,99,157.240.1.23,,418,value,
50,,2019-10-12T08:08:57.115+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-91290-1&cid=1525250259.1570856849&jid=1575026220&_v=j79&z=157432211,HTTP/1.1,486,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-91290-1&cid=1525250259.1570856849&jid=1575026220&_v=j79&z=157432211&slf_rd=1&random=3511507792,739,0,,,0,0,296,0,0,264,97,172.217.21.228,,394,value,
51,,2019-10-12T08:08:57.116+03:00,GET,"https://pixel-c2s.sitescout.com/dmp/set?provider=13&audiences=139352,139354,139355,139353,47600,47601,51127,47856,47895,84067,84068,142563,47871,98376,142578,52634,52603,47465,47469,47472,47473,82257,93220,93222,93223,93221,47504,47536,47538,47539,47559,47560,47571,47575,47576,47573,47584,142628,142637,142636,142638,143090,143092,143091,143085,143050,143051,47910,63277,82930,82233,63281,63282,47677,47687,144745,47684,103579,103583,103588,103589,63284,103603,47917,103605,103606,47918,103626,103628,103630,103632,143069,143070,143073,143076,139360,139331,47835",HTTP/1.1,979,0,,204,No Content,HTTP/1.1,0,,,,403,0,,,0,0,251,0,0,227,96,66.155.71.150,,348,value,
52,,2019-10-12T08:08:57.152+03:00,GET,https://tags.crwdcntrl.net/c/6746/cc.js?ns=_cc6746,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript,,,348,11433,,,10,0,308,0,0,273,93,93.184.220.113,,412,value,
53,,2019-10-12T08:08:57.220+03:00,GET,https://static.quantcast.mgr.consensu.org/v25/cmp-3pc-check.html,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,text/html,,,500,583,,,1,0,354,0,0,325,94,13.225.249.95,,450,,
54,,2019-10-12T08:08:57.237+03:00,GET,https://a21.t26.net/taringa/avatares/8/2/B/0/4/D/KinotoMan01/90x90_3C5.jpg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,638,6957,,,2,0,349,0,3,323,105,104.17.110.51,,460,,
55,,2019-10-12T08:08:57.311+03:00,GET,https://secure.adnxs.com/getuid?https://app.retargetly.com/sync?sid=$UID&pid=2,HTTP/1.1,858,0,,200,OK,HTTP/1.1,0,image/gif,,,798,43,,,0,0,243,0,0,212,99,185.33.223.209,,344,value,
