,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T08:08:43.405+03:00,GET,https://www.taringa.net/,HTTP/1.1,867,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,868,28751,,,387,-1,-1,-1,0,-1,2721,104.16.249.39,,3110,,
1,,2019-10-12T08:08:44.245+03:00,GET,https://tag.crsspxl.com/s2.html?d=2134&u=https%3A%2F%2Fwww.taringa.net%2F&dx=139352%2C139354%2C139355%2C139353%2C47600%2C47601%2C51127%2C47856%2C47895%2C84067%2C84068%2C142563%2C47871%2C98376%2C142578%2C52634%2C52603%2C47465%2C47469%2C47472%2C47473%2C82257%2C93220%2C93222%2C93223%2C93221%2C47504%2C47536%2C47538%2C47539%2C47559%2C47560%2C47571%2C47575%2C47576%2C47573%2C47584%2C142628%2C142637%2C142636%2C142638%2C143090%2C143092%2C143091%2C143085%2C143050%2C143051%2C47910%2C63277%2C82930%2C82233%2C63281%2C63282%2C47677%2C47687%2C144745%2C47684%2C103579%2C103583%2C103588%2C103589%2C63284%2C103603%2C47917%2C103605%2C103606%2C47918%2C103626%2C103628%2C103630%2C103632%2C143069%2C143070%2C143073%2C143076%2C139360%2C139331%2C47835&p=,HTTP/1.1,1433,0,,200,,HTTP/1.1,0,text/html,,,560,791,,,0,0,396,0,0,352,185,23.21.124.241,,583,value,
2,,2019-10-12T08:08:44.457+03:00,GET,https://sync.mathtag.com/sync/img?mt_exid=10012&redir=https://tag.crsspxl.com/m.gif?mmid=[MM_UUID],HTTP/1.1,1354,0,,302,Moved Temporarily,HTTP/1.1,0,image/gif,,https://tag.crsspxl.com/m.gif?mmid=03985da1-5e8a-4200-a925-e9545e97790d,440,0,,,0,-1,-1,-1,0,-1,114,185.29.132.23,,115,value,
3,,2019-10-12T08:08:44.459+03:00,GET,https://match.adsrvr.org/track/cmf/generic?ttd_pid=crosspixel&ttd_tpi=1,HTTP/1.1,1273,0,,302,Found,HTTP/1.1,0,text/html,,https://tag.crsspxl.com/m.gif?tdid=82342a8e-6912-48af-af87-65b93aeda370,702,173,,,0,0,8144,0,1,8097,251,13.229.188.209,,8396,value,
4,,2019-10-12T08:08:44.710+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=CPX12&google_cm,HTTP/1.1,1216,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://tag.crsspxl.com/m.gif?id=&google_gid=CAESENQKNv4z7mDM79MSaWSyrGs&google_cver=1,888,291,,,0,0,248,0,0,218,92,172.217.16.194,,342,value,
5,,2019-10-12T08:08:44.710+03:00,GET,https://idsync.rlcdn.com/366518.gif?partner_uid=4134580740778110205,HTTP/1.1,1217,0,,307,Temporary Redirect,HTTP/1.1,0,,,https://www.siliconanalytics.com/p/s?IDL=Xc1298RbMKFxapCW2DIciKBx1RJC_IFkkVTRQoFTn810e_AK4&p_uid=55e7bc216eb375dddd61fe9c97bc42d1e515a2a3a3bf3281f7354db3b2dce4ac8191bb57fc32d6d7,741,0,,,0,0,243,0,0,220,193,35.190.72.21,,438,value,
6,,2019-10-12T08:08:44.722+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvNXEZrgDHdbyGVkP3bHXtIX76_Dg12VFbh9nvNeDXiEFb3tQ9yGKdTV1Wk2q1Cw-9Q8W8LsC-Dg7w8djTaJGXqRG53_EO6EsjIcn4oqQ8&sig=Cg0ArKJSzDBDYA3BVqzaEAE&adk=2492480678&tt=974&bs=779%2C600&mtos=1058,1058,1058,1058,1058&tos=1058,0,0,0,0&p=510,26,600,754&mcvt=1058&rs=3&ht=0&tfs=9579&tls=10637&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=22&niot_cbk=43&md=2&lm=2&rst=1570856906845&rpt=16322&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C16138&ss=800%2C600&pt=9664&bin=1&deb=1-1-1-76-96-40-529-95-0-0-0&tvt=10615&r=v&id=osdim&vs=4&uc=25&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191011",HTTP/1.1,984,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,260,1,0,231,87,172.217.22.2,,350,value,
7,,2019-10-12T08:08:44.807+03:00,GET,https://d.turn.com/r/dd/id/L2NzaWQvMS9jaWQvMTgwMzI0NTAvdC8w/dpuid/4134580740778110205/url/https://tag.crsspxl.com/m.gif?tnid=$!{TURN_UUID},HTTP/1.1,1234,0,,302,Found,HTTP/1.1,0,,,https://tag.crsspxl.com/m.gif?tnid=2779329637939715853,469,0,,,0,0,340,0,0,316,151,46.228.164.13,,492,value,
8,,2019-10-12T08:08:44.968+03:00,GET,https://tag.crsspxl.com/m.gif?mmid=03985da1-5e8a-4200-a925-e9545e97790d,HTTP/1.1,1422,0,,200,,HTTP/1.1,0,image/gif,,,228,43,,,0,0,386,0,0,350,188,23.21.124.241,,575,value,
9,,2019-10-12T08:08:45.170+03:00,GET,https://tag.crsspxl.com/m.gif?tdid=82342a8e-6912-48af-af87-65b93aeda370,HTTP/1.1,1422,0,,200,,HTTP/1.1,0,image/gif,,,366,43,,,0,-1,-1,-1,0,-1,167,23.21.124.241,,168,value,
