,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.send,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
15,,2019-10-08T18:31:43.836+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,389,,,91,-1,0,-1,1,-1,-1,143.204.194.46,,92,
16,,2019-10-08T18:31:43.836+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,454,,,87,-1,0,-1,0,-1,-1,143.204.194.46,,88,
17,,2019-10-08T18:31:43.837+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3190,,,91,-1,0,-1,0,-1,-1,143.204.194.46,,92,
18,,2019-10-08T18:31:43.837+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,463,,,87,-1,0,-1,0,-1,-1,143.204.194.46,,88,
19,,2019-10-08T18:31:43.895+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,618,,,97,0,1,247,0,0,276,143.204.194.46,,376,
20,,2019-10-08T18:31:43.901+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3419,,,93,0,1,251,2,0,281,143.204.194.46,,379,
21,,2019-10-08T18:31:43.918+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570548703901,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2910,,,186,0,1,262,0,0,294,52.1.236.43,,483,value
22,,2019-10-08T18:31:43.966+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2078,,,89,-1,0,-1,1,-1,-1,143.204.194.46,,91,
23,,2019-10-08T18:31:43.966+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,993,,,90,-1,0,-1,0,-1,-1,143.204.194.46,,91,
24,,2019-10-08T18:31:44.112+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,173,-1,0,-1,0,-1,-1,52.1.236.43,,174,
25,,2019-10-08T18:31:44.331+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,56944,,,93,0,1,332,116,0,358,143.204.194.46,,569,
26,,2019-10-08T18:31:44.550+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,54921,,,82,-1,0,-1,43,-1,-1,143.204.194.46,,126,
27,,2019-10-08T18:31:45.431+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22046,,,102,0,0,2022,44,0,2053,216.58.207.72,,2201,value
28,,2019-10-08T18:31:46.135+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,177,0,0,2191,0,0,2234,3.222.33.131,,2414,
29,,2019-10-08T18:31:46.136+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,176,0,0,2193,0,0,2220,3.222.33.131,,2398,
30,,2019-10-08T18:31:46.145+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,167,0,0,694,0,0,720,3.222.33.131,,889,
31,,2019-10-08T18:31:46.154+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,158,0,0,2212,0,0,2250,3.222.33.131,,2411,
32,,2019-10-08T18:31:46.208+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,173,66,0,2527,0,0,2580,3.222.33.131,,2822,
33,,2019-10-08T18:31:46.209+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,172,0,0,2267,0,0,2296,3.222.33.131,,2470,
34,,2019-10-08T18:31:46.321+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,157,-1,0,-1,0,-1,-1,3.222.33.131,,159,
35,,2019-10-08T18:31:46.321+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,825,,200,OK,HTTP/1.1,0,,,,358,34,,,267,-1,0,-1,0,-1,-1,3.222.33.131,,268,
36,,2019-10-08T18:31:46.321+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,157,-1,0,-1,0,-1,-1,3.222.33.131,,158,
37,,2019-10-08T18:31:46.321+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,919,,200,OK,HTTP/1.1,0,,,,358,34,,,390,-1,0,-1,0,-1,-1,3.222.33.131,,391,
38,,2019-10-08T18:31:46.389+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,804,,200,OK,HTTP/1.1,0,,,,358,34,,,220,-1,0,-1,0,-1,-1,3.222.33.131,,221,
39,,2019-10-08T18:31:46.390+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,918,,200,OK,HTTP/1.1,0,,,,358,34,,,223,-1,0,-1,0,-1,-1,3.222.33.131,,224,
40,,2019-10-08T18:31:46.484+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,860,,200,OK,HTTP/1.1,0,,,,358,34,,,278,-1,0,-1,0,-1,-1,3.222.33.131,,279,
41,,2019-10-08T18:31:46.593+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,852,,200,OK,HTTP/1.1,0,,,,358,34,,,288,-1,0,-1,0,-1,-1,3.222.33.131,,289,
42,,2019-10-08T18:31:46.614+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,902,,200,OK,HTTP/1.1,0,,,,358,34,,,191,-1,0,-1,0,-1,-1,3.222.33.131,,192,
43,,2019-10-08T18:31:47.546+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,901,,200,OK,HTTP/1.1,0,,,,358,34,,,190,-1,0,-1,0,-1,-1,3.222.33.131,,191,
44,,2019-10-08T18:31:47.556+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,31625,,,83,35,0,1376,28,0,1416,157.240.1.23,,1564,
45,,2019-10-08T18:31:47.695+03:00,GET,https://connect.facebook.net/signals/config/1735692093320310?v=2.9.4&r=stable,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1072,79816,,,97,-1,0,-1,87,-1,-1,157.240.1.23,,185,value
46,,2019-10-08T18:31:47.749+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,618,26764,,,95,30,0,4131,65,0,4159,151.101.18.110,,4351,
47,,2019-10-08T18:31:47.906+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,577,10218,,,89,-1,0,-1,1,-1,-1,157.240.1.23,,91,value
48,,2019-10-08T18:31:47.983+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,82,0,0,1832,29,0,1867,172.217.22.110,,1980,
49,,2019-10-08T18:31:48.130+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=289421146&t=pageview&_s=1&dl=https%3A%2F%2Fwww.duolingo.com%2F&ul=en-us&de=UTF-8&dt=Duolingo%20-%20The%20world%27s%20best%20way%20to%20learn%20a%20language&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=899740181&gjid=904504866&cid=378547536.1570548708&tid=UA-21595814-1&_gid=719262566.1570548708&_r=1&gtm=2wg9p0TX6Z97C&did=i5iSjo&z=2062685962,HTTP/1.1,759,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_gid=719262566.1570548708&gjid=904504866&_v=j79&z=2062685962,643,416,,,96,-1,0,-1,0,-1,-1,172.217.22.110,,97,value
50,,2019-10-08T18:31:50.040+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_gid=719262566.1570548708&gjid=904504866&_v=j79&z=2062685962,HTTP/1.1,532,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_v=j79&z=2062685962,700,365,,,97,30,0,1750,0,0,1776,74.125.206.155,,1905,value
51,,2019-10-08T18:31:52.532+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,536,,,138,0,0,4562,0,0,4597,35.190.10.112,,4737,
52,,2019-10-08T18:31:52.639+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_v=j79&z=2062685962,HTTP/1.1,489,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_v=j79&z=2062685962&slf_rd=1&random=2873842160,741,0,,,116,0,0,2468,0,0,2494,172.217.18.4,,2612,value
53,,2019-10-08T18:31:53.401+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,532,6162,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,366,,,130,-1,2,-1,0,-1,-1,35.190.10.112,,132,
54,,2019-10-08T18:31:53.750+03:00,GET,https://www.facebook.com/tr/?id=1735692093320310&ev=PageView&dl=https%3A%2F%2Fwww.duolingo.com%2F&rl=&if=false&ts=1570548708010&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=157&fbp=fb.1.1570548708009.1237463119&it=1570548707692&coo=false&rqm=GET,HTTP/1.1,591,0,,200,OK,HTTP/1.1,0,image/gif,,,499,44,,,99,33,0,5678,0,0,5701,157.240.1.35,,5835,value
55,,2019-10-08T18:31:56.661+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=378547536.1570548708&jid=899740181&_v=j79&z=2062685962&slf_rd=1&random=2873842160,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,119,19,0,3851,0,0,3880,216.58.206.3,,4020,value
