,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.dns,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T07:59:29.667+03:00,GET,https://snes.party/,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,310,710,,,2236,2,322,124,2276,5,0,45.63.119.229,,2732,
1,,2019-10-12T07:59:29.824+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.css,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,337,511765,,,-1,1,-1,182,-1,324,-1,45.63.119.229,,507,
2,,2019-10-12T07:59:30.021+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,351,995512,,,156,1,0,184,194,507,0,45.63.119.229,,887,
3,,2019-10-12T07:59:31.993+03:00,GET,https://fonts.googleapis.com/css?family=Pacifico,HTTP/1.1,374,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,416,,,1605,0,0,117,1645,1,0,172.217.23.138,,1765,value
4,,2019-10-12T07:59:32.001+03:00,GET,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic&subset=latin",HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,423,,,2115,0,38,109,2135,2,0,172.217.23.138,,2287,value
5,,2019-10-12T07:59:34.339+03:00,GET,https://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,23484,,,1962,1,0,133,1990,37,0,172.217.16.131,,2163,
