,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,response._error
0,,2019-10-11T17:51:42.379+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2427,8577,,,31,0,3132,2,271,3091,72,185.63.145.1,,3510,
1,,2019-10-11T17:51:44.316+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,767,14780,,,1,0,1531,1,975,1509,61,212.55.190.51,,2571,
2,,2019-10-11T17:51:44.328+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,22839,,,13,0,1543,0,186,1513,61,212.55.190.51,,1805,
3,,2019-10-11T17:51:44.336+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,804,13167,,,2,0,1552,0,833,1529,63,212.55.190.51,,2452,
4,,2019-10-11T17:51:45.327+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,0,-1,-1,0,85,-1,-1,212.55.190.51,,87,
5,,2019-10-11T17:51:45.752+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,212.55.190.51,,0,No response received
6,,2019-10-11T17:51:45.756+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,212.55.190.51,,0,No response received
7,,2019-10-11T17:51:45.759+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,212.55.190.51,,0,No response received
