,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.wait,timings.send,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
17,,2019-10-09T17:51:51.436+03:00,GET,https://fonts.googleapis.com/css?family=Noto+Sans%3A300%2C400%2C600%2C700%2C400italic%7CLato%3A300%2C400%2C600%2C700%2C400italic%7CCabin%3A300%2C400%2C600%2C700%2C400italic&subset=latin%2Clatin-ext%2Ccyrillic-ext%2Cgreek-ext%2Ccyrillic,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,1033,,,2585,31,118,1,1,2709,0,172.217.23.138,,2863,value,
18,,2019-10-09T17:51:51.516+03:00,GET,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,36811,,,-1,36,127,1,103,37,0,172.217.23.98,,306,,
19,,2019-10-09T17:51:51.620+03:00,GET,http://www.foddy.net/wp/wp-includes/js/wp-emoji-release.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,519,4211,,,-1,-1,88,0,5,-1,-1,104.28.23.57,,94,,
20,,2019-10-09T17:51:51.733+03:00,GET,http://www.foddy.net/wp/wp-content/themes/letsblog/fonts/fontawesome-webfont.woff2?v=4.4.0,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,486,64466,,,-1,-1,242,0,80,-1,-1,104.28.23.57,,322,value,
21,,2019-10-09T17:51:51.733+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0IIpQlx3QUlC5A4PNr5TRA.woff2,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,16056,,,-1,0,115,0,183,30,0,172.217.22.3,,331,,
22,,2019-10-09T17:51:51.739+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0OIpQlx3QUlC5A4PNr4ARCQ_k.woff2,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,15312,,,-1,0,163,0,143,24,0,172.217.22.3,,331,,
23,,2019-10-09T17:51:51.741+03:00,GET,http://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,23484,,,-1,0,137,1,165,34,0,172.217.22.3,,339,,
24,,2019-10-09T17:51:51.741+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0NIpQlx3QUlC5A4PNjXhFVZNyB.woff2,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,16180,,,-1,0,189,0,117,21,0,172.217.22.3,,330,,
25,,2019-10-09T17:51:51.742+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-4x0qWljRw-Pd8w__0.woff2,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,font/woff2,,,393,19252,,,-1,0,132,0,164,21,0,172.217.22.3,,319,,
26,,2019-10-09T17:51:51.742+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-480qWljRw-PdeL2uhluyk.woff2,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,18724,,,-1,0,165,0,157,33,0,172.217.22.3,,358,,
27,,2019-10-09T17:51:51.815+03:00,POST,http://www.foddy.net/wp/wp-admin/admin-ajax.php,HTTP/1.1,554,49,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,682,2503,,,-1,-1,500,0,1,-1,-1,104.28.23.57,,502,,
28,,2019-10-09T17:51:54.186+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,2076,168,138,1,4,2104,0,172.217.23.98,,2417,,
29,,2019-10-09T17:51:55.257+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,3281,0,110,0,0,3380,0,216.58.206.2,,3493,value,
30,,2019-10-09T17:51:55.464+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,3408,0,116,0,196,3583,0,172.217.23.98,,3898,,
31,,2019-10-09T17:51:55.750+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,121,0,123,0,174,162,0,172.217.23.98,,461,,
32,,2019-10-09T17:51:55.917+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,3941,0,99,0,0,4040,0,216.58.205.226,,4142,value,
33,,2019-10-09T17:51:56.090+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&h=600&twa=1&slotname=8109438796&adk=3427189877&adf=460500715&w=255&fwrn=4&fwrnh=100&lmt=1570632178&guci=2.2.0.0.2.2.0.0&format=255x600&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&flash=0&fwr=0&rh=600&rw=255&wgl=1&adsid=NT&dt=1570632711873&bpp=33&bdt=3240&fdt=4192&idt=4192&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=2332585878992&frm=20&pv=2&ga_vid=1324988620.1570632716&ga_sid=1570632716&ga_hid=484125958&ga_fc=0&iag=0&icsg=16299&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=523&ady=994&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=662318612863351&pem=907&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.k60ozxcajoak&fsb=1&xpc=hzg77O2gk9&p=http%3A//www.foddy.net&dtd=4213,HTTP/1.1,1451,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,21089,,,-1,-1,426,0,28,-1,-1,172.217.23.98,,455,value,
34,,2019-10-09T17:51:56.246+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570632178&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570632711907&bpp=12&bdt=3275&fdt=4193&idt=4193&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=2332585878992&frm=20&pv=1&ga_vid=1324988620.1570632716&ga_sid=1570632716&ga_hid=484125958&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C229739147%2C229739149&oid=3&pvsid=662318612863351&pem=907&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=1.m80tblhs8id4&fsb=1&dtd=4198,HTTP/1.1,1447,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,115,0,102,1,0,133,0,172.217.23.98,,238,value,
35,,2019-10-09T17:51:56.533+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1345,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,-1,-1,205,0,0,-1,-1,172.217.23.138,,206,value,
36,,2019-10-09T17:51:58.187+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1351,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,1516,0,141,1,124,1638,0,172.217.23.98,,1906,value,
37,,2019-10-09T17:51:58.190+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,2039,32,127,0,131,2059,0,172.217.23.98,,2352,value,
38,,2019-10-09T17:51:59.049+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1353,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,2378,0,115,1,56,2501,0,172.217.16.129,,2673,,
39,,2019-10-09T17:51:59.051+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1357,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,2380,0,121,1,5,2509,0,172.217.16.129,,2638,,
40,,2019-10-09T17:51:59.051+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1339,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,2378,0,104,1,30,2499,0,172.217.16.129,,2635,,
41,,2019-10-09T17:51:59.052+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1350,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,2381,0,130,0,0,2515,0,172.217.16.129,,2648,,
42,,2019-10-09T17:51:59.258+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C76k5H_idXZz9NsuQxgKruazgA7K5p6VW8-z12PgJ2Ky2lYsDEAEgrozKKWD5uvSDnBCgAeL55ewDyAEBqAMByAPDBKoEsQFP0NtLzpAyWDgzHcXGU_BhfBXD7cTK_I-SHfHEuBnpyr-hSKIs2QdawAhUjPRGpU27JJ8xI2iYbXAk3l52z_5h6OPi48FCMnLxTooAARnD-qnkxM-sjJe8RsWZBmZ8FSieRQg8ib5jfIBjKUcEl0mNWMfe2stMafNVcDxHCqW7LW5NJQmR3iFKTiEezU-MZ6wNJFaQ5rGlo809wwSCOx5Tx9BhRJDLGSdoz24PLadnUrHABPPVs8nsAZIFBAgEGAGSBQQIBRgEoAZRgAeGhpoTqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEIDMONIIBwiAYRABGB6ACgHYEww&sigh=Uf0Fyi8biuk&tpd=AGWhJmvZA0Dmsk6-QNMh22TxIfilnAVChdukSI1EvFeH53Dq4A,HTTP/1.1,1930,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,-1,111,1,0,-1,-1,172.217.23.98,,113,value,
43,,2019-10-09T17:51:59.272+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1518,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,608,145,,,-1,-1,106,0,1,-1,-1,172.217.23.98,,108,value,
44,,2019-10-09T17:52:01.152+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,1723,0,157,0,0,1746,0,172.217.21.228,,1906,,
45,,2019-10-09T17:52:01.315+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,594,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,-1,-1,96,0,0,-1,-1,172.217.23.98,,97,,
46,,2019-10-09T17:52:02.386+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,3086,0,111,0,26,3126,0,172.217.22.3,,3266,,
47,,2019-10-09T17:52:02.598+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1351,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,1,0,-1,-1,172.217.23.98,,1,,No response received
