,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T17:39:48.738+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31897,,,3504,211,1,2,3545,91,0,157.240.1.35,,3852,,
1,,2019-10-09T17:39:50.449+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/tYxB0uLJEoC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,39759,,,1268,91,0,0,1308,152,0,157.240.1.23,,1553,value,
2,,2019-10-09T17:39:50.456+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,579,5428,,,1274,102,0,0,1315,15,0,157.240.1.23,,1434,value,
3,,2019-10-09T17:39:50.467+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,19280,,,1294,104,0,1,1327,110,0,157.240.1.23,,1543,value,
4,,2019-10-09T17:39:50.469+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yQ/l/0,cross/KAn3Pu9M7my.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36737,,,1287,143,0,0,1324,144,0,157.240.1.23,,1613,value,
5,,2019-10-09T17:39:50.473+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yI/l/0,cross/4Zixz8DG59H.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,11516,,,1292,139,0,0,1329,25,0,157.240.1.23,,1494,value,
6,,2019-10-09T17:39:50.485+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,1313,162,1,0,1347,16,0,157.240.1.23,,1529,value,
7,,2019-10-09T17:39:50.587+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,16994,,,-1,124,-1,0,-1,43,-1,157.240.1.23,,168,value,
8,,2019-10-09T17:39:50.642+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yl/l/0,cross/1n9F5652p_Q.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,579,7655,,,-1,92,-1,0,-1,7,-1,157.240.1.23,,100,value,
9,,2019-10-09T17:39:50.668+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/Cn-wqxdzqm1.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80596,,,-1,135,-1,0,-1,185,-1,157.240.1.23,,322,value,
