,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:45:17.029+03:00,GET,https://www.youtube.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,985,41537,,,0,1381,774,1,2,1329,172,172.217.22.78,,2331,
1,,2019-10-08T16:45:17.468+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-home-page-skeleton-webp-vflFdVBW1.css,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/css,,,562,1308,,,0,194,0,0,1,158,91,172.217.22.78,,287,
2,,2019-10-08T16:45:17.468+03:00,GET,https://www.youtube.com/yts/cssbin/www-onepick-webp-vflsYL2Tr.css,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/css,,,559,329,,,0,201,2,0,1,159,82,172.217.22.78,,289,
3,,2019-10-08T16:45:17.468+03:00,GET,https://www.youtube.com/yts/jsbin/web-animations-next-lite.min-vflluX5aW/web-animations-next-lite.min.js,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,15742,,,0,204,47,0,1,164,90,172.217.22.78,,344,
4,,2019-10-08T16:45:17.468+03:00,GET,https://www.youtube.com/yts/jsbin/custom-elements-es5-adapter-vflsrwHZH/custom-elements-es5-adapter.js,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,814,,,0,205,0,0,4,168,101,172.217.22.78,,311,
5,,2019-10-08T16:45:17.468+03:00,GET,https://www.youtube.com/yts/jsbin/webcomponents-sd-vflsdda5l/webcomponents-sd.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,21439,,,0,209,45,0,1,170,93,172.217.22.78,,349,
6,,2019-10-08T16:45:17.553+03:00,GET,https://www.youtube.com/yts/htmlbin/desktop_polymer_v2-vflGIbXVl.html,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,text/html,,,616,341196,,,-1,-1,336,-1,0,-1,87,172.217.22.78,,424,
7,,2019-10-08T16:45:17.553+03:00,GET,https://www.youtube.com/yts/jsbin/scheduler-vflhRKj4U/scheduler.js,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,2595,,,-1,-1,1,-1,0,-1,101,172.217.22.78,,103,
8,,2019-10-08T16:45:17.584+03:00,GET,https://www.youtube.com/yts/jsbin/www-tampering-vflEgtWpA/www-tampering.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,3635,,,-1,-1,4,-1,0,-1,90,172.217.22.78,,96,
9,,2019-10-08T16:45:17.615+03:00,GET,https://www.youtube.com/yts/jsbin/www-prepopulator-vfl8hLntF/www-prepopulator.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,321,,,-1,-1,0,-1,0,-1,101,172.217.22.78,,103,
10,,2019-10-08T16:45:17.615+03:00,GET,https://www.youtube.com/yts/jsbin/spf-vflqCgDoF/spf.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,12228,,,-1,-1,15,-1,0,-1,96,172.217.22.78,,113,
11,,2019-10-08T16:45:17.669+03:00,GET,https://www.youtube.com/yts/jsbin/network-vflX047bV/network.js,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,4691,,,-1,-1,4,-1,0,-1,84,172.217.22.78,,89,
