,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:55:20.642+03:00,GET,https://sleepyti.me/,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,630,4495,,,3225,0,16,1,2,223,3171,104.154.63.26,,3469,
1,,2019-10-08T16:55:20.938+03:00,GET,https://sleepyti.me/app/css/normalize.css,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,text/css,,,474,2623,,,-1,-1,4,-1,2,223,-1,104.154.63.26,,230,
2,,2019-10-08T16:55:21.175+03:00,GET,https://sleepyti.me/app/css/skeleton.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,474,2773,,,-1,-1,0,-1,1,190,-1,104.154.63.26,,192,
3,,2019-10-08T16:55:21.329+03:00,GET,https://sleepyti.me/wp-content/uploads/2019/09/home-logo-sleepy-time.png,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,image/png,,,423,8263,,,381,0,0,0,1,206,348,104.154.63.26,,590,
4,,2019-10-08T16:55:22.644+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,619,33576,,,1668,0,70,37,0,121,1641,172.217.21.234,,1897,
5,,2019-10-08T16:55:23.000+03:00,GET,"https://fonts.googleapis.com/css?family=Raleway:400,300,600",HTTP/1.1,386,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,385,,,2028,0,1,37,0,106,2001,216.58.207.42,,2175,value
6,,2019-10-08T16:55:23.016+03:00,GET,"https://fonts.googleapis.com/css?family=Open+Sans:400,400italic,300,600",HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,690,,,2036,0,0,40,0,105,2005,216.58.207.42,,2183,value
7,,2019-10-08T16:55:23.016+03:00,GET,https://fonts.googleapis.com/css?family=Open+Sans,HTTP/1.1,345,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,472,,,2047,0,0,39,0,95,2019,216.58.207.42,,2183,value
8,,2019-10-08T16:55:23.150+03:00,GET,https://fonts.googleapis.com/css?family=Bree+Serif,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,323,,,-1,-1,0,-1,0,111,-1,216.58.207.42,,113,value
9,,2019-10-08T16:55:25.393+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-M2XBJ29,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,19947,,,2212,0,44,30,0,119,2184,216.58.207.72,,2407,value
10,,2019-10-08T16:55:25.483+03:00,GET,https://fonts.gstatic.com/s/raleway/v14/1Ptug8zYS_SKggPNyC0ITw.woff2,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,20724,,,2277,0,52,0,0,93,2237,172.217.21.227,,2424,
11,,2019-10-08T16:55:25.491+03:00,GET,https://fonts.gstatic.com/s/raleway/v14/1Ptrg8zYS_SKggPNwIYqWqZPAA.woff2,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,20808,,,2287,0,56,0,1,88,2257,172.217.21.227,,2434,
12,,2019-10-08T16:55:25.501+03:00,GET,https://fonts.gstatic.com/s/raleway/v14/1Ptrg8zYS_SKggPNwPIsWqZPAA.woff2,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,20872,,,2303,0,49,0,1,94,2262,172.217.21.227,,2448,
13,,2019-10-08T16:55:26.921+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,1354,0,37,0,0,106,1321,172.217.22.110,,1500,
14,,2019-10-08T16:55:27.139+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1566123881&t=pageview&_s=1&dl=https%3A%2F%2Fsleepyti.me%2F&ul=en-us&de=UTF-8&dt=sleepyti.me%20bedtime%20calculator&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=69831448&gjid=1352105235&cid=850179316.1570542927&tid=UA-146934170-1&_gid=1527787709.1570542927&_r=1&gtm=2wg9p0M2XBJ29&z=1704480254,HTTP/1.1,704,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,-1,2,102,-1,172.217.22.110,,106,value
