,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.ssl,timings.wait,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
18,,2019-10-09T18:54:20.842+03:00,GET,http://www.foddy.net/wp/wp-includes/js/wp-emoji-release.min.js,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,519,4211,,,0,-1,-1,88,-1,-1,1,104.28.22.57,,90,,
19,,2019-10-09T18:54:21.393+03:00,GET,https://fonts.googleapis.com/css?family=Noto+Sans%3A300%2C400%2C600%2C700%2C400italic%7CLato%3A300%2C400%2C600%2C700%2C400italic%7CCabin%3A300%2C400%2C600%2C700%2C400italic&subset=latin%2Clatin-ext%2Ccyrillic-ext%2Cgreek-ext%2Ccyrillic,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,1033,,,1,0,3085,114,3104,0,2,216.58.207.42,,3223,value,
20,,2019-10-09T18:54:21.663+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0IIpQlx3QUlC5A4PNr5TRA.woff2,HTTP/1.1,532,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,16056,,,0,31,-1,114,39,0,69,172.217.21.227,,255,,
21,,2019-10-09T18:54:21.667+03:00,GET,http://www.foddy.net/wp/wp-content/themes/letsblog/fonts/fontawesome-webfont.woff2?v=4.4.0,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,487,64466,,,0,-1,-1,187,-1,-1,54,104.28.22.57,,243,value,
22,,2019-10-09T18:54:21.672+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0OIpQlx3QUlC5A4PNr4ARCQ_k.woff2,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,15312,,,0,17,-1,119,20,0,84,172.217.21.227,,242,,
23,,2019-10-09T18:54:21.675+03:00,GET,http://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,font/woff2,,,392,23484,,,0,14,-1,112,20,0,91,172.217.21.227,,239,,
24,,2019-10-09T18:54:21.678+03:00,GET,http://fonts.gstatic.com/s/notosans/v9/o-0NIpQlx3QUlC5A4PNjXhFVZNyB.woff2,HTTP/1.1,536,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,16180,,,0,11,-1,123,28,0,76,172.217.21.227,,241,,
25,,2019-10-09T18:54:21.681+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-4x0qWljRw-Pd8w__0.woff2,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,font/woff2,,,393,19252,,,0,8,-1,160,43,0,47,172.217.21.227,,261,,
26,,2019-10-09T18:54:21.684+03:00,GET,http://fonts.gstatic.com/s/cabin/v14/u-480qWljRw-PdeL2uhluyk.woff2,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,font/woff2,,,394,18724,,,0,5,-1,122,28,0,76,172.217.21.227,,233,,
27,,2019-10-09T18:54:21.750+03:00,POST,http://www.foddy.net/wp/wp-admin/admin-ajax.php,HTTP/1.1,554,49,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,683,2503,,,0,-1,-1,476,-1,-1,0,104.28.22.57,,477,,
28,,2019-10-09T18:54:23.800+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,1,0,1951,109,1982,0,3,216.58.210.2,,2098,,
29,,2019-10-09T18:54:23.944+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1,50,2030,112,2094,0,1,172.217.22.98,,2259,value,
30,,2019-10-09T18:54:25.231+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,87,0,3395,117,3430,0,149,172.217.23.98,,3785,,
31,,2019-10-09T18:54:25.483+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,3662,97,3685,0,0,216.58.210.2,,3785,value,
32,,2019-10-09T18:54:25.634+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&h=600&twa=1&slotname=8109438796&adk=3427189877&adf=460500715&w=255&fwrn=4&fwrnh=100&lmt=1570635843&guci=2.2.0.0.2.2.0.0&format=255x600&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&flash=0&fwr=0&rh=600&rw=255&wgl=1&adsid=NT&dt=1570636461795&bpp=17&bdt=3563&fdt=3812&idt=3813&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=3177852287136&frm=20&pv=2&ga_vid=2098740673.1570636466&ga_sid=1570636466&ga_hid=1601127851&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=523&ady=994&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199335&oid=3&pvsid=4226902114753693&pem=560&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=a!1&xpc=qn2xBXpQOJ&p=http%3A//www.foddy.net&dtd=3835,HTTP/1.1,1412,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,21216,,,0,-1,-1,376,-1,-1,46,216.58.210.2,,424,value,
33,,2019-10-09T18:54:25.831+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570635843&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570636461812&bpp=9&bdt=3580&fdt=3831&idt=3831&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=3177852287136&frm=20&pv=1&ga_vid=2098740673.1570636466&ga_sid=1570636466&ga_hid=1601127851&ga_fc=0&iag=0&icsg=180139&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=20199335&oid=3&pvsid=4226902114753693&pem=560&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=a!1&dtd=3837,HTTP/1.1,1408,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,1,0,149,100,175,0,0,216.58.210.2,,278,value,
34,,2019-10-09T18:54:26.034+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1306,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,0,-1,-1,111,-1,-1,0,216.58.207.42,,113,value,
35,,2019-10-09T18:54:27.322+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1312,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,8,0,1653,130,1679,0,64,172.217.22.98,,1883,value,
36,,2019-10-09T18:54:27.354+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,21,0,1261,128,1294,0,66,172.217.22.98,,1510,value,
37,,2019-10-09T18:54:30.621+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/error_handler.js,HTTP/1.1,1312,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,3377,,,87,60,4491,39,4524,0,1,172.217.16.129,,4713,,
38,,2019-10-09T18:54:30.667+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1314,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,57,53,4492,110,4526,0,36,172.217.16.129,,4784,,
39,,2019-10-09T18:54:30.752+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1300,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,1,0,4649,108,4676,0,12,172.217.16.129,,4798,,
40,,2019-10-09T18:54:30.756+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1318,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,0,36,4625,116,4677,0,1,172.217.16.129,,4832,,
41,,2019-10-09T18:54:30.760+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1311,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,40,4658,115,4685,0,1,172.217.16.129,,4843,,
42,,2019-10-09T18:54:31.000+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C0aUsxQaeXa-EHouU3wOS07ywDrK5p6VW8-z12PgJ2Ky2lYsDEAEgrozKKWD5uvSDnBCgAeL55ewDyAEBqAMByAPDBKoEtwFP0JSJRn6s-f4uEKXfEwe2v4jNFXrzniEWypsJd_T7JKZcJa3Cm8oFJma337A-ymyre1NXQYCoos3fveevWMBT4nN6FwO7F_Pi5XkWdsfysI_kfVE-qdtVIpBn-W6fnn-vxX8UEdWjZvjNNRRRoDowsA7yopW3BBqxtN22etIZrplBw_FjaDOGOW72yW3F2YVnb6YvRI_KgXGMyFOUhGn224uzTzLAd8K5IuuAWWRNZaR3JcDmo6vABPPVs8nsAZIFBAgEGAGSBQQIBRgEoAZRgAeGhpoTqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEI_KNNIIBwiAYRABGB6ACgHYEww&sigh=b4t9kFXn110&tpd=AGWhJmteFbS9zc8NhcrM-Rd9Mb2NKp8nPQUjz1bpGCDkVmojqg,HTTP/1.1,1899,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,1,-1,-1,112,-1,-1,1,216.58.210.2,,115,value,
43,,2019-10-09T18:54:31.013+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1479,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,608,145,,,0,-1,-1,87,-1,-1,1,216.58.210.2,,90,value,
44,,2019-10-09T18:54:31.955+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,8,0,916,85,953,0,22,172.217.21.227,,1070,,
45,,2019-10-09T18:54:32.382+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,1,1214,127,1243,0,0,172.217.21.228,,1373,,
46,,2019-10-09T18:54:32.519+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,1,-1,-1,118,-1,-1,0,216.58.210.2,,121,,
47,,2019-10-09T18:54:32.731+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1312,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,-1,0,172.217.23.98,,0,,No response received
