,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
57,,2019-10-08T18:19:30.952+03:00,GET,https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=3869655742312584&correlator=143171890998619&output=ldjh&callback=googletag.impl.pubads.callbackProxy1&impl=fifs&adsid=NT&eid=21063205%2C21063817&vrg=2019100301&guci=2.2.0.0.2.2.0.0&plat=1%3A536870920%2C2%3A553648136%2C8%3A134217736&sc=1&sfv=1-0-35&ecs=20191008&iu_parts=430166808%2CBraniac%2CHome-Billboard%2Csticky-dsk%2Cfeed-home&enc_prev_ius=%2F0%2F1%2F2%2C%2F0%2F1%2F3%2C%2F0%2F1%2F4%2C%2F0%2F1%2F4&prev_iu_szs=728x90%7C970x90%2C728x90%7C970x90%2C320x50%7C336x280%7C300x250%2C320x50%7C336x280%7C300x250&fluid=0%2C0%2Cheight%2Cheight&prev_scp=logged%3Dfalse%26browser%3DChrome%26td%3Dno%7Clogged%3Dfalse%26browser%3DChrome%26td%3Dno%26hb_format_appnexus%3Dbanner%26hb_source_appnexus%3Dclient%26hb_size_appnexus%3D728x90%26hb_pb_appnexus%3D0.00%26hb_adid_appnexus%3D2206c3e935defcb%26hb_bidder_appnexus%3Dappnexus%26hb_format%3Dbanner%26hb_source%3Dclient%26hb_size%3D728x90%26hb_pb%3D0.00%26hb_adid%3D2206c3e935defcb%26hb_bidder%3Dappnexus%7Clogged%3Dfalse%26browser%3DChrome%26feed%3Dexp%26td%3Dno%7Clogged%3Dfalse%26browser%3DChrome%26feed%3Dexp%26td%3Dno&eri=1&cookie=ID%3De0e97b01dbaed3c7%3AT%3D1570548906%3AS%3DALNI_MZiZYn1mjVEh8IQJ-bp86BKLjnK6A&bc=31&abxe=1&lmt=1570547970&dt=1570547970727&dlt=1570547968244&idt=1358&frm=20&biw=779&bih=600&oid=3&adxs=26%2C26%2C222%2C222&adys=50%2C600%2C4942%2C10376&adks=2955714392%2C2492480678%2C2038352438%2C2038352441&ucis=1%7C2%7C3%7C4&ifi=1&u_tz=180&u_his=2&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_sd=1&flash=0&url=https%3A%2F%2Fwww.taringa.net%2F&dssz=27&icsg=3845120&std=0&vis=1&dmc=8&scr_x=0&scr_y=0&psz=779x90%7C779x-1%7C747x280%7C747x280&msz=728x90%7C728x-1%7C336x280%7C336x280&ga_vid=375308903.1570547828&ga_sid=1570547971&ga_hid=1952899215&fws=4%2C516%2C4%2C4&ohw=779%2C779%2C779%2C779,HTTP/1.1,2250,0,,200,OK,HTTP/1.1,0,text/plain; charset=UTF-8,,,922,3708,,,173,553,0,1,1,0,202,172.217.22.98,,758,value,
58,,2019-10-08T18:19:30.981+03:00,GET,https://cm.smadex.com/pixel?sm_did=lotame,HTTP/1.1,477,0,,204,No Content,HTTP/1.1,0,,,,216,0,,,371,204,0,0,0,0,407,52.4.101.199,,612,value,
59,,2019-10-08T18:19:31.003+03:00,GET,"https://pixel-c2s.sitescout.com/dmp/set?provider=13&audiences=139352,139354,139355,139353,47600,47601,51127,47856,47895,84067,84068,142563,47871,98376,142578,52634,52603,47465,47469,47472,47473,82257,93220,93222,93223,93221,47504,47536,47538,47539,47559,47560,47571,47575,47576,47573,47584,142628,142637,142636,142638,143090,143092,143091,143085,143050,143051,47910,63277,82930,82233,63281,63282,47677,47687,144745,47684,103579,103583,103588,103589,63284,103603,47917,103605,103606,47918,103626,103628,103630,103632,143069,143070,143073,143076,139360,139331,47835",HTTP/1.1,979,0,,204,No Content,HTTP/1.1,0,,,,403,0,,,327,90,84,0,0,0,347,66.155.71.25,,522,value,
60,,2019-10-08T18:19:31.012+03:00,GET,https://quantcast.mgr.consensu.org/cmp.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,526,44184,,,314,87,56,0,79,0,340,143.204.192.54,,564,,
61,,2019-10-08T18:19:31.015+03:00,GET,https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_2019100301.js,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,24653,,,184,116,0,0,57,0,213,172.217.22.98,,387,,
62,,2019-10-08T18:19:31.039+03:00,GET,https://ced.sascdn.com/tag/3343/smart.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,241,10130,,,290,156,29,0,453,0,310,104.82.86.160,,949,,
63,,2019-10-08T18:19:31.061+03:00,GET,https://tpc.googlesyndication.com/safeframe/1-0-35/html/container.html,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/html,,,541,3491,,,195,97,0,0,2,0,223,216.58.207.65,,324,,
64,,2019-10-08T18:19:31.386+03:00,GET,https://app.retargetly.com/sync?pid=39&sid=7c5c43bb-cca1-44e5-a0f8-3d1cccf9fe75-tuct496322b,HTTP/1.1,1374,0,,200,OK,HTTP/1.1,0,image/png,,,1057,68,,,491,170,88,0,0,0,521,69.164.211.105,,780,value,
65,,2019-10-08T18:19:31.532+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsuH9p8yoaDO20BRhc2yvm2Sg1IhIWhsCzNO1ow2kcdGPb6sDC7sbfMwvcHPVlU9rFKO3aUUfhJDJ8_3sVrOLgDX1wTVwC82osqRFw7EfAnBQsyr3F_irwOCWd-1hM4hXnGNgT93n9R0t_-VqpIfZbrMdF95E99z-9yU_0ohvh6X-z2rAerzG0wjw53Vs4eAruhL_OWWQXsrPxPR7wQekq5_K9cUxZtOhoBwXAdwYOaws3p2KeDgPfohgmhKjHkr3C2-cNBtb83918AB1VtAurKI&sig=Cg0ArKJSzPzcp_eew9dpEAE&urlfix=1&adurl=,HTTP/1.1,788,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,94,-1,0,0,-1,-1,172.217.22.98,,94,value,
66,,2019-10-08T18:19:31.536+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29696,,,-1,117,-1,0,25,-1,-1,172.217.16.162,,144,value,
67,,2019-10-08T18:19:31.537+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,-1,113,-1,0,49,-1,-1,172.217.16.162,,163,value,
68,,2019-10-08T18:19:31.546+03:00,GET,https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjssyiogm533ZeLt2Pg2Nj9IfrlCmMyB87muMMRpP60zPg9YRAhuxryES7Xw4JKXogEh1DPaqHKUh0bICib5EPzKRW3rWmDI7RNqH6yhrq8BP00bjWTNtWBSq_qIfV8mag50haZOnOHv9xPdatHyTDewcDhR0QIjfrny6Ehtaj2vTuy76FOgZKpuaRkK9jLavk2v9yYDDJbGwt7PfV6OnG9Ty1G_9dmPJD6L-Qo48v5lZ37RGmWnY9c9mcJooQ8x48t1Bmp_QiI9r5kY&sig=Cg0ArKJSzCM05NxFQHdqEAE&urlfix=1&adurl=,HTTP/1.1,779,0,,200,OK,HTTP/1.1,0,image/gif,,,542,0,,,-1,101,-1,0,0,-1,-1,172.217.22.98,,102,value,
69,,2019-10-08T18:19:31.598+03:00,GET,https://static.quantcast.mgr.consensu.org/v25/cmp-3pc-check.html,HTTP/1.1,571,0,,200,OK,HTTP/1.1,0,text/html,,,500,583,,,289,85,71,0,0,0,320,13.225.249.111,,478,,
70,,2019-10-08T18:19:31.672+03:00,GET,https://prg.smartadserver.com/ac?nwid=3343&siteid=285178&pgid=1094673&fmtid=79568&async=1&visit=m&tmstp=2553150649&tag=sas_79568&sh=600&sw=800&pgDomain=https%3A%2F%2Fwww.taringa.net%2F&noadcbk=sas.noad,HTTP/1.1,966,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,1349,140,,,-1,234,-1,0,0,-1,-1,185.86.137.43,,234,value,
71,,2019-10-08T18:19:31.691+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29696,,,-1,124,-1,0,24,-1,-1,172.217.16.162,,148,value,
72,,2019-10-08T18:19:31.762+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,36824,,,194,103,0,0,79,0,226,172.217.23.98,,409,,
73,,2019-10-08T18:19:31.946+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,36824,,,-1,97,-1,0,36,-1,-1,172.217.23.98,,134,,
74,,2019-10-08T18:19:32.020+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,113,123,0,0,163,0,147,172.217.23.98,,434,,
75,,2019-10-08T18:19:32.151+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,107,-1,0,71,-1,-1,172.217.23.98,,178,,
76,,2019-10-08T18:19:32.154+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,158,90,0,0,0,0,192,172.217.23.98,,283,value,
77,,2019-10-08T18:19:32.169+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,182,104,0,0,0,0,208,172.217.21.226,,313,value,
78,,2019-10-08T18:19:32.249+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,-1,88,-1,0,0,-1,-1,172.217.23.98,,89,value,
79,,2019-10-08T18:19:32.281+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=www.taringa.net,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,-1,96,-1,0,0,-1,-1,172.217.21.226,,96,value,
80,,2019-10-08T18:19:32.309+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,107,-1,0,46,-1,-1,172.217.23.98,,154,,
81,,2019-10-08T18:19:32.479+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,113,-1,0,38,-1,-1,172.217.23.98,,151,,
82,,2019-10-08T18:19:32.567+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,158,84,0,0,2,0,191,172.217.18.98,,278,,
83,,2019-10-08T18:19:32.659+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-5717128494977839&output=html&h=90&slotname=7575862920&adk=353852414&adf=1507960141&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=https%3A%2F%2Fwww.taringa.net%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570547971960&bpp=21&bdt=439&fdt=386&idt=387&shv=r20191003&cbv=r20190131&saldr=aa&correlator=6108032634038&frm=23&ife=4&pv=2&ga_vid=375308903.1570547828&ga_sid=1570547972&ga_hid=1540009465&ga_fc=0&iag=3&icsg=170&nhd=1&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=26&ady=50&biw=779&bih=600&isw=728&ish=90&ifk=2360690059&scr_x=0&scr_y=0&eid=182982000%2C182982200%2C368226951%2C368226961%2C26835106&oid=3&pvsid=1794821052961652&pem=240&rx=0&eae=2&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C728%2C90&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=20&bc=31&ifi=1&uci=1.6h9hj3pk177b&dtd=411,HTTP/1.1,1464,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,749,204,,,-1,166,-1,0,0,-1,-1,172.217.18.98,,167,value,
84,,2019-10-08T18:19:32.805+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-5717128494977839&output=html&h=90&slotname=7575862920&adk=353852414&adf=1507960142&w=728&guci=2.2.0.0.2.2.0.0&format=728x90&url=https%3A%2F%2Fwww.taringa.net%2F&ea=0&flash=0&wgl=1&adsid=NT&dt=1570547972089&bpp=18&bdt=551&fdt=558&idt=558&shv=r20191003&cbv=r20190131&saldr=aa&correlator=6108032634038&frm=23&ife=4&pv=1&ga_vid=375308903.1570547828&ga_sid=1570547973&ga_hid=1724365574&ga_fc=0&iag=3&icsg=170&nhd=1&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=26&ady=510&biw=779&bih=600&isw=728&ish=90&ifk=2592828698&scr_x=0&scr_y=0&eid=21064716%2C182982000%2C182982200%2C368226951%2C368226961%2C42631002%2C20040010&oid=3&pvsid=216664302739918&pem=240&rx=0&eae=2&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C728%2C90&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=1&fu=20&bc=31&ifi=1&uci=1.ofc9khe6cp1a&dtd=567,HTTP/1.1,1486,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,751,20672,,,118,209,0,0,59,0,142,172.217.18.98,,412,value,
85,,2019-10-08T18:19:32.946+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuNTVEIS_FejK86i1hruuOOWX5Gko7iOUwfrntdIwLhREWIBwghVYrg8X-HpgWC74553GEQKJirnfKLtFQxSLZtSDUPIbxKMC-5phtgdFc&sig=Cg0ArKJSzBAWQMmrspMrEAE&adk=2955714392&tt=-1&bs=779%2C600&mtos=1071,1071,1071,1071,1071&tos=1071,0,0,0,0&p=50,26,140,754&mcvt=1071&rs=3&ht=0&tfs=138&tls=1209&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=31&niot_cbk=46&md=2&lm=2&rst=1570547971529&rpt=291&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C15387&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-18-13-38-36-11-0-0-0&tvt=1185&r=v&id=osdim&vs=4&za&uc=13&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",HTTP/1.1,977,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,113,-1,0,0,-1,-1,172.217.23.98,,114,value,
86,,2019-10-08T18:19:32.948+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsu_Hqu7rVLVQY_U88gPf68yxeRqJOPB1WPCzj992ZucGbTj96hKBB5ElCTgzmAfmZLzQq9hBpVW7Eq-BywSa7NccGF8xy44aOjCOs7UhXA&sig=Cg0ArKJSzIi1WcLRp_iOEAE&adk=2492480678&tt=-1&bs=779%2C600&mtos=1071,1071,1071,1071,1071&tos=1071,0,0,0,0&p=510,26,600,754&mcvt=1071&rs=3&ht=0&tfs=138&tls=1209&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=32&niot_cbk=46&md=2&lm=2&rst=1570547971543&rpt=304&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C15387&ss=800%2C600&pt=-1&bin=1&deb=1-2-2-18-13-38-36-11-0-0-0&tvt=1185&r=v&id=osdim&vs=4&za&uc=11&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",HTTP/1.1,978,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,113,-1,0,0,-1,-1,172.217.23.98,,113,value,
87,,2019-10-08T18:19:33.038+03:00,GET,https://tpc.googlesyndication.com/simgad/1744421631597287587?sqp=4sqPyQQ7QjkqNxABHQAAtEIgASgBMAk4A0DwkwlYAWBfcAKAAQGIAQGdAQAAgD-oAQGwAYCt4gS4AV_FAS2ynT4&rs=AOga4qm9vC8mDT_YdymMkoJafX4MUO75YQ,HTTP/1.1,1443,0,,200,OK,HTTP/1.1,0,image/png,,,517,48142,,,-1,82,-1,0,99,-1,-1,216.58.207.65,,182,value,
88,,2019-10-08T18:19:33.042+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C60WXF62cXaHgJs3A7gOV74CoDff0kNtYqbKMwMoKv-EeEAEgn4jOEmD5uvSDnBCgAb7w85UDyAECqAMByAPJBKoEqwFP0BgoyelWlw9xukUuT07EEsEicM2Gqgf7rLIY6DS4xkHqg7cfiJWge-elFnoNPOXTJ0QHd2xDZs62zoKQaLAtrPf8ACusBWjj0eiRjjfQpcqCjNKumzVQwgPbVIeBZ2CmXIANlyod4SQdokfDk4nCwc8BJUZO28TlYeScMQW5srhIs0fRluvFUAbddZMsJnEp3BlLIl42xgitplSf0VQYQ5W-dVoQn4UeypnABOG7vYWsApIFBAgEGAGSBQQIBRgEoAYCgAf7-pF1qAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcDEJFf0ggHCIBhEAEYHoAKAdgTCw&sigh=2X1VCcgukY4&tpd=AGWhJmtdR3f3OkJDu72_Fd-Bg-iMQFVq4vjQ8EVFFYpg1uAdUg,HTTP/1.1,1922,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,95,-1,0,0,-1,-1,172.217.18.98,,96,value,
89,,2019-10-08T18:19:33.060+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1304,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29696,,,-1,118,-1,0,30,-1,-1,172.217.16.162,,148,value,
90,,2019-10-08T18:19:33.061+03:00,GET,https://www.google.com/ads/measurement/l?ebcid=ALh7CaQMXGRt1KlYKJB5RCcKDfBTyMevec1vBefTM7pUlgGJYt1oIVClzMtmop8HkmsiErhOIIrJGGMjQS1_N7s5GxoxLPQ8bQ,HTTP/1.1,1398,0,,204,No Content,HTTP/1.1,0,text/html; charset=UTF-8,,,366,0,,,-1,97,-1,0,0,-1,-1,172.217.18.4,,97,value,
91,,2019-10-08T18:19:33.152+03:00,GET,https://eyeota-sync.dotomi.com/match/bounce/current?networkId=41703&version=1&nuid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY&rurl=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Dr8d1b20%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D,HTTP/1.1,931,0,,302,Found,HTTP/1.1,0,,,/match/bounce/current?dtm_test=24cb805aa89b2147&networkId=41703&version=1&nuid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY&rurl=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Dr8d1b20%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D,626,0,,,2257,95,27,0,0,0,2283,63.215.202.140,,2406,value,
92,,2019-10-08T18:19:33.183+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1292,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,11455,,,109,85,0,0,31,0,127,216.58.207.65,,245,,
93,,2019-10-08T18:19:33.197+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1306,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,14391,,,118,85,0,0,26,0,136,216.58.207.65,,249,,
94,,2019-10-08T18:19:33.208+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1310,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,129,83,0,0,2,0,151,216.58.207.65,,238,,
95,,2019-10-08T18:19:33.222+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1303,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,-1,91,-1,0,0,-1,-1,216.58.207.65,,92,,
96,,2019-10-08T18:19:33.322+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1433,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,-1,89,-1,0,0,-1,-1,172.217.23.98,,90,,
97,,2019-10-08T18:19:33.398+03:00,GET,https://eyeota-sync.dotomi.com/match/bounce/current?dtm_test=24cb805aa89b2147&networkId=41703&version=1&nuid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY&rurl=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Dr8d1b20%26dc_rc%3D1%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26%26uid%3D,HTTP/1.1,992,0,,302,Found,HTTP/1.1,0,,,https://ps.eyeota.net/match?bid=r8d1b20&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&&uid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY&expiration=1570635416&nuid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY,461,0,,,117,89,0,0,0,0,146,63.215.202.140,,236,value,
98,,2019-10-08T18:19:33.645+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13K0MyHGEWbUXFJn0Ffku6JrQEeH5WGo,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,189,100,0,0,0,0,219,216.58.207.34,,321,value,
99,,2019-10-08T18:19:33.823+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuNxVgZmip1D-dxVVDobxUXtui0tVn38P7_YgUaRmaDN09KvxQKOUsYbek1Fna0gSmKi5EfG9MRXRGxA7vM5aOBctL41pJ7atSO5Um-nNpIItNNmq4&sai=AMfl-YR3IETWn8vjYE587kI5qwk8tC-eHInT4GmXhoeeiQhhNGeY4tk6CqbCZ7L7bKSdjNIqnPPXcuD_R5e4hQxx9Cqs2qJsXweZfEk&sig=Cg0ArKJSzJXA7wbu5o5QEAE&cid=CAASEuRore8aYeTVWUfGf7VmC1wEAg&adk=353852414&tt=-1&bs=779%2C600&mtos=1026,1026,1026,1026,1026&tos=1026,0,0,0,0&p=0,0,90,728&mcvt=1026&rs=1&ht=0&tfs=109&tls=1135&mc=1&lte=0&bas=0&bac=0&met=no&avms=nio&niot_obs=7&niot_cbk=12&md=2&lm=2&rst=1570547972663&dlt=370&rpt=15&isd=0&oseid=3&xdi=0&xosd=1&ps=779%2C15387&ss=800%2C600&pt=-1&bin=1&deb=1-1-1-8-12-9-13-11-0-0-0&tvt=1129&is=728%2C90&iframe_loc=https%3A%2F%2Fwww.taringa.net%2F&r=v&id=osdim&vs=4&za&uc=5&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=728x90&itpl=4&v=20191004",HTTP/1.1,2087,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,133,-1,0,0,-1,-1,172.217.23.98,,134,value,
100,,2019-10-08T18:19:33.827+03:00,GET,https://token.rubiconproject.com/token?pid=2249&pt=n&google_gid=CAESED5m5NR_Yege6fHdjTu2aug&google_cver=1&google_push=AHNF13J6s4fMLBiZW_ZMgk6iKQt2Bqyankwz2YQ7I19T2g,HTTP/1.1,1116,0,,302,Found,HTTP/1.1,0,,,https://cm.g.doubleclick.net/pixel?google_nid=rubicon&google_cm&google_sc,631,0,,,370,111,0,0,0,0,401,69.173.144.136,,513,value,
101,,2019-10-08T18:19:33.833+03:00,GET,https://ps.eyeota.net/match?bid=r8d1b20&dc_rc=1&dc_mr=5&dc_orig=r8j3b20&&uid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY&expiration=1570635416&nuid=2b689-GUsX_RaMKD-93ePe1o2VgkDbB1bwyRS-c5ryGY,HTTP/1.1,959,0,,302,Found,HTTP/1.1,0,,,https://ml314.com/utsync.ashx?eid=50052&et=0&fp=29BYv0jCrX86_qXbXyTwPpYwllwJXtruFMd9XFDd_vqs&gdpr=0&gdpr_consent=&return=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fbid%3Dr8hrb20%26uid%3Dnil%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26,323,0,,,307,156,0,0,0,0,341,3.120.224.89,,498,value,
102,,2019-10-08T18:19:33.930+03:00,GET,https://sync.teads.tv/iframe,HTTP/1.1,644,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,273,821,,,74,105,34,0,0,0,110,212.55.188.10,,251,,
103,,2019-10-08T18:19:34.005+03:00,GET,https://acdn.adnxs.com/ib/static/usersync/v3/async_usersync.html,HTTP/1.1,622,0,,200,OK,HTTP/1.1,0,text/html,,,670,506,,,156,100,30,0,0,0,186,151.101.17.108,,317,,
104,,2019-10-08T18:19:34.025+03:00,GET,https://eus.rubiconproject.com/usync.html,HTTP/1.1,1436,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,429,7651,,,175,108,28,0,0,0,205,23.34.190.24,,343,,
105,,2019-10-08T18:19:34.126+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=rubicon&google_cm&google_sc,HTTP/1.1,556,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://pixel.rubiconproject.com/tap.php?v=7751&nid=2249&expires=30&put=CAESEGlG5ubf09oX_4ACzoMoVOI&google_cver=1,915,326,,,160,96,0,0,0,0,182,216.58.207.34,,279,value,
106,,2019-10-08T18:19:34.308+03:00,GET,https://secure.adnxs.com/getuid?https%3A%2F%2Fsync.teads.tv%2Fum%3Ffp%3D1%26eid%3D19%26uid%3D%24UID&gdpr=0&gdpr_consent=&_t=1570549016751,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,image/gif,,,794,43,,,228,98,0,0,0,0,258,185.33.223.80,,357,value,
