,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T19:59:49.599+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,441,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/?__r=1.b11212b18138b075955ed8c2e8eac915,412,116,,,41,0,15,123,46,3,-1,213.186.33.107,,231,,
1,,2019-10-08T19:59:49.856+03:00,GET,http://orteil.dashnet.org/cookieclicker/?__r=1.b11212b18138b075955ed8c2e8eac915,HTTP/1.1,480,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/,446,116,,,34,0,3,128,4,2,-1,213.186.33.107,,174,value,
2,,2019-10-08T19:59:50.043+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,text/html,,,352,3926,,,-1,-1,8,135,-1,3,-1,213.186.33.107,,147,,
3,,2019-10-08T19:59:50.244+03:00,GET,http://orteil.dashnet.org/cookieclicker/showads.js,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,198,,,-1,-1,0,99,-1,0,-1,213.186.33.107,,100,,
4,,2019-10-08T19:59:50.245+03:00,GET,http://orteil.dashnet.org/cookieclicker/base64.js,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,491,931,,,-1,-1,0,100,-1,0,-1,213.186.33.107,,102,,
5,,2019-10-08T19:59:50.254+03:00,GET,http://orteil.dashnet.org/cookieclicker/main.js?v=2.06,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,494,197309,,,29,0,188,127,0,1,-1,213.186.33.107,,347,value,
6,,2019-10-08T19:59:50.256+03:00,GET,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,535,36822,,,29,0,99,160,30,0,-1,172.217.18.2,,320,,
7,,2019-10-08T19:59:50.258+03:00,GET,http://orteil.dashnet.org/cookieclicker/style.css?v=2.050,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/css,,,474,12239,,,26,0,7,134,0,1,-1,213.186.33.107,,169,value,
8,,2019-10-08T19:59:53.125+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/1.0.9/cookieconsent.min.js,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,1726,,,2842,0,0,161,0,2,2815,104.19.196.151,,3007,,
9,,2019-10-08T19:59:53.125+03:00,GET,"https://fonts.googleapis.com/css?family=Merriweather:900&subset=latin,latin-ext",HTTP/1.1,426,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,431,,,2837,0,0,112,32,2,2807,216.58.207.42,,2985,value,
10,,2019-10-08T19:59:53.334+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/darkNoise.jpg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,429,9906,,,-1,-1,3,100,-1,0,-1,213.186.33.107,,104,,
11,,2019-10-08T19:59:53.334+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/darkNoiseTopBar.jpg,HTTP/1.1,494,0,,200,OK,HTTP/1.1,0,image/jpeg,,,432,2226,,,-1,-1,0,92,-1,0,-1,213.186.33.107,,93,,
12,,2019-10-08T19:59:53.337+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/discord.png,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/png,,,433,2357,,,-1,-1,0,89,-1,0,-1,213.186.33.107,,90,,
13,,2019-10-08T19:59:53.337+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/weeHoodie.png,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,image/png,,,430,2651,,,-1,-1,0,89,-1,1,-1,213.186.33.107,,91,,
14,,2019-10-08T19:59:53.339+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/patreon.png,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/png,,,431,2413,,,25,0,0,120,0,0,-1,213.186.33.107,,148,,
15,,2019-10-08T19:59:53.340+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/shadedBorders.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,432,12180,,,25,0,2,135,0,0,-1,213.186.33.107,,164,,
16,,2019-10-08T19:59:53.435+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientTop.png,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,image/png,,,433,1012,,,-1,-1,0,99,-1,0,-1,213.186.33.107,,101,,
17,,2019-10-08T19:59:53.446+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/prestigeBarCap.png,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,image/png,,,426,974,,,-1,-1,0,106,-1,0,-1,213.186.33.107,,107,,
18,,2019-10-08T19:59:53.446+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/blackGradient.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,431,561,,,-1,-1,0,89,-1,0,-1,213.186.33.107,,90,,
19,,2019-10-08T19:59:53.494+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/empty.png,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,image/png,,,431,95,,,-1,-1,0,122,-1,0,-1,213.186.33.107,,123,,
20,,2019-10-08T19:59:53.496+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientBottom.png,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/png,,,432,1004,,,-1,-1,0,89,-1,0,-1,213.186.33.107,,90,,
21,,2019-10-08T19:59:53.507+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelVertical.png?v=2,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,432,7206,,,-1,-1,0,92,-1,0,-1,213.186.33.107,,93,value,
22,,2019-10-08T19:59:53.546+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnySmall.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,433,2812,,,-1,-1,0,96,-1,0,-1,213.186.33.107,,97,,
23,,2019-10-08T19:59:53.546+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelMenu3.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,434,50357,,,-1,-1,80,93,-1,0,-1,213.186.33.107,,174,,
24,,2019-10-08T19:59:53.556+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnyBig.png,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/png,,,432,5400,,,-1,-1,0,91,-1,0,-1,213.186.33.107,,92,,
25,,2019-10-08T19:59:53.603+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelHorizontal.png?v=2,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/png,,,432,6718,,,-1,-1,0,97,-1,0,-1,213.186.33.107,,98,value,
26,,2019-10-08T19:59:53.616+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientLeft.png,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,432,1003,,,-1,-1,0,100,-1,0,-1,213.186.33.107,,101,,
27,,2019-10-08T19:59:53.623+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientRight.png,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,image/png,,,432,1003,,,-1,-1,0,96,-1,0,-1,213.186.33.107,,96,,
28,,2019-10-08T19:59:53.647+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/prestigeBar.jpg,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/jpeg,,,432,633,,,-1,-1,0,89,-1,0,-1,213.186.33.107,,90,,
29,,2019-10-08T19:59:53.652+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/blackGradientSmallTop.png,HTTP/1.1,500,0,,200,OK,HTTP/1.1,0,image/png,,,426,971,,,-1,-1,0,100,-1,0,-1,213.186.33.107,,101,,
30,,2019-10-08T19:59:53.711+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/goldCookie.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,432,4099,,,-1,-1,0,90,-1,0,-1,213.186.33.107,,91,,
31,,2019-10-08T19:59:53.755+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/sparkles.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,435,12474,,,-1,-1,10,95,-1,0,-1,213.186.33.107,,106,,
32,,2019-10-08T19:59:53.757+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/frameBorder.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,432,1002,,,-1,-1,0,103,-1,0,-1,213.186.33.107,,104,,
33,,2019-10-08T19:59:53.759+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/shadedBordersSoft.png,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,434,3483,,,-1,-1,0,101,-1,0,-1,213.186.33.107,,102,,
34,,2019-10-08T19:59:53.761+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/roundedPanelBGS.png,HTTP/1.1,494,0,,200,OK,HTTP/1.1,0,image/png,,,434,21480,,,-1,-1,40,103,-1,0,-1,213.186.33.107,,144,,
35,,2019-10-08T19:59:53.809+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/aqworldsbanner.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,433,7435,,,-1,-1,0,98,-1,0,-1,213.186.33.107,,99,,
36,,2019-10-08T19:59:54.466+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,919,0,6,110,1,0,883,172.217.18.2,,1038,,
37,,2019-10-08T19:59:56.018+03:00,GET,https://fonts.gstatic.com/s/merriweather/v21/u-4n0qyriQwlOrhSvowK_l52_wFZWMf6.woff2,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,19056,,,2566,0,55,105,0,0,2543,172.217.16.131,,2729,,
38,,2019-10-08T19:59:56.287+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=orteil.dashnet.org,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,2723,0,0,122,23,0,2700,172.217.22.98,,2870,value,
39,,2019-10-08T19:59:59.381+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,416,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,5837,0,135,117,0,0,5812,172.217.18.2,,6091,,
40,,2019-10-08T19:59:59.417+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,36824,,,9129,0,81,110,31,0,9099,172.217.18.2,,9354,,
41,,2019-10-08T19:59:59.618+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,416,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,-1,-1,80,109,-1,0,-1,172.217.18.2,,191,,
42,,2019-10-08T20:00:02.106+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8491708950677704&output=html&adk=1812271804&adf=3025194257&lmt=1570554002&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&ea=0&flash=0&pra=5&wgl=1&adsid=NT&dt=1570553993515&bpp=19&bdt=3306&fdt=8548&idt=8549&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&nras=1&correlator=1039284495829&frm=20&pv=2&ga_vid=95945448.1570554002&ga_sid=1570554002&ga_hid=957720400&ga_fc=0&iag=0&icsg=65194&dssz=13&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=800&bih=600&scr_x=0&scr_y=0&eid=151527024%2C151527224%2C229739147%2C229739149%2C368226501&oid=3&pvsid=2189759011792425&pem=760&rx=0&eae=2&fc=1936&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=0&uci=0.gvv5h3t87scf&dtd=8584,HTTP/1.1,1449,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,928,44,,,-1,-1,0,160,-1,0,-1,172.217.18.2,,161,value,
43,,2019-10-08T20:00:02.144+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=orteil.dashnet.org,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,2735,0,1,115,34,0,2707,172.217.22.98,,2887,value,
44,,2019-10-08T20:00:02.269+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8491708950677704&output=html&h=250&slotname=7077525342&adk=3858836500&adf=1948056654&w=300&fwrn=4&fwrnh=100&lmt=1570554002&rafmt=3&guci=2.2.0.0.2.2.0.0&format=300x250&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&flash=0&fwr=0&fwrattr=true&rw=300&rpe=1&resp_fmts=1&wgl=1&adsid=NT&dt=1570553993534&bpp=24&bdt=3325&fdt=8582&idt=8582&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=0x0&nras=1&correlator=1039284495829&frm=20&pv=1&ga_vid=95945448.1570554002&ga_sid=1570554002&ga_hid=957720400&ga_fc=0&iag=0&icsg=589482&dssz=14&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=483&ady=32&biw=800&bih=600&scr_x=0&scr_y=0&eid=151527024%2C151527224%2C229739147%2C229739149%2C368226501&oid=3&pvsid=2189759011792425&pem=760&rx=0&eae=0&fc=1936&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=d%7C%7CaoeE%7C&abl=CA&pfx=0&fu=144&bc=23&ifi=1&uci=1.ii92tlhdwcgr&xpc=xI98HHtA6a&p=http%3A//orteil.dashnet.org&dtd=8594,HTTP/1.1,1532,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,132,0,0,281,0,1,110,172.217.18.2,,414,value,
