,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-08T16:35:18.253+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,2515,234,0,343,2310,11,309,192.241.156.233,,3413,,
11,,2019-10-08T16:35:18.268+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,2509,304,0,0,2359,2,301,192.241.156.233,,3118,,
12,,2019-10-08T16:35:18.950+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,428,44,0,0,333,47,1165,192.241.156.233,,1686,,
13,,2019-10-08T16:35:19.075+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,355,10,0,0,263,1028,318,192.241.156.233,,1713,,
14,,2019-10-08T16:35:20.150+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,1339,31,0,0,1262,9,300,192.241.156.233,,1680,,
15,,2019-10-08T16:35:20.161+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,-1,79,-1,-1,-1,0,179,192.241.156.233,,259,,
16,,2019-10-08T16:35:20.192+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,38484,,,1520,35,0,0,1479,3,300,192.241.156.233,,1860,,
17,,2019-10-08T16:35:20.512+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,491,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,26664,,,-1,22,-1,-1,-1,0,171,192.241.156.233,,194,,
18,,2019-10-08T16:35:20.720+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,492,0,,0,,unknown,0,,,,-1,-1,,,313,0,0,0,256,7,0,192.241.156.233,,320,,No response received
19,,2019-10-08T16:35:20.730+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,484,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,-1,0,-1,-1,-1,0,165,192.241.156.233,,166,,
20,,2019-10-08T16:35:20.757+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,490,0,,0,,unknown,0,,,,-1,-1,,,276,0,0,0,256,6,0,192.241.156.233,,283,,No response received
21,,2019-10-08T16:35:20.880+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=1572196116.1570541717&jid=1002334486&_gid=1571962171.1570541717&gjid=461517958&_v=j79&z=2108815118,HTTP/1.1,534,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,3597,0,0,37,3289,0,90,66.102.1.155,,3727,value,
