,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T18:08:19.463+03:00,GET,http://youarelistening.to/,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,216,3772,,,-1,32,6,768,69,0,19,69.163.153.84,,895,,
1,,2019-10-08T18:08:20.415+03:00,GET,http://youarelistening.to/css/style.css,HTTP/1.1,347,0,,200,OK,HTTP/1.1,0,text/css,,,324,2286,,,-1,-1,4,36,-1,-1,0,69.163.153.84,,41,,
2,,2019-10-08T18:08:20.417+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,text/css,,,391,7336,,,-1,29,1,31,36,0,10,209.197.3.24,,109,,
3,,2019-10-08T18:08:20.423+03:00,GET,http://code.jquery.com/jquery-2.1.0.min.js,HTTP/1.1,332,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,444,29288,,,-1,24,2,40,37,0,42,209.197.3.24,,146,,
4,,2019-10-08T18:08:20.423+03:00,GET,http://code.jquery.com/ui/1.10.4/jquery-ui.min.js,HTTP/1.1,339,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,444,61269,,,-1,23,0,29,27,0,104,209.197.3.24,,186,,
5,,2019-10-08T18:08:20.423+03:00,GET,http://w.soundcloud.com/player/api.js,HTTP/1.1,328,0,,301,Moved Permanently,HTTP/1.1,0,,,https://w.soundcloud.com/player/api.js,387,0,,,-1,87,0,113,24,0,0,143.204.192.49,,226,,
6,,2019-10-08T18:08:20.424+03:00,GET,http://youarelistening.to/images/button_back.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,284,906,,,-1,1,1,27,29,0,1,69.163.153.84,,61,,
7,,2019-10-08T18:08:20.425+03:00,GET,http://connect.soundcloud.com/sdk.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript,,,634,11618,,,-1,209,0,105,44,0,1,143.204.192.31,,361,,
8,,2019-10-08T18:08:20.425+03:00,GET,http://youarelistening.to/images/button_pause.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,284,680,,,-1,1,1,27,29,0,1,69.163.153.84,,60,,
9,,2019-10-08T18:08:20.426+03:00,GET,http://ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,491,3974,,,-1,31,3,134,26,0,2,172.217.22.10,,197,,
