,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
13,,2019-10-09T17:24:22.096+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,0,285,0,333,364,8,0,104.131.95.55,,660,
14,,2019-10-09T17:24:22.112+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,-1,177,0,-1,-1,11,-1,104.131.95.55,,190,
15,,2019-10-09T17:24:22.126+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,0,295,0,257,290,9,0,104.131.95.55,,596,
16,,2019-10-09T17:24:22.296+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,492,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,85481,,,0,287,1,231,292,171,0,104.131.95.55,,752,
17,,2019-10-09T17:24:22.732+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,486,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,38484,,,0,293,0,293,336,44,0,104.131.95.55,,676,
18,,2019-10-09T17:24:22.763+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,491,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,26664,,,-1,167,0,-1,-1,4,-1,104.131.95.55,,171,
19,,2019-10-09T17:24:22.792+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,490,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,-1,,,0,297,0,324,359,0,0,104.131.95.55,,657,
20,,2019-10-09T17:24:22.936+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,490,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,190504,,,0,291,0,256,279,377,0,104.131.95.55,,949,
21,,2019-10-09T17:24:23.101+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,484,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,461,2922068,,,-1,184,0,-1,-1,2131,-1,104.131.95.55,,2317,
22,,2019-10-09T17:24:25.372+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=1385811948.1570631060&jid=1317030828&_gid=1065673893.1570631060&gjid=1260417625&_v=j79&z=1439195747,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,2,247,0,5550,5569,0,0,74.125.140.154,,5821,value
