,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-09T17:24:16.200+03:00,GET,https://asoftmurmur.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,501,188756,,,41,325,2,1661,1704,306,0,138.197.67.91,,2381,
1,,2019-10-09T17:24:16.844+03:00,GET,https://asoftmurmur.com/assets/img/spinner.gif,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,image/gif,,,460,5553,,,-1,168,0,-1,-1,0,-1,138.197.67.91,,170,
2,,2019-10-09T17:24:17.012+03:00,GET,https://asoftmurmur.com/assets/font/montserrat-webfont.ttf,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,application/font-sfnt,,,497,43716,,,0,366,0,258,288,57,0,138.197.67.91,,713,
3,,2019-10-09T17:24:17.019+03:00,GET,https://asoftmurmur.com/assets/img/bg-high-res.jpg,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,image/jpeg,,,464,140196,,,-1,173,0,-1,-1,59,-1,138.197.67.91,,233,
4,,2019-10-09T17:24:17.049+03:00,GET,https://asoftmurmur.com/f6b1a0b823ad6ac792db40e45a79b256.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,461,32794,,,0,370,1,239,296,7,0,138.197.67.91,,675,
5,,2019-10-09T17:24:17.051+03:00,GET,https://asoftmurmur.com/ea27c333ccfa1e38c8c1420700b99afa.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,461,50481,,,0,382,0,240,297,35,0,138.197.67.91,,716,
6,,2019-10-09T17:24:19.545+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17803,,,3,91,0,2933,2962,25,0,216.58.206.14,,3084,
7,,2019-10-09T17:24:19.689+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=691549832&t=pageview&_s=1&dl=https%3A%2F%2Fasoftmurmur.com%2F&ul=en-us&de=UTF-8&dt=A%20Soft%20Murmur&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAAAB~&jid=1317030828&gjid=1260417625&cid=1385811948.1570631060&tid=UA-42700626-2&_gid=1065673893.1570631060&_r=1&z=1439195747,HTTP/1.1,678,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-42700626-2&cid=1385811948.1570631060&jid=1317030828&_gid=1065673893.1570631060&gjid=1260417625&_v=j79&z=1439195747,647,420,,,-1,102,0,-1,-1,0,-1,216.58.206.14,,103,value
8,,2019-10-09T17:24:21.387+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,0,315,1,1813,1853,133,0,104.131.95.55,,2303,
9,,2019-10-09T17:24:21.400+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/glue-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,250950,,,68,312,12,4019,4116,381,0,104.131.95.55,,4891,
10,,2019-10-09T17:24:21.409+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/main-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,74,301,0,4029,4126,147,0,104.131.95.55,,4650,
11,,2019-10-09T17:24:21.411+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/thunder/glue-thunder.mp4,HTTP/1.1,403,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,453,-1,,,72,300,0,4030,4128,144,0,104.131.95.55,,4646,
12,,2019-10-09T17:24:22.088+03:00,GET,https://st2.asoftmurmur.com/assets/p/content/rain/main-rain.mp4,HTTP/1.1,397,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,457,-1,,,0,299,1,334,375,8,0,104.131.95.55,,685,
