,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,response._error
0,,2019-10-12T14:41:17.720+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2491,8567,,,18,3928,0,29,3877,2,297,108.174.11.81,,4277,
1,,2019-10-12T14:41:21.252+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,767,14780,,,1,3142,0,33,3113,1,1022,212.55.190.51,,4201,
2,,2019-10-12T14:41:21.252+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,22839,,,3,3143,0,32,3114,1,234,212.55.190.51,,3415,
3,,2019-10-12T14:41:21.267+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,804,13167,,,2,3153,0,33,3116,1,814,212.55.190.51,,4004,
4,,2019-10-12T14:41:22.311+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,0,-1,-1,-1,-1,1,36,212.55.190.51,,37,
5,,2019-10-12T14:41:22.844+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,212.55.190.51,,0,No response received
6,,2019-10-12T14:41:22.845+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,212.55.190.51,,0,No response received
7,,2019-10-12T14:41:22.850+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,1,0,212.55.190.51,,1,No response received
8,,2019-10-12T14:41:22.885+03:00,GET,https://www.linkedin.com/litms/api/metadata/user,HTTP/1.1,669,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,108.174.11.81,,0,No response received
