,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.wait,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T13:09:56.560+03:00,GET,https://theuselessweb.com/,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,428,2122,,,3,2838,119,1282,2879,7,0,167.99.137.12,,4292,
1,,2019-10-11T13:09:56.715+03:00,GET,https://theuselessweb.com/css/style.css,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,450,1176,,,1,-1,107,-1,-1,1,-1,167.99.137.12,,110,
2,,2019-10-11T13:09:56.829+03:00,GET,https://theuselessweb.com/js/uselessweb.js?v=1,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/javascript,,,448,1246,,,0,-1,103,-1,-1,2,-1,167.99.137.12,,106,value
3,,2019-10-11T13:09:56.902+03:00,GET,https://theuselessweb.com/js/libs/utils.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript,,,447,127,,,1,147,103,0,178,0,0,167.99.137.12,,283,
4,,2019-10-11T13:09:58.412+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,380,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,893,36828,,,0,1628,126,28,1657,73,0,216.58.207.34,,1887,
5,,2019-10-11T13:09:59.169+03:00,GET,https://fonts.googleapis.com/css?family=Cookie,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,235,,,0,2384,112,33,2411,1,0,172.217.23.106,,2560,value
6,,2019-10-11T13:09:59.169+03:00,GET,https://fonts.googleapis.com/css?family=Josefin+Slab,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,262,,,1,2384,112,35,2408,1,0,172.217.23.106,,2559,value
7,,2019-10-11T13:09:59.592+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,402,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,0,-1,132,-1,-1,65,-1,216.58.207.34,,198,
8,,2019-10-11T13:10:00.785+03:00,GET,https://www.buymeacoffee.com/assets/img/BMC-btn-logo.svg,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,670,2031,,,1,3912,107,84,3936,1,0,104.24.108.21,,4131,
9,,2019-10-11T13:10:02.071+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1,2389,106,44,2411,0,0,172.217.18.162,,2564,value
10,,2019-10-11T13:10:04.193+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,402,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,0,-1,128,-1,-1,44,-1,216.58.207.34,,174,
11,,2019-10-11T13:10:04.236+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,1,4869,80,29,4887,51,0,93.184.220.66,,5050,
12,,2019-10-11T13:10:04.420+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Ftheuselessweb.com,HTTP/1.1,598,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,0,-1,89,-1,-1,2,-1,93.184.220.66,,92,value
13,,2019-10-11T13:10:04.498+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=theuselessweb.com,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,1,4834,89,39,4862,0,0,216.58.207.34,,4994,value
14,,2019-10-11T13:10:04.660+03:00,GET,https://www.facebook.com/plugins/like.php?href=https%3A%2F%2Ftheuselessweb.com&width&layout=button_count&action=like&show_faces=false&share=false&height=21,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1156,14269,,,1,5258,131,33,5296,61,0,157.240.1.35,,5523,value
15,,2019-10-11T13:10:05.112+03:00,GET,https://fonts.gstatic.com/s/josefinslab/v10/lW-5wjwOK3Ps5GSJlNNkMalnqg6v.woff2,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,37264,,,0,5538,98,0,5568,80,0,172.217.16.131,,5748,
16,,2019-10-11T13:10:05.168+03:00,GET,https://fonts.gstatic.com/s/cookie/v11/syky-y18lb0tSbf9kgqS.woff2,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,14456,,,1,5603,89,0,5625,24,0,172.217.16.131,,5741,
17,,2019-10-11T13:10:09.049+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,0,3863,228,28,3893,0,0,104.244.42.72,,4151,
18,,2019-10-11T13:10:09.218+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,text/javascript,,,540,17168,,,0,9831,89,34,9862,29,0,172.217.16.200,,10017,
19,,2019-10-11T13:10:09.378+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1563096514&utmhn=theuselessweb.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=The%20Useless%20Web&utmhid=1427530833&utmr=-&utmp=%2F&utmht=1570788609366&utmac=UA-35944549-1&utmcc=__utma%3D17164284.1831588829.1570788605.1570788605.1570788605.1%3B%2B__utmz%3D17164284.1570788609.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1257873973&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAQAAAAE~,HTTP/1.1,865,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,-1,98,-1,-1,0,-1,172.217.16.200,,99,value
20,,2019-10-11T13:10:09.651+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,0,-1,98,-1,-1,1,-1,93.184.220.66,,100,
21,,2019-10-11T13:10:09.786+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,894,7402,,,0,9047,92,75,9079,3,0,216.58.207.34,,9251,
22,,2019-10-11T13:10:09.788+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&h=280&slotname=7331917240&adk=1394705086&adf=408460107&w=500&fwrn=4&fwrnh=100&lmt=1570788604&rafmt=1&guci=2.2.0.0.2.2.0.0&format=500x280&url=https%3A%2F%2Ftheuselessweb.com%2F&flash=0&fwr=0&rpe=1&resp_fmts=3&wgl=1&adsid=NT&dt=1570788599586&bpp=43&bdt=2888&fdt=4932&idt=4933&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=6848816099515&frm=20&pv=2&ga_vid=1831588829.1570788605&ga_sid=1570788605&ga_hid=1427530833&ga_fc=0&iag=0&icsg=1002&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=145&ady=523&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=4120631667965479&pem=618&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeE%7C&abl=CA&pfx=0&fu=144&bc=31&ifi=1&uci=1.20ik3yteztnh&xpc=bvsaw5AAGo&p=https%3A//theuselessweb.com&dtd=4985,HTTP/1.1,1397,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,1,5169,261,0,5195,0,0,216.58.207.34,,5458,value
23,,2019-10-11T13:10:09.796+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-6141684361710958&output=html&adk=1812271804&adf=3025194257&lmt=1570788604&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=https%3A%2F%2Ftheuselessweb.com%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570788599629&bpp=16&bdt=2931&fdt=5040&idt=5040&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=500x280&nras=1&correlator=6848816099515&frm=20&pv=1&ga_vid=1831588829.1570788605&ga_sid=1570788605&ga_hid=1427530833&ga_fc=0&iag=0&icsg=33770&dssz=12&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&oid=3&pvsid=4120631667965479&pem=618&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=31&ifi=1&uci=1.kti9t6msh9iz&dtd=5050,HTTP/1.1,1377,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,2,4670,90,0,4690,0,0,216.58.207.34,,4783,value
24,,2019-10-11T13:10:09.811+03:00,GET,https://platform.twitter.com/widgets/tweet_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,580,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,12257,,,0,-1,92,-1,-1,4,-1,93.184.220.66,,97,
