,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.send,timings.dns,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T08:30:37.073+03:00,GET,https://apod.nasa.gov/apod/astropix.html,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,text/html; charset=ISO-8859-1,,,269,4922,,,0,1807,20,2,206,194,1767,129.164.179.22,,2231,,
1,,2019-10-12T08:30:37.338+03:00,GET,https://apod.nasa.gov/apod/image/1910/earth_cassinimessenger_1024c.jpg,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,image/jpeg,,,328,74911,,,-1,-1,1433,1,-1,174,-1,129.164.179.22,,1609,,
2,,2019-10-12T08:30:39.184+03:00,GET,https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js?agency=NASA,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,application/javascript,,,593,5054,,,0,1720,6,0,121,93,1693,143.204.192.75,,1942,value,
3,,2019-10-12T08:30:42.661+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,3307,31,0,30,96,3279,172.217.22.110,,3466,,
4,,2019-10-12T08:30:42.848+03:00,POST,https://www.google-analytics.com/r/collect,HTTP/1.1,450,596,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,0,-1,172.217.22.110,,0,,No response received
