,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:41:13.192+03:00,GET,https://www.poptropica.com/,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/html; charset=iso-8859-1,,,922,6975,,,0,22,1648,2,644,92,1611,13.225.250.134,,2410,
1,,2019-10-11T14:41:13.909+03:00,GET,https://www.poptropica.com/images/logo-1.png,HTTP/1.1,524,0,,200,OK,HTTP/1.1,0,image/png,,,620,33679,,,-1,53,-1,1,90,-1,-1,13.225.250.134,,145,
2,,2019-10-11T14:41:14.065+03:00,GET,https://www.poptropica.com/brain/track.php?campaign=IndexPage&event=ImageABTest&cluster=Home&scene=Home&choice=Poptropica_HP.jpg&r=%2Fimages%2FPoptropica_HP.jpg,HTTP/1.1,640,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=iso-8859-1,,/images/Poptropica_HP.jpg,727,2621,,,-1,0,-1,1,489,-1,-1,13.225.250.134,,491,value
3,,2019-10-11T14:41:14.565+03:00,GET,https://www.poptropica.com/images/Poptropica_HP.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,623,212953,,,-1,165,-1,0,103,-1,-1,13.225.250.134,,269,
4,,2019-10-11T14:41:15.238+03:00,GET,https://static.poptropica.com/re_css/pop-main.css,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,text/css,,,619,18134,,,0,63,373,0,91,0,341,13.225.250.134,,529,
5,,2019-10-11T14:41:15.246+03:00,GET,https://static.poptropica.com/js/brainEventTracker.js,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,text/javascript,,,625,5704,,,0,11,1181,0,85,148,1141,13.225.250.134,,1427,
6,,2019-10-11T14:41:15.247+03:00,GET,https://static.poptropica.com/js/jquery.bxslider.4.1.2.min.js,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,text/javascript,,,626,19359,,,0,68,1182,1,85,156,1150,13.225.250.134,,1493,
7,,2019-10-11T14:41:15.409+03:00,GET,https://static.poptropica.com/js/jquery.magnific-popup.min.js,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,text/javascript,,,626,20680,,,-1,38,-1,0,125,-1,-1,13.225.250.134,,164,
8,,2019-10-11T14:41:15.577+03:00,GET,https://static.poptropica.com/js/pop-homepage.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,625,6874,,,-1,5,-1,0,93,-1,-1,13.225.250.134,,100,
9,,2019-10-11T14:41:15.682+03:00,GET,https://static.poptropica.com/images/edit-pen-icon.png,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/png,,,618,2384,,,-1,1,-1,0,87,-1,-1,13.225.250.134,,90,
10,,2019-10-11T14:41:15.778+03:00,GET,https://static.poptropica.com/images/explore-icon.png,HTTP/1.1,520,0,,200,OK,HTTP/1.1,0,image/png,,,619,7489,,,-1,4,-1,0,82,-1,-1,13.225.250.134,,87,
11,,2019-10-11T14:41:15.871+03:00,GET,https://static.poptropica.com/images/become-member-icon.png,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/png,,,618,3758,,,-1,0,-1,0,90,-1,-1,13.225.250.134,,92,
12,,2019-10-11T14:41:15.968+03:00,GET,https://static.poptropica.com/images/home/app-icon.png,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/png,,,622,112469,,,-1,118,-1,0,82,-1,-1,13.225.250.134,,201,
13,,2019-10-11T14:41:16.174+03:00,GET,https://static.poptropica.com/images/home/blog-character.png,HTTP/1.1,527,0,,200,OK,HTTP/1.1,0,image/png,,,620,59060,,,-1,42,-1,0,109,-1,-1,13.225.250.134,,152,
14,,2019-10-11T14:41:16.907+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js,HTTP/1.1,383,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,618,30399,,,0,58,2835,1,112,0,2802,172.217.18.10,,3007,
15,,2019-10-11T14:41:16.913+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,HTTP/1.1,384,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,616,33434,,,0,59,2968,1,106,29,2942,172.217.18.10,,3165,
16,,2019-10-11T14:41:18.713+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-MBKX72F,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,19762,,,0,44,1601,0,126,25,1576,216.58.207.72,,1798,value
17,,2019-10-11T14:41:18.898+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,456,9832,,,0,706,4961,0,93,21,4943,209.197.3.15,,5784,
18,,2019-10-11T14:41:19.009+03:00,GET,https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,450,19740,,,0,1671,5072,1,112,28,5045,209.197.3.15,,6885,
19,,2019-10-11T14:41:19.908+03:00,GET,https://www.kidsafeseal.com/sealimage/9223372036854775807/poptropica_small_darktm.png,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,image/png,,,627,4398,,,0,7,928,0,102,84,905,104.25.50.33,,1123,
20,,2019-10-11T14:41:20.828+03:00,GET,https://www.poptropica.com/brain/track.php?event=Pageview&campaign=IndexPage&cluster=Home&scene=Home&choice=IndexPage&randomNumber=0.8108703010558405,HTTP/1.1,590,0,,200,OK,HTTP/1.1,0,text/html; charset=iso-8859-1,,,641,20,,,-1,0,-1,0,568,-1,-1,13.225.250.134,,569,value
21,,2019-10-11T14:41:20.836+03:00,GET,https://static.poptropica.com/images/home/white-paper-background.png,HTTP/1.1,557,0,,200,OK,HTTP/1.1,0,image/png,,,621,32561,,,-1,5,-1,0,109,-1,-1,13.225.250.134,,115,
22,,2019-10-11T14:41:21.358+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,33,2455,0,111,0,2428,216.58.206.14,,2600,
23,,2019-10-11T14:41:21.565+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-NG5PMVX&t=gtm1&cid=1796168955.1570794082,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,578,23348,,,-1,36,-1,1,127,-1,-1,216.58.206.14,,165,value
