,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T19:19:06.149+03:00,GET,https://findtheinvisiblecow.com/,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/html,,,491,1026,,,1562,13,0,97,2,1519,108,143.204.192.72,,1785,
1,,2019-10-11T19:19:06.309+03:00,GET,https://findtheinvisiblecow.com/static/css/app.dec7a28ea6193a83f2f33a2b9f30b38a.css,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/css,,,490,1596,,,-1,1,-1,-1,2,-1,101,143.204.192.72,,105,
2,,2019-10-11T19:19:06.428+03:00,GET,https://findtheinvisiblecow.com/static/js/manifest.7a421f3f459a2102cc78.js,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript,,,514,877,,,-1,3,-1,-1,1,-1,93,143.204.192.72,,98,
3,,2019-10-11T19:19:06.532+03:00,GET,https://findtheinvisiblecow.com/static/js/vendor.1e4877a82fa06b470b44.js,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,application/javascript,,,504,49341,,,-1,75,-1,-1,0,-1,104,143.204.192.72,,179,
4,,2019-10-11T19:19:06.609+03:00,GET,https://findtheinvisiblecow.com/static/js/app.fc261c6949ccc7be570d.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/javascript,,,504,33732,,,292,22,0,0,1,254,130,143.204.192.72,,446,
5,,2019-10-11T19:19:08.596+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:100,400,700",HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,614,,,2282,0,0,0,0,2240,119,172.217.23.138,,2404,value
6,,2019-10-11T19:19:08.813+03:00,GET,https://findtheinvisiblecow.com/static/sound/cow/0.mp3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,audio/mp3,,,502,5432,,,-1,0,-1,-1,0,-1,118,143.204.192.72,,119,
7,,2019-10-11T19:19:08.813+03:00,GET,https://findtheinvisiblecow.com/static/sound/cow/1.mp3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,audio/mp3,,,502,5432,,,-1,0,-1,-1,0,-1,116,143.204.192.72,,118,
8,,2019-10-11T19:19:08.814+03:00,GET,https://findtheinvisiblecow.com/static/sound/cow/2.mp3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,audio/mp3,,,502,6686,,,298,0,0,0,0,260,113,143.204.192.72,,414,
9,,2019-10-11T19:19:08.816+03:00,GET,https://findtheinvisiblecow.com/static/sound/cow/3.mp3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,audio/mp3,,,502,6268,,,298,0,0,0,1,261,106,143.204.192.72,,407,
