,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response._error,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,1035,HTTP/1.1,GET,value,https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?region=eu&endpoint=eu&p=a9eu&,,2842,,,text/html; charset=UTF-8,0,417,HTTP/1.1,,200,OK,23.44.251.120,2019-10-06T17:37:52.665+03:00,1881,0,,1811,25,0,0,1781,43
1,,,0,,1715,HTTP/1.1,GET,,https://www.sporcle.com/,,19198,,,text/html; charset=UTF-8,0,1007,HTTP/1.1,,200,OK,13.225.249.90,2019-10-06T17:37:52.749+03:00,713,0,,148,128,0,0,111,436
2,,,0,,0,HTTP/1.1,CONNECT,,https://sync-tm.everesttech.net,Unable to connect to host,-1,,,,0,-1,unknown,,0,,151.101.18.49,2019-10-06T17:37:52.730+03:00,144,0,,144,0,0,0,-1,0
3,,,0,,935,HTTP/1.1,GET,value,https://events.bouncex.net/track.gif/endpageview?pageview:url=https%253A%252F%252Fwww.sporcle.com%252F&pageview:customvariables=%7B%22interstitial_absent%22%3Atrue%2C%22quiz_completed%22%3Afalse%2C%22sporcle_orange_user%22%3Afalse%2C%22quiz_running%22%3Afalse%7D&pageview:event=beforeunload&perf:times=%7B%22startTime%22%3A1570372641026%2C%22tag%22%3A3815%2C%22init1request%22%3A4580%2C%22init1%22%3A6481%7D&mode=0&websiteid=2490&visitid=1570372626272560&deviceid=3272307751406151717&pageviewid=2&sequenceid=24&clienttimestamp=1570372671571&clientapiversion=tag3&device=d&source=web&agent=user,,42,,,image/gif,0,255,HTTP/1.1,,200,OK,35.190.62.200,2019-10-06T17:37:52.985+03:00,458,0,,251,0,1,0,214,204
4,,,1908,,539,HTTP/1.1,POST,,https://c.pub.network/c,No response received,-1,,,,0,-1,unknown,,0,,35.226.36.58,2019-10-06T17:37:53.314+03:00,588,0,,577,10,0,0,542,0
5,,,0,,990,HTTP/1.1,GET,value,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuKQ8Bp_K7esWRJQ9yNZpW9NTlEwpHEsZXp7Wz1eCoBCWjta7Ia8rajf1ip-7JB7rdj2S5Tz2k5MDMPBOfiXr8Z8Bz1vDClt4-VgEWB-38&sig=Cg0ArKJSzBUwxBIsBQljEAE&adk=3241475122&tt=1762&bs=793%2C583&mtos=9649,9649,9649,9649,9649&tos=9649,0,0,0,0&p=5,33,95,761&mcvt=9649&rs=3&ht=0&tfs=15031&tls=24680&mc=1&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=14915&niot_cbk=14986&md=2&lm=2&rst=1570372663263&rpt=77&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8335&ss=800%2C600&pt=22923&bin=1&deb=1-4-5-640-159-68-650-157-0-0-0&tvt=24653&r=u&id=osdtos&vs=4&za=0-1-0&uc=67&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",,42,,,image/gif,0,793,HTTP/1.1,,200,OK,172.217.18.2,2019-10-06T17:37:53.318+03:00,487,0,,306,39,0,0,274,140
6,,,0,,0,HTTP/1.1,CONNECT,,https://simage2.pubmatic.com,Unable to connect to host,-1,,,,0,-1,unknown,,0,,103.231.98.194,2019-10-06T17:37:52.928+03:00,463,0,,463,0,0,0,-1,0
7,,,0,,952,HTTP/1.1,GET,value,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsuROej3xrZj24sSxlIFHfhlKEizrys6Jd2f-o5QDbPrfoWVsPf7jDQiSmWOt755Tf1Ib4e2jRimOoBwfJkyr8XMT82Em3eYqcbpe1aeklE&sig=Cg0ArKJSzI5Gx7VMs2BlEAE&adk=1271645335&tt=1762&bs=793%2C583&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=5820,20,6070,320&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=52&niot_cbk=501&md=2&lm=2&rst=1570372647133&rpt=1333&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8335&ss=800%2C600&pt=22923&bin=1&deb=1-4-5-640-159-68-650-157-0-0-0&tvt=24653&r=u&id=osdtos&vs=3&za=0-0-0&uc=158&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",,42,,,image/gif,0,793,HTTP/1.1,,200,OK,172.217.18.2,2019-10-06T17:37:53.489+03:00,285,0,,169,0,0,0,116,115
8,,,0,,952,HTTP/1.1,GET,value,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssKGXefAbwh6Xv6QPbZObNmWbHre1RwLv0u7Vwdjp0MTmeE_ZX8s99hHhY5zRfCzNUkov6q4s0G4wQ4JVUZl-1RiGw7a_N9lA0gNpXBUbU&sig=Cg0ArKJSzDngQ6tQhbusEAE&adk=1318988201&tt=1762&bs=793%2C583&mtos=0,0,0,0,0&tos=0,0,0,0,0&p=983,640,1233,940&mcvt=0&rs=3&ht=0&mc=0&lte=-1&bas=0&bac=0&met=no&avms=nio&niot_obs=52&niot_cbk=500&md=2&lm=2&rst=1570372647026&rpt=1424&isd=0&msd=0&oseid=3&xdi=0&ps=992%2C8335&ss=800%2C600&pt=22923&bin=1&deb=1-4-5-640-159-68-650-157-0-0-0&tvt=24653&r=u&id=osdtos&vs=3&za=0-0-0&uc=159&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191004",,42,,,image/gif,0,793,HTTP/1.1,,200,OK,172.217.18.2,2019-10-06T17:37:53.494+03:00,285,0,,162,0,0,0,118,122
9,,,308,,467,HTTP/1.1,POST,,https://detwzgl8cvciv.cloudfront.net/cm_minder_tracking/,,84,,,text/html; charset=utf-8,0,575,HTTP/1.1,,200,OK,52.222.239.102,2019-10-06T17:37:53.495+03:00,529,0,,276,1,0,0,243,250
