,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.ssl,timings.dns,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T14:15:41.697+03:00,GET,https://www.duolingo.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,2246,,,218,2,1319,124,1366,16,0,54.144.222.51,,1728,,
1,,2019-10-11T14:15:42.949+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/css/ltr-f054f04e.css,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css,,,524,61699,,,117,0,834,94,862,152,0,13.226.6.164,,1228,,
2,,2019-10-11T14:15:42.949+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/vendor-76cee218.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,539,292564,,,112,1,832,90,861,262,0,13.226.6.164,,1328,,
3,,2019-10-11T14:15:42.951+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/strings/en-7a122bdf.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,25480,,,109,0,828,90,863,79,0,13.226.6.164,,1144,,
4,,2019-10-11T14:15:42.951+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/app-8308ac72.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,539,314477,,,111,0,828,91,864,307,0,13.226.6.164,,1375,,
5,,2019-10-11T14:15:43.671+03:00,GET,https://www.duolingo.com/2017-06-30/config?_=1570792543664,HTTP/1.1,702,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,679,1207,,,173,1,-1,-1,-1,0,-1,54.144.222.51,,175,value,
6,,2019-10-11T14:15:43.729+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/star-pattern.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,1333,,,95,0,-1,-1,-1,0,-1,13.226.6.164,,96,,
7,,2019-10-11T14:15:43.730+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/earth-two-rings.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,956,,,94,0,-1,-1,-1,0,-1,13.226.6.164,,95,,
8,,2019-10-11T14:15:43.731+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/juicy-happy.svg,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2184,,,94,0,-1,-1,-1,1,-1,13.226.6.164,,96,,
9,,2019-10-11T14:15:43.732+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,249,,,91,1,-1,-1,-1,0,-1,13.226.6.164,,93,,
10,,2019-10-11T14:15:43.836+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,698,,,88,0,-1,-1,-1,0,-1,13.226.6.164,,89,,
11,,2019-10-11T14:15:43.836+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-speaker.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,394,,,90,0,-1,-1,-1,0,-1,13.226.6.164,,91,,
12,,2019-10-11T14:15:43.837+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-check.svg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,293,,,88,0,-1,-1,-1,0,-1,13.226.6.164,,89,,
13,,2019-10-11T14:15:43.837+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,389,,,87,0,-1,-1,-1,0,-1,13.226.6.164,,89,,
14,,2019-10-11T14:15:43.857+03:00,POST,https://www.duolingo.com/2017-06-30/tracking-status,HTTP/1.1,797,68,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1160,2,,,688,0,-1,-1,-1,0,-1,54.144.222.51,,690,,
15,,2019-10-11T14:15:43.935+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3190,,,81,0,-1,-1,-1,2,-1,13.226.6.164,,85,,
16,,2019-10-11T14:15:43.935+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,454,,,84,0,-1,-1,-1,0,-1,13.226.6.164,,85,,
17,,2019-10-11T14:15:43.935+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,463,,,84,0,-1,-1,-1,0,-1,13.226.6.164,,85,,
18,,2019-10-11T14:15:43.936+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,618,,,90,0,-1,-1,-1,0,-1,13.226.6.164,,91,,
19,,2019-10-11T14:15:43.997+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3419,,,109,1,229,0,260,2,0,13.226.6.164,,372,,
20,,2019-10-11T14:15:43.997+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2078,,,106,0,230,0,261,0,0,13.226.6.164,,370,,
21,,2019-10-11T14:15:44.038+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,993,,,86,0,-1,-1,-1,0,-1,13.226.6.164,,87,,
22,,2019-10-11T14:15:44.040+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570792544009,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,681,2911,,,472,1,263,0,294,0,0,54.144.222.51,,768,value,
23,,2019-10-11T14:15:44.411+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,171,1,269,0,287,0,0,54.144.222.51,,461,,
